Understanding and Improving Sequence-Labeling NER with Self-Attentive LSTMs,27 September 2018,['https://www.semanticscholar.org/paper/Understanding-and-Improving-Sequence-Labeling-NER-Li-Ma/bb1faff615bb91700ac20144fec898d67a0ac2dc'],"['https://www.semanticscholar.org/author/Wei-Yun-Ma/1749660', 'https://www.semanticscholar.org/author/Peng-Hsuan-Li/24899768']"
Differentiable Greedy Networks,27 September 2018,['https://www.semanticscholar.org/paper/Differentiable-Greedy-Networks-Powers-Fakoor/31f695ffcdab78b69f66f6a4c71c7fdedc0e8f1f'],"['https://www.semanticscholar.org/author/Rasool-Fakoor/2915023', 'https://www.semanticscholar.org/author/Amanjit-Kainth/79923345', 'https://www.semanticscholar.org/author/Abdel-rahman-Mohamed/40360972', 'https://www.semanticscholar.org/author/Siamak-Shakeri/2944868', 'https://www.semanticscholar.org/author/Abhinav-Sethy/3027446', 'https://www.semanticscholar.org/author/Thomas-Powers/143767013', 'https://www.semanticscholar.org/author/Ruhi-Sarikaya/1705701']"
Efficient Federated Learning via Variational Dropout,27 September 2018,['https://www.semanticscholar.org/paper/Efficient-Federated-Learning-via-Variational-Du-Zeng/38cc015343d2ff2c903b0cba7a12ba8bbb35dd13'],"['https://www.semanticscholar.org/author/Xiao-Zeng/143955551', 'https://www.semanticscholar.org/author/Mi-Zhang/144315664', 'https://www.semanticscholar.org/author/Wei-Du/47049513', 'https://www.semanticscholar.org/author/Ming-Yan/143689941']"
Applications of Gaussian Processes in Finance,27 September 2018,['https://www.semanticscholar.org/paper/Applications-of-Gaussian-Processes-in-Finance-Nirwan-Bertschinger/d15045c1bff51fc0d7eb716537c7c6b394f22704'],"['https://www.semanticscholar.org/author/Nils-Bertschinger/1750120', 'https://www.semanticscholar.org/author/Rajbir-S.-Nirwan/90230698']"
An Attention-Based Model for Learning Dynamic Interaction Networks,14 July 2019,['https://www.semanticscholar.org/paper/An-Attention-Based-Model-for-Learning-Dynamic-Cavallari-Poria/285e29a16e3b58d70bc8ad5547edc3675f51fc39'],"['https://www.semanticscholar.org/author/HongYun-Cai/143754377', 'https://www.semanticscholar.org/author/Vincent-Wenchen-Zheng/3113725', 'https://www.semanticscholar.org/author/Sandro-Cavallari/8381543', 'https://www.semanticscholar.org/author/Soujanya-Poria/1382302885', 'https://www.semanticscholar.org/author/Erik-Cambria/49943757']"
Modeling Evolution of Language Through Time with Neural Networks,27 September 2018,['https://www.semanticscholar.org/paper/Modeling-Evolution-of-Language-Through-Time-with-Delasalles-Lamprier/71cb06ef74af98a53953f9e92e1c883c18bbba50'],"['https://www.semanticscholar.org/author/Ludovic-Denoyer/8905591', 'https://www.semanticscholar.org/author/Sylvain-Lamprier/1782552', 'https://www.semanticscholar.org/author/Edouard-Delasalles/32278921']"
Knowledge Representation for Reinforcement Learning using General Value Functions,27 September 2018,['https://www.semanticscholar.org/paper/Knowledge-Representation-for-Reinforcement-Learning-Comanici-Precup/49fa8731911b4d807f9c03e772d617823c4a29b8'],"['https://www.semanticscholar.org/author/Shibl-Mourad/49501871', 'https://www.semanticscholar.org/author/Gheorghe-Comanici/1819858', 'https://www.semanticscholar.org/author/Sasha-Vezhnevets/1395042430', 'https://www.semanticscholar.org/author/Eser-Aygun/46236696', 'https://www.semanticscholar.org/author/Shaobo-Hou/3108448', ""https://www.semanticscholar.org/author/Andr'e-Barreto/143999668"", 'https://www.semanticscholar.org/author/Doina-Precup/144368601', 'https://www.semanticscholar.org/author/Daniel-Kenji-Toyama/1393948967', 'https://www.semanticscholar.org/author/Philippe-Hamel/48080691']"
Geometric Operator Convolutional Neural Network,4 September 2018,['https://www.semanticscholar.org/paper/Geometric-Operator-Convolutional-Neural-Network-Ma-Luo/cb5c38f0639d9bf08716e7a1d41047a9ed287b26'],"['https://www.semanticscholar.org/author/Zhouwang-Yang/2016529', 'https://www.semanticscholar.org/author/Yangling-Ma/80481484', 'https://www.semanticscholar.org/author/Yixin-Luo/1792917']"
Online Bellman Residue Minimization via Saddle Point Optimization,27 September 2018,['https://www.semanticscholar.org/paper/Online-Bellman-Residue-Minimization-via-Saddle-Yang-Zhou/9f38f30e499979a700be8037c549d06ad1f7f2b2'],"['https://www.semanticscholar.org/author/Tong-Zhang/38144094', 'https://www.semanticscholar.org/author/Zhuoran-Yang/3069462', 'https://www.semanticscholar.org/author/Cheng-Zhou/144909482', 'https://www.semanticscholar.org/author/Han-Liu/145508089']"
Dual Importance Weight GAN,27 September 2018,['https://www.semanticscholar.org/paper/Dual-Importance-Weight-GAN-Lee-Lee/8c3a38d597624cff6e580fef38a6a5aa9a8de67a'],"['https://www.semanticscholar.org/author/Gahye-Lee/52168937', 'https://www.semanticscholar.org/author/Seungkyu-Lee/98259074']"
Explainable Adversarial Learning: Implicit Generative Modeling of Random Noise during Training for Adversarial Robustness,5 July 2018,['https://www.semanticscholar.org/paper/Explainable-Learning%3A-Implicit-Generative-Modelling-Panda-Roy/ed64d339c426994eb3f9abbf80671d32cc78b005'],"['https://www.semanticscholar.org/author/Priyadarshini-Panda/9352814', 'https://www.semanticscholar.org/author/Kaushik-Roy/143884690']"
Nonlinear Channels Aggregation Networks for Deep Action Recognition,27 September 2018,['https://www.semanticscholar.org/paper/Nonlinear-Channels-Aggregation-Networks-for-Deep-Zhu-Ji/7b8e9c50f74ce6ca66a8ab61fb18ca31d26cf13f'],"['https://www.semanticscholar.org/author/Wenbo-Zhang/1786198', 'https://www.semanticscholar.org/author/Cheng-Ouyang/47748577', 'https://www.semanticscholar.org/author/Hongbing-Ji/1696842', 'https://www.semanticscholar.org/author/Zhigang-Zhu/4697712']"
A SINGLE SHOT PCA-DRIVEN ANALYSIS OF NETWORK STRUCTURE TO REMOVE REDUNDANCY,27 September 2018,['https://www.semanticscholar.org/paper/A-SINGLE-SHOT-PCA-DRIVEN-ANALYSIS-OF-NETWORK-TO-Garg-Panda/93b5cf80e872f3ad8d7e4e13c9c8bc13b9fb400e'],"['https://www.semanticscholar.org/author/Priyadarshini-Panda/9352814', 'https://www.semanticscholar.org/author/Isha-Garg/48173878', 'https://www.semanticscholar.org/author/Kaushik-Roy/143915672']"
D2KE: From Distance to Kernel and Embedding via Random Features For Structured Inputs,27 September 2018,['https://www.semanticscholar.org/paper/D2KE%3A-From-Distance-to-Kernel-and-Embedding-via-For-Wu-Yen/023c20a8dea7274a9d2dedcb1046a2d65b801f7e'],"['https://www.semanticscholar.org/author/Pradeep-Ravikumar/145969795', 'https://www.semanticscholar.org/author/Fangli-Xu/2392383', 'https://www.semanticscholar.org/author/Lingfei-Wu/50789977', 'https://www.semanticscholar.org/author/Ian-En-Hsu-Yen/2527556', 'https://www.semanticscholar.org/author/Michael-J.-Witbrock/2819135']"
Latent Transformations for Object  View Points Synthesis,12 July 2018,['https://www.semanticscholar.org/paper/Latent-Transformations-for-Object-View-Points-Kim-Winovich/b10e43b8bd0ec01b148079a71fb3aa850c029dbc'],"['https://www.semanticscholar.org/author/Nick-Winovich/51117231', 'https://www.semanticscholar.org/author/Sangpil-Kim/46877540', 'https://www.semanticscholar.org/author/Karthik-Ramani/144861331', 'https://www.semanticscholar.org/author/Guang-Lin/145456326']"
Network Reparameterization for Unseen Class Categorization,27 September 2018,['https://www.semanticscholar.org/paper/Network-Reparameterization-for-Unseen-Class-Li-Min/4596165220484f407955b6d1e0571f97323fc39b'],"['https://www.semanticscholar.org/author/Hans-Peter-Graf/1775043', 'https://www.semanticscholar.org/author/Yun-Fu/46956675', 'https://www.semanticscholar.org/author/Martin-Renqiang-Min/5477477', 'https://www.semanticscholar.org/author/Bing-Bai/144490441', 'https://www.semanticscholar.org/author/Kai-Li/49243317']"
Explaining Neural Networks Semantically and Quantitatively,18 December 2018,['https://www.semanticscholar.org/paper/Explaining-Neural-Networks-Semantically-and-Chen-Chen/e05b5c38f342be48f64eee2568d78c42d6c9c2aa'],"['https://www.semanticscholar.org/author/Jie-Ren/143702207', 'https://www.semanticscholar.org/author/Quanshi-Zhang/22063226', 'https://www.semanticscholar.org/author/Ge-Huang/50775220', 'https://www.semanticscholar.org/author/Runjin-Chen/152657258', 'https://www.semanticscholar.org/author/Hao-Chen/50688939']"
Explaining AlphaGo: Interpreting Contextual Effects in Neural Networks,27 September 2018,['https://www.semanticscholar.org/paper/Explaining-AlphaGo%3A-Interpreting-Contextual-Effects-Ling-Ma/6ba0e4fc9885cdf9b9041c8c354cb2e506ceb06f'],"['https://www.semanticscholar.org/author/Robert-Caiming-Qiu/1709488', 'https://www.semanticscholar.org/author/Zenan-Ling/152355659', 'https://www.semanticscholar.org/author/Quanshi-Zhang/22063226', 'https://www.semanticscholar.org/author/Song-Chun-Zhu/145380991', 'https://www.semanticscholar.org/author/Haotian-Ma/11314683', 'https://www.semanticscholar.org/author/Yu-Yang/49308184']"
One Bit Matters: Understanding Adversarial Examples as the Abuse of Redundancy,27 September 2018,['https://www.semanticscholar.org/paper/One-Bit-Matters%3A-Understanding-Adversarial-Examples-Wang-Jia/7f3003095a25c1d1dbbfd6ba7af050528aa8afd4'],"['https://www.semanticscholar.org/author/Ruoxi-Jia/39823639', 'https://www.semanticscholar.org/author/Gerald-Friedland/1797144', 'https://www.semanticscholar.org/author/Costas-J.-Spanos/144168566', 'https://www.semanticscholar.org/author/Jingkang-Wang/71563016', 'https://www.semanticscholar.org/author/Bo-Li/2485552']"
Context-aware Forecasting for Multivariate Stationary Time-series,27 September 2018,['https://www.semanticscholar.org/paper/Context-aware-Forecasting-for-Multivariate-Guiguet-Baskiotis/71d411f65fa522fd66346c79505caf975e8b52dc'],"['https://www.semanticscholar.org/author/Nicolas-Baskiotis/1800361', 'https://www.semanticscholar.org/author/Vincent-Guigue/2232776', 'https://www.semanticscholar.org/author/Valentin-Guiguet/90705090', 'https://www.semanticscholar.org/author/Patrick-Gallinari/1741426']"
HANDLING CONCEPT DRIFT  IN WIFI-BASED INDOOR LOCALIZATION USING REPRESENTATION LEARNING,27 September 2018,['https://www.semanticscholar.org/paper/HANDLING-CONCEPT-DRIFT-IN-WIFI-BASED-INDOOR-USING-Seraj-Ghourchian/20ab324864bd42f88b174c9aa7477872412fb841'],"['https://www.semanticscholar.org/author/Negar-Ghourchian/3244169', 'https://www.semanticscholar.org/author/Michel-Allegue-Mart%C3%ADnez/1401948839', 'https://www.semanticscholar.org/author/Raihan-Seraj/1411436226']"
Transfer Learning for Estimating Causal Effects Using Neural Networks,23 August 2018,['https://www.semanticscholar.org/paper/Transfer-Learning-for-Estimating-Causal-Effects-K%C3%BCnzel-Stadie/899fdcc44212ffacd91b80bb9ca460b807096283'],"['https://www.semanticscholar.org/author/Nikita-Vemuri/46201557', 'https://www.semanticscholar.org/author/S%C3%B6ren-R.-K%C3%BCnzel/49962158', 'https://www.semanticscholar.org/author/Pieter-Abbeel/1689992', 'https://www.semanticscholar.org/author/Bradly-C.-Stadie/3275284', 'https://www.semanticscholar.org/author/Jasjeet-S.-Sekhon/7359134', 'https://www.semanticscholar.org/author/Varsha-Ramakrishnan/32900016']"
Variational Autoencoders for Text Modeling without Weakening the Decoder,27 September 2018,['https://www.semanticscholar.org/paper/Variational-Autoencoders-for-Text-Modeling-without-Kamoi-Fukutomi/13be32e3029c1be2a00d3cb09f1fd87c3764257c'],['https://www.semanticscholar.org/author/Hiroyasu-Fukutomi/81890201']
A PRIVACY-PRESERVING IMAGE CLASSIFICATION FRAMEWORK WITH A LEARNABLE OBFUSCATOR,27 September 2018,['https://www.semanticscholar.org/paper/A-PRIVACY-PRESERVING-IMAGE-CLASSIFICATION-FRAMEWORK-Meng-Huang/a239bd66ff7ff24adda65adbd11ee3d78d84e861'],"['https://www.semanticscholar.org/author/Antoni-Chan/49642143', 'https://www.semanticscholar.org/author/Yuefeng-Du/46941577', 'https://www.semanticscholar.org/author/Zixuan-Huang/40994845', 'https://www.semanticscholar.org/author/Xiangyi-Meng/50123267', 'https://www.semanticscholar.org/author/Cong-Wang/40397539']"
ODIN: Outlier Detection In Neural Networks,27 September 2018,['https://www.semanticscholar.org/paper/ODIN%3A-Outlier-Detection-In-Neural-Networks-Sj%C3%B6gren-Trygg/1b97e4bd3c508526808e74694e7e9fe4be01bf6c'],"['https://www.semanticscholar.org/author/Johan-Trygg/1832721', 'https://www.semanticscholar.org/author/Rickard-Sj%C3%B6gren/13152266']"
Improving latent variable descriptiveness by modelling rather than ad-hoc factors,22 July 2019,['https://www.semanticscholar.org/paper/Improving-latent-variable-descriptiveness-by-rather-Mansbridge-Fierimonte/acfd9ff11e6bdc805d16cfaca7a122f6ebb1db63'],"['https://www.semanticscholar.org/author/Roberto-Fierimonte/2784916', 'https://www.semanticscholar.org/author/Alex-Mansbridge/51040721', 'https://www.semanticscholar.org/author/David-Barber/145617808', 'https://www.semanticscholar.org/author/Ilya-Feige/10734982']"
Capacity of Deep Neural Networks under Parameter Quantization,27 September 2018,['https://www.semanticscholar.org/paper/Memorization-Capacity-of-Deep-Neural-Networks-under-Boo-Shin/d2f0ec20184d3b3ada93d23f96dabd2bf5bec6fb'],"['https://www.semanticscholar.org/author/Yoonho-Boo/3350090', 'https://www.semanticscholar.org/author/Wonyong-Sung/145057126', 'https://www.semanticscholar.org/author/Sungho-Shin/1859825']"
Learning of Sophisticated Curriculums by viewing them as Graphs over Tasks,27 September 2018,['https://www.semanticscholar.org/paper/Learning-of-Sophisticated-Curriculums-by-viewing-as-Willems-Bengio/4bd5880fdca804f12e7f9c1dd9c30c237800c564'],"['https://www.semanticscholar.org/author/Lucas-Willems/152910863', 'https://www.semanticscholar.org/author/Yoshua-Bengio/1751762']"
RNNs with Private and Shared Representations for Semi-Supervised Sequence Learning,27 September 2018,['https://www.semanticscholar.org/paper/RNNs-with-Private-and-Shared-Representations-for-Luo-Fu/7b862a2bf89a57e9120c03ca8bf940b7b41109f0'],"['https://www.semanticscholar.org/author/Z-H-Luo/46364175', 'https://www.semanticscholar.org/author/Ge-Luo/2254607', 'https://www.semanticscholar.org/author/Pengfei-Liu/144118452', 'https://www.semanticscholar.org/author/Jie-Fu/145016615', 'https://www.semanticscholar.org/author/Chris-Pal/98109738']"
MAJOR-MINOR LSTMS FOR WORD-LEVEL LANGUAGE MODEL,27 September 2018,['https://www.semanticscholar.org/paper/MAJOR-MINOR-LSTMS-FOR-WORD-LEVEL-LANGUAGE-MODEL-Shuang-Li/ae5f57c0bfd101b79e16ac0faf0fcc4996e1938b'],"['https://www.semanticscholar.org/author/Jonathan/46829626', 'https://www.semanticscholar.org/author/Sen-Su/47374777', 'https://www.semanticscholar.org/author/Kai-Shuang/2198730', 'https://www.semanticscholar.org/author/Qianqian-Yang/46244342', 'https://www.semanticscholar.org/author/Mengyu-Gu/90736633', 'https://www.semanticscholar.org/author/Rui-Li/145765727']"
SALSA-TEXT : SELF ATTENTIVE LATENT SPACE BASED ADVERSARIAL TEXT GENERATION,28 September 2018,['https://www.semanticscholar.org/paper/SALSA-TEXT-%3A-self-attentive-latent-space-based-text-Gagnon-Marchand-Sadeghi/7f2d63a50a2f32caa95e20720eb310e524ff4a8d'],"['https://www.semanticscholar.org/author/Md.-Akmal-Haidar/2864965', 'https://www.semanticscholar.org/author/Hamed-Sadeghi/144762252', 'https://www.semanticscholar.org/author/Mehdi-Rezagholizadeh/1924511', 'https://www.semanticscholar.org/author/Jules-Gagnon-Marchand/1411262452']"
Neuron Hierarchical Networks,27 September 2018,['https://www.semanticscholar.org/paper/Neuron-Hierarchical-Networks-Yue-Wu/966bd4a79a9ae4f31e013022c7a105b366e9763f'],"['https://www.semanticscholar.org/author/Ji-Xie/144945354', 'https://www.semanticscholar.org/author/Han-Yue/50179452', 'https://www.semanticscholar.org/author/Lei-Wu/145233512', 'https://www.semanticscholar.org/author/De-An-Wu/7464011']"
Linearizing Visual Processes with Deep Generative Models,27 September 2018,['https://www.semanticscholar.org/paper/Linearizing-Visual-Processes-with-Deep-Generative-Sagel-Shen/5a51c595d98a3f1932582fa879813f2df17f0650'],"['https://www.semanticscholar.org/author/Alexander-Sagel/35060007', 'https://www.semanticscholar.org/author/Hao-Shen/145159962']"
Inhibited Softmax for Uncertainty Estimation in Neural Networks,27 September 2018,['https://www.semanticscholar.org/paper/Inhibited-Softmax-for-Uncertainty-Estimation-in-Mozejko-Susik/770c63fbf744f6b7ba2b19ca8e9e1c41e887ef5c'],"['https://www.semanticscholar.org/author/Marcin-Mozejko/80882499', 'https://www.semanticscholar.org/author/Rafal-Karczewski/81190578', 'https://www.semanticscholar.org/author/Mateusz-Susik/2697344']"
Improving Gaussian mixture latent variable model convergence with Optimal Transport,27 September 2018,['https://www.semanticscholar.org/paper/Improving-Gaussian-mixture-latent-variable-model-Gaujac-Feige/3129528c480f2e274ffcd253d9a20cdaea112e79'],"['https://www.semanticscholar.org/author/David-Barber/145617808', 'https://www.semanticscholar.org/author/Ilya-Feige/10734982', 'https://www.semanticscholar.org/author/Benoit-Gaujac/51040792']"
From Amortised to Memoised Inference: Combining Wake-Sleep and Variational-Bayes for Unsupervised Few-Shot Program Learning,27 September 2018,['https://www.semanticscholar.org/paper/From-Amortised-to-Memoised-Inference%3A-Combining-and-Hewitt-Tenenbaum/dd9289fbaee5871d594d1471002e4140d609c6b9'],"['https://www.semanticscholar.org/author/Joshua-B.-Tenenbaum/1763295', 'https://www.semanticscholar.org/author/Luke-B.-Hewitt/51152627']"
Encoder Discriminator Networks for Unsupervised Representation Learning,27 September 2018,['https://www.semanticscholar.org/paper/Encoder-Discriminator-Networks-for-Unsupervised-Wandel/0717dd9637216f5bb34bd3b57d1a1421065dc5ca'],['https://www.semanticscholar.org/author/Nils-Wandel/74276982']
Geometry of Deep Convolutional Networks,27 September 2018,['https://www.semanticscholar.org/paper/Geometry-of-Deep-Convolutional-Networks-Carlsson/678856d65c1897f3f5e75b9e3ba15b8155b96277'],['https://www.semanticscholar.org/author/Stefan-Carlsson/144719278']
Learning and Data Selection in Big Datasets,9 June 2019,['https://www.semanticscholar.org/paper/Learning-and-Data-Selection-in-Big-Datasets-Ghadikolaei-Ghauch/dbf49c186cb7b6d7123d89c7bc3a5a06f670a6d0'],"['https://www.semanticscholar.org/author/Hossein-Shokri-Ghadikolaei/2754353', 'https://www.semanticscholar.org/author/Carlo-Fischione/1709815', 'https://www.semanticscholar.org/author/Hadi-G.-Ghauch/3144283', 'https://www.semanticscholar.org/author/Mikael-Skoglund/1707959']"
Data Poisoning Attack against Unsupervised Node Embedding Methods,27 September 2018,['https://www.semanticscholar.org/paper/Data-Poisoning-Attack-against-Unsupervised-Node-Sun-Tang/088569b34d7f58bf4525ade7f391de98d62d601a'],"['https://www.semanticscholar.org/author/Mingjie-Sun/2984183', 'https://www.semanticscholar.org/author/Yao-Chen/47558162', 'https://www.semanticscholar.org/author/Jian-Tang/145357802', 'https://www.semanticscholar.org/author/Dawn-Xiaodong-Song/143711382', 'https://www.semanticscholar.org/author/Chaowei-Xiao/2723309', 'https://www.semanticscholar.org/author/Bo-Li/143771567', 'https://www.semanticscholar.org/author/Huichen-Li/49404806']"
Shaping representations through communication,27 September 2018,['https://www.semanticscholar.org/paper/Shaping-representations-through-communication-Tieleman-Lazaridou/cfc5b807f08c6341aad30f67ad52e6e6af47d4f4'],"['https://www.semanticscholar.org/author/Shibl-Mourad/49501871', 'https://www.semanticscholar.org/author/Charles-Blundell/1723876', 'https://www.semanticscholar.org/author/Doina-Precup/144368601', 'https://www.semanticscholar.org/author/Olivier-Tieleman/13667364', 'https://www.semanticscholar.org/author/Angeliki-Lazaridou/2672644']"
Exploiting Invariant Structures for Compression in Neural Networks,27 September 2018,['https://www.semanticscholar.org/paper/Exploiting-Invariant-Structures-for-Compression-in-Su-Li/3d1b3191d3d5df65e4421c4a8b5d54777477b506'],"['https://www.semanticscholar.org/author/Bobby-Bhattacharjee/1708336', 'https://www.semanticscholar.org/author/Furong-Huang/40070055', 'https://www.semanticscholar.org/author/Jiahao-Su/152324585', 'https://www.semanticscholar.org/author/Jingling-Li/8549223']"
Evading Defenses to Transferable Adversarial Examples by Mitigating Attention Shift,27 September 2018,['https://www.semanticscholar.org/paper/Evading-Defenses-to-Transferable-Adversarial-by-Dong-Pang/981e6417b6472c4733a552cbd11aa40cb0df131f'],"['https://www.semanticscholar.org/author/Tianyu-Pang/19201674', 'https://www.semanticscholar.org/author/Jun-Zhu/145254043', 'https://www.semanticscholar.org/author/Yinpeng-Dong/3431029', 'https://www.semanticscholar.org/author/Hang-Su/144904238']"
Classification of Building Noise Type/Position via Supervised Learning,27 September 2018,['https://www.semanticscholar.org/paper/Classification-of-Building-Noise-Type%2FPosition-via-Choi-Yang/18c6dace1a101090d6588bb0f23fc08d296839f5'],"['https://www.semanticscholar.org/author/Haesang-Yang/11325568', 'https://www.semanticscholar.org/author/Woojae-Seong/2517631', 'https://www.semanticscholar.org/author/Seung-Jun-Lee/50112199', 'https://www.semanticscholar.org/author/Hwiyong-Choi/47741698']"
Nesterov's method is the discretization of a differential equation with Hessian damping,27 September 2018,"[""https://www.semanticscholar.org/paper/Nesterov's-method-is-the-discretization-of-a-with-Oberman-Laborde/469a3c42b90b636c9894d18e1a3f746931af22f8""]","['https://www.semanticscholar.org/author/Adam-M.-Oberman/35143140', 'https://www.semanticscholar.org/author/M.-D.-David-Laborde/145667287']"
"A Forensic Representation to Detect Non-Trivial Image Duplicates, and How it Applies to Semantic Segmentation",27 September 2018,['https://www.semanticscholar.org/paper/A-Forensic-Representation-to-Detect-Non-Trivial-and-Cicconet-Elliott/43261b882f2ae6f1c1b894047349c30faddae723'],"['https://www.semanticscholar.org/author/David-L.-Richmond/3000451', 'https://www.semanticscholar.org/author/Marcelo-Cicconet/1740425', 'https://www.semanticscholar.org/author/Michael-Walsh/46373101', 'https://www.semanticscholar.org/author/Hunter-Elliott/40430143', 'https://www.semanticscholar.org/author/D.-Wainstock/144301090']"
End-to-end Learning of a Convolutional Neural Network via Deep Tensor Decomposition,16 May 2018,['https://www.semanticscholar.org/paper/End-to-end-Learning-of-a-Convolutional-Neural-via-Oymak-Soltanolkotabi/f3d0f3ade770ceffc27671b574b823cd0da99c10'],"['https://www.semanticscholar.org/author/Samet-Oymak/3103394', 'https://www.semanticscholar.org/author/Mahdi-Soltanolkotabi/2766123']"
Domain Adaptive Transfer Learning,27 September 2018,['https://www.semanticscholar.org/paper/Domain-Adaptive-Transfer-Learning-Ngiam-Peng/ca50d92e11053794b49b3c59eb2a56655fc3fc07'],"['https://www.semanticscholar.org/author/Jiquan-Ngiam/2020608', 'https://www.semanticscholar.org/author/Vijay-Vasudevan/38062095', 'https://www.semanticscholar.org/author/Quoc-V.-Le/2827616', 'https://www.semanticscholar.org/author/Daiyi-Peng/46255851', 'https://www.semanticscholar.org/author/Simon-Kornblith/40464924', 'https://www.semanticscholar.org/author/Ruoming-Pang/34320634']"
Deep clustering based on a mixture of autoencoders,16 December 2018,['https://www.semanticscholar.org/paper/Deep-Clustering-Based-On-A-Mixture-Of-Autoencoders-Chazan-Gannot/9b42e7a4b62f9e65ca33c59018bc2339d5f4327a'],"['https://www.semanticscholar.org/author/Jacob-Goldberger/34508613', 'https://www.semanticscholar.org/author/Shlomo-E.-Chazan/20839441', 'https://www.semanticscholar.org/author/Sharon-Gannot/1774548']"
