year,title,authors,author_data
2020,Hierarchical Image-to-image Translation with Nested Distributions Modeling,"['https://www.semanticscholar.org/author/Xilin-Chen/1710220', 'https://www.semanticscholar.org/author/Ruiping-Wang/3373117', 'https://www.semanticscholar.org/author/Shishi-Qiao/9648345', 'https://www.semanticscholar.org/author/Shiguang-Shan/144481158']","[{'Publications': '515', 'h-index': '61', 'Citations': '17,134', 'Highly Influential Citations': '1,819'}, {'Publications': '111', 'h-index': '27', 'Citations': '3,805', 'Highly Influential Citations': '548'}, {'Publications': '5', 'h-index': '2', 'Citations': '6', 'Highly Influential Citations': '0'}, {'Publications': '61', 'h-index': '7', 'Citations': '489', 'Highly Influential Citations': '78'}]"
2020,Deep Neural Forests: An Architecture for Tabular Data,"['https://www.semanticscholar.org/author/Ran-El-Yaniv/1397664558', 'https://www.semanticscholar.org/author/Gal-Elidan/1684677', 'https://www.semanticscholar.org/author/Liran-Katzir/2365417', 'https://www.semanticscholar.org/author/Ami-Abutbul/1581334499']","[{'Publications': '10', 'h-index': '4', 'Citations': '111', 'Highly Influential Citations': '16'}, {'Publications': '73', 'h-index': '21', 'Citations': '2,534', 'Highly Influential Citations': '223'}, {'Publications': '33', 'h-index': '12', 'Citations': '851', 'Highly Influential Citations': '113'}, {'Publications': '3', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}]"
2020,Is my Deep Learning Model Learning more than I want it to?,"['https://www.semanticscholar.org/author/Tarun-Tater/51915835', 'https://www.semanticscholar.org/author/Naveen-Panwar/34065547', 'https://www.semanticscholar.org/author/Anush-Sankaran/2473935', 'https://www.semanticscholar.org/author/Senthil-Kumar-Mani/3250300']","[{'Publications': '5', 'h-index': '2', 'Citations': '7', 'Highly Influential Citations': '1'}, {'Publications': '16', 'h-index': '3', 'Citations': '33', 'Highly Influential Citations': '1'}, {'Publications': '46', 'h-index': '12', 'Citations': '435', 'Highly Influential Citations': '33'}, {'Publications': '17', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '1'}]"
2020,ADASAMPLE: ADAPTIVE SAMPLING OF HARD POSITIVES FOR DESCRIPTOR LEARNING,"['https://www.semanticscholar.org/author/Zao-Yi-Zheng/1432233153', 'https://www.semanticscholar.org/author/Jiawang-Bian/3459992', 'https://www.semanticscholar.org/author/Xinyu-Zhang/50812963', 'https://www.semanticscholar.org/author/Ming-Ming-Cheng/37535930', 'https://www.semanticscholar.org/author/Le-Zhang/50081274', 'https://www.semanticscholar.org/author/Yunlong-Liu/49420738']","[{'Publications': '1', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '12', 'h-index': '4', 'Citations': '362', 'Highly Influential Citations': '58'}, {'Publications': '105', 'h-index': '13', 'Citations': '790', 'Highly Influential Citations': '70'}, {'Publications': '158', 'h-index': '42', 'Citations': '11,446', 'Highly Influential Citations': '1,605'}, {'Publications': '42', 'h-index': '5', 'Citations': '200', 'Highly Influential Citations': '7'}, {'Publications': '49', 'h-index': '7', 'Citations': '153', 'Highly Influential Citations': '15'}]"
2020,Better Optimization for Neural Architecture Search with Mixed-Level Reformulation,"['https://www.semanticscholar.org/author/Chaoyang-He/31927890', 'https://www.semanticscholar.org/author/Haishan-Ye/2729522', 'https://www.semanticscholar.org/author/Tong-Zhang/50728655']","[{'Publications': '26', 'h-index': '7', 'Citations': '258', 'Highly Influential Citations': '22'}, {'Publications': '21', 'h-index': '5', 'Citations': '58', 'Highly Influential Citations': '6'}, {'Publications': '81', 'h-index': '6', 'Citations': '206', 'Highly Influential Citations': '22'}]"
2020,Neural Reverse Engineering of Stripped Binaries,"['https://www.semanticscholar.org/author/Uri-Alon/47051926', 'https://www.semanticscholar.org/author/Eran-Yahav/1743232', 'https://www.semanticscholar.org/author/Yaniv-David/1974088']","[{'Publications': '10', 'h-index': '5', 'Citations': '361', 'Highly Influential Citations': '56'}, {'Publications': '144', 'h-index': '40', 'Citations': '4,324', 'Highly Influential Citations': '368'}, {'Publications': '10', 'h-index': '5', 'Citations': '189', 'Highly Influential Citations': '31'}]"
2020,Cost-Effective Interactive Neural Attention Learning,"['https://www.semanticscholar.org/author/Hyewon-Jeong/2089710', 'https://www.semanticscholar.org/author/Eunho-Yang/1720494', 'https://www.semanticscholar.org/author/Kwang-Joon-Kim/79394954', 'https://www.semanticscholar.org/author/Junhyeon-Park/51194683', 'https://www.semanticscholar.org/author/Jay-Heo/46227349', 'https://www.semanticscholar.org/author/Sung-Ju-Hwang/35788904', 'https://www.semanticscholar.org/author/Juho-Lee/48174830']","[{'Publications': '28', 'h-index': '6', 'Citations': '161', 'Highly Influential Citations': '9'}, {'Publications': '81', 'h-index': '16', 'Citations': '1,137', 'Highly Influential Citations': '171'}, {'Publications': '9', 'h-index': '1', 'Citations': '4', 'Highly Influential Citations': '0'}, {'Publications': '4', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '3', 'h-index': '1', 'Citations': '11', 'Highly Influential Citations': '1'}, {'Publications': '75', 'h-index': '17', 'Citations': '1,185', 'Highly Influential Citations': '124'}, {'Publications': '54', 'h-index': '5', 'Citations': '529', 'Highly Influential Citations': '44'}]"
2020,Gated Channel Transformation for Visual Recognition,"[ 'https://www.semanticscholar.org/author/Zongxin-Yang/15556978', 'https://www.semanticscholar.org/author/Linchao-Zhu/2948393']","[{'Publications': '7', 'h-index': '2', 'Citations': '18', 'Highly Influential Citations': '2'}, {'Publications': '44', 'h-index': '10', 'Citations': '409', 'Highly Influential Citations': '45'}]"
2020,Masked Translation Model,"['https://www.semanticscholar.org/author/Arne-Nix/120981230', 'https://www.semanticscholar.org/author/Yunsu-Kim/3179080', 'https://www.semanticscholar.org/author/Shahram-Khadivi/2490162', 'https://www.semanticscholar.org/author/Jan-Rosendahl/24905818', 'https://www.semanticscholar.org/author/Hermann-Ney/145322333']","[{'Publications': '4', 'h-index': '3', 'Citations': '20', 'Highly Influential Citations': '4'}, {'Publications': '33', 'h-index': '6', 'Citations': '109', 'Highly Influential Citations': '11'}, {'Publications': '89', 'h-index': '15', 'Citations': '826', 'Highly Influential Citations': '63'}, {'Publications': '9', 'h-index': '3', 'Citations': '28', 'Highly Influential Citations': '3'}, {'Publications': '942', 'h-index': '86', 'Citations': '39,271', 'Highly Influential Citations': '2,900'}]"
2020,Target-directed Atomic Importance Estimation via Reverse Self-attention,"['https://www.semanticscholar.org/author/Hyunwoo-Kim/8186013', 'https://www.semanticscholar.org/author/Gyoung-S.-Na/51113624']","[{'Publications': '36', 'h-index': '8', 'Citations': '164', 'Highly Influential Citations': '3'}, {'Publications': '5', 'h-index': '2', 'Citations': '16', 'Highly Influential Citations': '1'}]"
2020,ProxNet: End-to-End Learning of  Structured Representation by Proximal Mapping,"['https://www.semanticscholar.org/author/Mengting-Li/8392935', 'https://www.semanticscholar.org/author/Yingyi-Ma/121720851', 'https://www.semanticscholar.org/author/Xin-hua-Zhang/49469336']","[{'Publications': '3,566', 'h-index': '89', 'Citations': '43,838', 'Highly Influential Citations': '1,528'}, {'Publications': '7', 'h-index': '1', 'Citations': '2', 'Highly Influential Citations': '0'}, {'Publications': '30', 'h-index': '3', 'Citations': '32', 'Highly Influential Citations': '0'}]"
2020,Measure by Measure: Automatic Music Composition with Traditional Western Music Notation,"['https://www.semanticscholar.org/author/Yujia-Yan/47971027', 'https://www.semanticscholar.org/author/Zhiyao-Duan/72028302']","[{'Publications': '5', 'h-index': '1', 'Citations': '9', 'Highly Influential Citations': '1'}, {'Publications': '18', 'h-index': '4', 'Citations': '40', 'Highly Influential Citations': '0'}]"
2020,When Do Variational Autoencoders Know  What They Don't Know?,"['https://www.semanticscholar.org/author/David-Wipf/46794011', 'https://www.semanticscholar.org/author/Bin-Dai/144065729']","[{'Publications': '5', 'h-index': '2', 'Citations': '12', 'Highly Influential Citations': '2'}, {'Publications': '43', 'h-index': '9', 'Citations': '248', 'Highly Influential Citations': '1'}]"
2020,Irrationality can help reward inference,"['https://www.semanticscholar.org/author/L.-Chan/1679211', 'https://www.semanticscholar.org/author/Andrew-Critch/2651789', 'https://www.semanticscholar.org/author/Anca-D.-Dragan/2745001']","[{'Publications': '44', 'h-index': '21', 'Citations': '1,913', 'Highly Influential Citations': '97'}, {'Publications': '18', 'h-index': '6', 'Citations': '149', 'Highly Influential Citations': '8'}, {'Publications': '126', 'h-index': '32', 'Citations': '3,854', 'Highly Influential Citations': '291'}]"
2020,One Generation Knowledge Distillation by Utilizing Peer Samples,"['https://www.semanticscholar.org/author/Haoyi-Xiong/40518823', 'https://www.semanticscholar.org/author/Jun-Huan/144733837', 'https://www.semanticscholar.org/author/Haozhe-An/1576552123', 'https://www.semanticscholar.org/author/Dejing-Dou/1721158', 'https://www.semanticscholar.org/author/Xingjian-Li/48568352', 'https://www.semanticscholar.org/author/Chengzhong-Xu/38623820']","[{'Publications': '95', 'h-index': '21', 'Citations': '1,607', 'Highly Influential Citations': '85'}, {'Publications': '195', 'h-index': '24', 'Citations': '3,200', 'Highly Influential Citations': '249'}, {'Publications': '6', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '158', 'h-index': '25', 'Citations': '2,546', 'Highly Influential Citations': '178'}, {'Publications': '15', 'h-index': '6', 'Citations': '78', 'Highly Influential Citations': '0'}, {'Publications': '51', 'h-index': '8', 'Citations': '232', 'Highly Influential Citations': '14'}]"
2020,Guided variational autoencoder for disentanglement learning,"['https://www.semanticscholar.org/author/Zheng-Ding/143910044', 'https://www.semanticscholar.org/author/M.-Welling/144026434', 'https://www.semanticscholar.org/author/Zhuowen-Tu/103955652', 'https://www.semanticscholar.org/author/Yifan-Xu/40399533', 'https://www.semanticscholar.org/author/Yang-Yang/46285717', 'https://www.semanticscholar.org/author/Weijian-Xu/50232043']","[{'Publications': '29', 'h-index': '9', 'Citations': '242', 'Highly Influential Citations': '19'}, {'Publications': '60', 'h-index': '14', 'Citations': '790', 'Highly Influential Citations': '114'}, {'Publications': '11', 'h-index': '2', 'Citations': '205', 'Highly Influential Citations': '25'}, {'Publications': '139', 'h-index': '20', 'Citations': '1,301', 'Highly Influential Citations': '36'}, {'Publications': '190', 'h-index': '11', 'Citations': '2,925', 'Highly Influential Citations': '138'}, {'Publications': '12', 'h-index': '4', 'Citations': '33', 'Highly Influential Citations': '2'}]"
2020,Learning Sparsity and Quantization Jointly and Automatically for Neural Network Compression via Constrained Optimization,"['https://www.semanticscholar.org/author/Ji-Liu/102551205', 'https://www.semanticscholar.org/author/Shupeng-Gui/3631339', 'https://www.semanticscholar.org/author/Yuhao-Zhu/2124167', 'https://www.semanticscholar.org/author/Haichuan-Yang/3274411']","[{'Publications': '70', 'h-index': '7', 'Citations': '256', 'Highly Influential Citations': '29'}, {'Publications': '14', 'h-index': '3', 'Citations': '25', 'Highly Influential Citations': '0'}, {'Publications': '59', 'h-index': '15', 'Citations': '780', 'Highly Influential Citations': '59'}, {'Publications': '32', 'h-index': '8', 'Citations': '184', 'Highly Influential Citations': '5'}]"
2020,FairFace: A Novel Face Attribute Dataset for Bias Measurement and Mitigation,"['https://www.semanticscholar.org/author/Kimmo-K%C3%A4rkk%C3%A4inen/66908398', 'https://www.semanticscholar.org/author/Jungseock-Joo/1834047']","[{'Publications': '10', 'h-index': '3', 'Citations': '27', 'Highly Influential Citations': '4'}, {'Publications': '28', 'h-index': '10', 'Citations': '302', 'Highly Influential Citations': '20'}]"
2020,Pruning Depthwise Separable Convolutions for Extra Efficiency Gain of Lightweight Models,"['https://www.semanticscholar.org/author/Chu-Song-Chen/1720473', 'https://www.semanticscholar.org/author/Jia-Hong-Lee/1781429', 'https://www.semanticscholar.org/author/Yi-Ming-Chan/2679814', 'https://www.semanticscholar.org/author/Cheng-Hao-Tu/51294406']","[{'Publications': '219', 'h-index': '34', 'Citations': '4,885', 'Highly Influential Citations': '535'}, {'Publications': '20', 'h-index': '4', 'Citations': '300', 'Highly Influential Citations': '33'}, {'Publications': '28', 'h-index': '7', 'Citations': '223', 'Highly Influential Citations': '6'}, {'Publications': '7', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '0'}]"
2020,Benchmarking Adversarial Robustness,"['https://www.semanticscholar.org/author/Qi-An-Fu/122796274', 'https://www.semanticscholar.org/author/Yinpeng-Dong/3431029', 'https://www.semanticscholar.org/author/Xiao-Yang/46402311', 'https://www.semanticscholar.org/author/Jun-Zhu/145254056', 'https://www.semanticscholar.org/author/Tianyu-Pang/19201674', 'https://www.semanticscholar.org/author/Zihao-Xiao/9381483']","[{'Publications': '11', 'h-index': '1', 'Citations': '4', 'Highly Influential Citations': '0'}, {'Publications': '28', 'h-index': '15', 'Citations': '1,430', 'Highly Influential Citations': '212'}, {'Publications': '19', 'h-index': '3', 'Citations': '42', 'Highly Influential Citations': '6'}, {'Publications': '96', 'h-index': '17', 'Citations': '886', 'Highly Influential Citations': '16'}, {'Publications': '26', 'h-index': '10', 'Citations': '998', 'Highly Influential Citations': '186'}, {'Publications': '10', 'h-index': '3', 'Citations': '84', 'Highly Influential Citations': '7'}]"
2020,Unsupervised Learning from Video with Deep Neural Embeddings,"['https://www.semanticscholar.org/author/Alex-Andonian/50112310', 'https://www.semanticscholar.org/author/Daniel-L.-K.-Yamins/40657572', 'https://www.semanticscholar.org/author/Chengxu-Zhuang/2117357']","[{'Publications': '10', 'h-index': '5', 'Citations': '422', 'Highly Influential Citations': '83'}, {'Publications': '45', 'h-index': '9', 'Citations': '658', 'Highly Influential Citations': '37'}, {'Publications': '11', 'h-index': '4', 'Citations': '156', 'Highly Influential Citations': '11'}]"
2020,Towards Unifying Neural Architecture Space Exploration and Generalization,"['https://www.semanticscholar.org/author/Kartikeya-Bhardwaj/38632603', 'https://www.semanticscholar.org/author/Radu-Marculescu/1702532']","[{'Publications': '26', 'h-index': '5', 'Citations': '140', 'Highly Influential Citations': '8'}, {'Publications': '302', 'h-index': '50', 'Citations': '9,746', 'Highly Influential Citations': '621'}]"
2020,IEG: Robust neural net training with severe label noises,"['https://www.semanticscholar.org/author/Zizhao-Zhang/2476328', 'https://www.semanticscholar.org/author/Sercan-%C3%96.-Arik/2676352', 'https://www.semanticscholar.org/author/Honglak-Lee/1697141', 'https://www.semanticscholar.org/author/Tomas-Pfister/1945962', 'https://www.semanticscholar.org/author/Han-Zhang/120811666']","[{'Publications': '59', 'h-index': '15', 'Citations': '1,007', 'Highly Influential Citations': '108'}, {'Publications': '53', 'h-index': '17', 'Citations': '1,537', 'Highly Influential Citations': '122'}, {'Publications': '169', 'h-index': '62', 'Citations': '25,920', 'Highly Influential Citations': '2,904'}, {'Publications': '47', 'h-index': '16', 'Citations': '2,426', 'Highly Influential Citations': '292'}, {'Publications': '72', 'h-index': '8', 'Citations': '1,531', 'Highly Influential Citations': '174'}]"
2020,Stochastic Geodesic Optimization for Neural Networks,"['https://www.semanticscholar.org/author/Aijun-An/144081368', 'https://www.semanticscholar.org/author/Xiaogang-Wang/48631549', 'https://www.semanticscholar.org/author/Zana-Rashidi/71425610']","[{'Publications': '181', 'h-index': '28', 'Citations': '3,205', 'Highly Influential Citations': '215'}, {'Publications': '140', 'h-index': '24', 'Citations': '2,973', 'Highly Influential Citations': '407'}, {'Publications': '5', 'h-index': '1', 'Citations': '7', 'Highly Influential Citations': '0'}]"
2020,WEEGNET: an wavelet based Convnet for Brain-computer interfaces,"['https://www.semanticscholar.org/author/Abdellah-Adib/2486666', 'https://www.semanticscholar.org/author/Mouad-Riyad/147582370', 'https://www.semanticscholar.org/author/Mohammed-Khalil/144243070']","[{'Publications': '100', 'h-index': '14', 'Citations': '663', 'Highly Influential Citations': '35'}, {'Publications': '3', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '0'}, {'Publications': '38', 'h-index': '6', 'Citations': '113', 'Highly Influential Citations': '2'}]"
2020,Classification as Decoder: Trading Flexibility for Control in Multi Domain Dialogue,"['https://www.semanticscholar.org/author/Anitha-Kannan/143957267', 'https://www.semanticscholar.org/author/Xavier-Amatriain/69036053', 'https://www.semanticscholar.org/author/Namit-Katariya/2426278', 'https://www.semanticscholar.org/author/Manish-Chablani/51930519', 'https://www.semanticscholar.org/author/Sam-Shleifer/88728159']","[{'Publications': '14', 'h-index': '6', 'Citations': '439', 'Highly Influential Citations': '19'}, {'Publications': '10', 'h-index': '6', 'Citations': '326', 'Highly Influential Citations': '30'}, {'Publications': '5', 'h-index': '1', 'Citations': '14', 'Highly Influential Citations': '2'}, {'Publications': '7', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '0'}, {'Publications': '7', 'h-index': '2', 'Citations': '8', 'Highly Influential Citations': '0'}]"
2020,Anomaly Detection and Localization in Images using Guided Attention,"['https://www.semanticscholar.org/author/Rajat-Vikram-Singh/117937623', 'https://www.semanticscholar.org/author/Kuan-Chuan-Peng/2692770', 'https://www.semanticscholar.org/author/Shashanka-Venkataramanan/39863130']","[{'Publications': '8', 'h-index': '2', 'Citations': '25', 'Highly Influential Citations': '5'}, {'Publications': '21', 'h-index': '9', 'Citations': '383', 'Highly Influential Citations': '63'}, {'Publications': '14', 'h-index': '4', 'Citations': '94', 'Highly Influential Citations': '3'}]"
2020,In-training Matrix Factorization for Parameter-frugal Neural Machine Translation,"['https://www.semanticscholar.org/author/Teven-Le-Scao/1379806208', 'https://www.semanticscholar.org/author/Zachary-Kaden/51010350', 'https://www.semanticscholar.org/author/Raphael-Olivier/51236314']","[{'Publications': '3', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '5', 'h-index': '2', 'Citations': '43', 'Highly Influential Citations': '4'}, {'Publications': '9', 'h-index': '1', 'Citations': '22', 'Highly Influential Citations': '1'}]"
2020,Spatial Information is Overrated for Image Classification,"['https://www.semanticscholar.org/author/Yongqin-Xian/3370667', 'https://www.semanticscholar.org/author/Bernt-Schiele/48920094', 'https://www.semanticscholar.org/author/Yue-Fan/91960435', 'https://www.semanticscholar.org/author/Max-Maria-Losch/50048935']","[{'Publications': '9', 'h-index': '6', 'Citations': '1,233', 'Highly Influential Citations': '295'}, {'Publications': '505', 'h-index': '103', 'Citations': '44,100', 'Highly Influential Citations': '5,160'}, {'Publications': '25', 'h-index': '2', 'Citations': '9', 'Highly Influential Citations': '0'}, {'Publications': '12', 'h-index': '4', 'Citations': '38', 'Highly Influential Citations': '2'}]"
2020,GMM-UNIT: Unsupervised Multi-Domain and Multi-Modal Image-to-Image Translation via Attribute Gaussian Mixture Modelling,"['https://www.semanticscholar.org/author/Bruno-Lepri/49305855', 'https://www.semanticscholar.org/author/Yahui-Liu/40566312', 'https://www.semanticscholar.org/author/Xavier-Alameda-Pineda/1382657362', 'https://www.semanticscholar.org/author/Nicu-Sebe/1703601', 'https://www.semanticscholar.org/author/Marco-De-Nadai/7405787', 'https://www.semanticscholar.org/author/Jian-Yao/114689671']","[{'Publications': '14', 'h-index': '4', 'Citations': '217', 'Highly Influential Citations': '21'}, {'Publications': '78', 'h-index': '12', 'Citations': '552', 'Highly Influential Citations': '26'}, {'Publications': '85', 'h-index': '18', 'Citations': '1,022', 'Highly Influential Citations': '55'}, {'Publications': '548', 'h-index': '69', 'Citations': '17,136', 'Highly Influential Citations': '1,030'}, {'Publications': '21', 'h-index': '6', 'Citations': '216', 'Highly Influential Citations': '8'}, {'Publications': '69', 'h-index': '10', 'Citations': '1,195', 'Highly Influential Citations': '59'}]"
2020,Information lies in the eye of the beholder: The effect of representations on observed mutual information,"['https://www.semanticscholar.org/author/Lorenz-Hetzel/1469448040', 'https://www.semanticscholar.org/author/Andrea-Censi/47986594', 'https://www.semanticscholar.org/author/Emilio-Frazzoli/1777799', 'https://www.semanticscholar.org/author/Julian-G.-Zilly/2360589']","[{'Publications': '2', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '24', 'h-index': '5', 'Citations': '179', 'Highly Influential Citations': '13'}, {'Publications': '469', 'h-index': '63', 'Citations': '18,549', 'Highly Influential Citations': '1,340'}, {'Publications': '13', 'h-index': '4', 'Citations': '465', 'Highly Influential Citations': '59'}]"
2020,Quantitatively Disentangling and Understanding Part Information in CNNs,"['https://www.semanticscholar.org/author/Haotian-Ma/79492173', 'https://www.semanticscholar.org/author/Quanshi-Zhang/22063226', 'https://www.semanticscholar.org/author/Ying-Nian-Wu/39092098', 'https://www.semanticscholar.org/author/Yefeng-Yang/91893892']","[{'Publications': '6', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '77', 'h-index': '17', 'Citations': '1,229', 'Highly Influential Citations': '45'}, {'Publications': '277', 'h-index': '39', 'Citations': '6,490', 'Highly Influential Citations': '601'}, {'Publications': '112', 'h-index': '10', 'Citations': '368', 'Highly Influential Citations': '6'}]"
2020,Graph-based motion planning networks,"['https://www.semanticscholar.org/author/Ngo-Anh-Vien/2452570', 'https://www.semanticscholar.org/author/Tai-Hoang/50852271']","[{'Publications': '55', 'h-index': '12', 'Citations': '475', 'Highly Influential Citations': '31'}, {'Publications': '6', 'h-index': '1', 'Citations': '77', 'Highly Influential Citations': '4'}]"
2020,Bridging ELBO objective and MMD,['https://www.semanticscholar.org/author/Talip-Ucar/9378939'],"[{'Publications': '6', 'h-index': '1', 'Citations': '12', 'Highly Influential Citations': '1'}]"
2020,Deep 3D-Zoom Net: Unsupervised Learning of Photo-Realistic 3D-Zoom,"['https://www.semanticscholar.org/author/Munchurl-Kim/123446757', 'https://www.semanticscholar.org/author/Juan-Luis-Gonzalez-Bello/88677858']","[{'Publications': '10', 'h-index': '3', 'Citations': '14', 'Highly Influential Citations': '1'}, {'Publications': '8', 'h-index': '2', 'Citations': '10', 'Highly Influential Citations': '0'}]"
2020,Hierarchical Complement Objective Training,"['https://www.semanticscholar.org/author/Li-Huang-Tsai/1410724079', 'https://www.semanticscholar.org/author/Shih-Chieh-Chang/144893148', 'https://www.semanticscholar.org/author/Yuting-Chen/101612282', 'https://www.semanticscholar.org/author/Wei-Wei/145673161', 'https://www.semanticscholar.org/author/Jiayu-Pan/7588888', 'https://www.semanticscholar.org/author/Da-Cheng-Juan/50270386', 'https://www.semanticscholar.org/author/Hao-Yun-Chen/47666268']","[{'Publications': '4', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '9', 'h-index': '3', 'Citations': '17', 'Highly Influential Citations': '1'}, {'Publications': '31', 'h-index': '2', 'Citations': '52', 'Highly Influential Citations': '4'}, {'Publications': '201', 'h-index': '9', 'Citations': '529', 'Highly Influential Citations': '36'}, {'Publications': '16', 'h-index': '3', 'Citations': '73', 'Highly Influential Citations': '1'}, {'Publications': '11', 'h-index': '3', 'Citations': '33', 'Highly Influential Citations': '7'}, {'Publications': '6', 'h-index': '3', 'Citations': '16', 'Highly Influential Citations': '3'}]"
2020,Anomalous Pattern Detection in Activations and Reconstruction Error of Autoencoders,"['https://www.semanticscholar.org/author/Celia-Cintas/1414041728', 'https://www.semanticscholar.org/author/Skyler-Speakman/40205485', 'https://www.semanticscholar.org/author/Edward-McFowland/1993988', 'https://www.semanticscholar.org/author/Srihari-Sridharan/47844807', 'https://www.semanticscholar.org/author/William-Ogallo/1423725451', 'https://www.semanticscholar.org/author/Victor-Akinwande/32662204']","[{'Publications': '12', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '23', 'h-index': '6', 'Citations': '229', 'Highly Influential Citations': '18'}, {'Publications': '18', 'h-index': '5', 'Citations': '147', 'Highly Influential Citations': '9'}, {'Publications': '22', 'h-index': '5', 'Citations': '87', 'Highly Influential Citations': '3'}, {'Publications': '6', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '17', 'h-index': '3', 'Citations': '20', 'Highly Influential Citations': '5'}]"
2020,Dynamically Balanced Value Estimates for Actor-Critic Methods,"['https://www.semanticscholar.org/author/Wolfram-Burgard/1725973', 'https://www.semanticscholar.org/author/Joschka-Boedecker/145581493', 'https://www.semanticscholar.org/author/Nicolai-Dorka/40796223']","[{'Publications': '783', 'h-index': '100', 'Citations': '53,280', 'Highly Influential Citations': '3,906'}, {'Publications': '51', 'h-index': '17', 'Citations': '1,224', 'Highly Influential Citations': '87'}, {'Publications': '4', 'h-index': '2', 'Citations': '13', 'Highly Influential Citations': '0'}]"
2020,MultiGrain: a unified image embedding for classes and instances,"['https://www.semanticscholar.org/author/Iasonas-Kokkinos/2010660', 'https://www.semanticscholar.org/author/Herv%C3%A9-J%C3%A9gou/1681054', 'https://www.semanticscholar.org/author/Andrea-Vedaldi/1687524', 'https://www.semanticscholar.org/author/Matthijs-Douze/3271933', 'https://www.semanticscholar.org/author/Maxim-Berman/9907891']","[{'Publications': '130', 'h-index': '37', 'Citations': '12,313', 'Highly Influential Citations': '1,694'}, {'Publications': '164', 'h-index': '42', 'Citations': '15,159', 'Highly Influential Citations': '2,396'}, {'Publications': '202', 'h-index': '63', 'Citations': '36,289', 'Highly Influential Citations': '4,784'}, {'Publications': '100', 'h-index': '33', 'Citations': '11,428', 'Highly Influential Citations': '1,800'}, {'Publications': '19', 'h-index': '5', 'Citations': '154', 'Highly Influential Citations': '15'}]"
2020,A Simple Geometric Proof for the Benefit of Depth in ReLU Networks,"['https://www.semanticscholar.org/author/Asaf-Amrami/51230905', 'https://www.semanticscholar.org/author/Yoav-Goldberg/79775260']","[{'Publications': '3', 'h-index': '2', 'Citations': '12', 'Highly Influential Citations': '1'}, {'Publications': '40', 'h-index': '10', 'Citations': '1,504', 'Highly Influential Citations': '189'}]"
2020,How does Lipschitz Regularization Influence GAN Training?,"['https://www.semanticscholar.org/author/Peter-Wonka/1798011', 'https://www.semanticscholar.org/author/Niloy-Jyoti-Mitra/1710455', 'https://www.semanticscholar.org/author/Yipeng-Qin/2408885']","[{'Publications': '220', 'h-index': '44', 'Citations': '8,064', 'Highly Influential Citations': '622'}, {'Publications': '249', 'h-index': '56', 'Citations': '12,190', 'Highly Influential Citations': '921'}, {'Publications': '14', 'h-index': '4', 'Citations': '81', 'Highly Influential Citations': '14'}]"
2020,SIMULTANEOUS ATTRIBUTED NETWORK EMBEDDING AND CLUSTERING,"['https://www.semanticscholar.org/author/Lazhar-Labiod/1931111', 'https://www.semanticscholar.org/author/Mohamed-Nadif/1498531735']","[{'Publications': '41', 'h-index': '6', 'Citations': '124', 'Highly Influential Citations': '6'}, {'Publications': '6', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}]"
2020,Tree-structured Attention Module for Image Classification,"['https://www.semanticscholar.org/author/Gyungin-Shin/104387308', 'https://www.semanticscholar.org/author/Sungho-Bae/3250189', 'https://www.semanticscholar.org/author/and-Yong-Jae-Moon/1579044973']","[{'Publications': '6', 'h-index': '2', 'Citations': '14', 'Highly Influential Citations': '0'}, {'Publications': '16', 'h-index': '3', 'Citations': '191', 'Highly Influential Citations': '11'}, {'Publications': '1', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}]"
2020,Task Level Data Augmentation for Meta-Learning,"['https://www.semanticscholar.org/author/Fei-Chao/2864709', 'https://www.semanticscholar.org/author/Jialin-Liu/48211000', 'https://www.semanticscholar.org/author/Chih-Min-Lin/151506492']","[{'Publications': '125', 'h-index': '16', 'Citations': '807', 'Highly Influential Citations': '9'}, {'Publications': '24', 'h-index': '6', 'Citations': '112', 'Highly Influential Citations': '14'}, {'Publications': '35', 'h-index': '3', 'Citations': '80', 'Highly Influential Citations': '3'}]"
