Neural Variational Sparse Topic Model,21 January 2018,['https://www.semanticscholar.org/paper/Neural-Variational-Sparse-Topic-Model-Xie/67a397d0dd3d2162c16e98a03b4794824fd643b4'],['https://www.semanticscholar.org/author/Qianqian-Xie/3406298']
DEEPCAST : UNIVERSAL TIME-SERIES FORECASTER,15 February 2018,['https://www.semanticscholar.org/paper/DEEPCAST%3A-UNIVERSAL-TIME-SERIES-FORECASTER-Laptev-Yu/08d6e43981e93aaf3dd7cc1fbd67279fb21637e5'],"['https://www.semanticscholar.org/author/Jiafan-Yu/143954008', 'https://www.semanticscholar.org/author/Nikolay-Laptev/145522110', 'https://www.semanticscholar.org/author/Ram-Rajagopal/47779909']"
MINE: Mutual Information Neural Estimation,12 January 2018,['https://www.semanticscholar.org/paper/MINE%3A-Mutual-Information-Neural-Estimation-Belghazi-Rajeswar/372bf2716c53e353be6c3f027493f1a40edb6640'],"['https://www.semanticscholar.org/author/Aristide-Baratin/14398916', 'https://www.semanticscholar.org/author/Sai-Rajeswar/1818842', 'https://www.semanticscholar.org/author/R.-Devon-Hjelm/40482726', 'https://www.semanticscholar.org/author/Aaron-C.-Courville/1760871', 'https://www.semanticscholar.org/author/Ishmael-Belghazi/3422357']"
Curiosity-driven Exploration by Bootstrapping Features,15 February 2018,['https://www.semanticscholar.org/paper/Curiosity-driven-Exploration-by-Bootstrapping-Edwards-Burda/6e6f3efeaeee3722be6fdb2b0666c09e62f7ba3c'],"['https://www.semanticscholar.org/author/Yuri-Burda/3080409', 'https://www.semanticscholar.org/author/Amos-J.-Storkey/1728216', 'https://www.semanticscholar.org/author/Harri-Edwards/72194441']"
Embedding Deep Networks into Visual Explanations,15 September 2017,['https://www.semanticscholar.org/paper/Embedding-Deep-Networks-into-Visual-Explanations-Qi-Li/a5294edaceb5905f04e28954c49563963e84c786'],"['https://www.semanticscholar.org/author/Fuxin-Li/3141988', 'https://www.semanticscholar.org/author/Zhongang-Qi/2539841']"
Learning a set of interrelated tasks by using a succession of motor policies for a socially guided intrinsically motivated learner,15 February 2018,['https://www.semanticscholar.org/paper/Learning-a-Set-of-Interrelated-Tasks-by-Using-a-of-Duminy-Nguyen/1b949da995c210236afc55a6d8de99d660d509c7'],"['https://www.semanticscholar.org/author/Dominique-Duhaut/2575895', 'https://www.semanticscholar.org/author/Sao-Mai-Nguyen/2709770', 'https://www.semanticscholar.org/author/Nicolas-Duminy/9018899']"
Semi-supervised Regression with Generative Adversarial Networks for End to End Learning in Autonomous Driving,15 February 2018,['https://www.semanticscholar.org/paper/Semi-supervised-Regression-with-Generative-Networks-Rezagholizadeh-Haidar/f750776a1264df51964ebae4e360ea4e422a256d'],"['https://www.semanticscholar.org/author/Akmal-Haidar/123890857', 'https://www.semanticscholar.org/author/Mehdi-Rezagholizadeh/1924511']"
DuoRC: Towards Complex Language Understanding with Paraphrased Reading Comprehension,20 February 2018,['https://www.semanticscholar.org/paper/DuoRC%3A-Towards-Complex-Language-Understanding-with-Saha-Aralikatte/a7bbb084f5de4f318c811776afeba2b05439c234'],"['https://www.semanticscholar.org/author/Karthik-Sankaranarayanan/145590185', 'https://www.semanticscholar.org/author/Rahul-Aralikatte/19509693', 'https://www.semanticscholar.org/author/Amrita-Saha/2909575', 'https://www.semanticscholar.org/author/Mitesh-M.-Khapra/2361078']"
Discrete Wasserstein Generative Adversarial Networks (DWGAN),13 February 2018,['https://www.semanticscholar.org/paper/Discrete-Wasserstein-Generative-Adversarial-(DWGAN)-Fathony-Goela/acf40208b0c8c9e9bac70cd954b1a3e7ba5d2122'],"['https://www.semanticscholar.org/author/Naveen-Goela/1991721', 'https://www.semanticscholar.org/author/Rizal-Fathony/7320311']"
Deep contextualized word representations,3 February 2018,['https://www.semanticscholar.org/paper/Deep-contextualized-word-representations-Peters-Neumann/3febb2bed8865945e7fddc99efd791887bb7e14f'],"['https://www.semanticscholar.org/author/Kenton-Lee/2544107', 'https://www.semanticscholar.org/author/Mark-Neumann/50043859', 'https://www.semanticscholar.org/author/Matthew-E.-Peters/39139825', 'https://www.semanticscholar.org/author/Mohit-Iyyer/2136562', 'https://www.semanticscholar.org/author/Christopher-Clark/143997772', 'https://www.semanticscholar.org/author/Matt-Gardner/40642935', 'https://www.semanticscholar.org/author/Luke-Zettlemoyer/1982950']"
Language Style Transfer from Non-Parallel Text with Arbitrary Styles,30 January 2018,['https://www.semanticscholar.org/paper/Language-Style-Transfer-from-Non-Parallel-Text-with-Zhao-Bi/2d7e8b18e2b698adb8107cba726db013d57821eb'],"['https://www.semanticscholar.org/author/Deng-Cai/1724421', 'https://www.semanticscholar.org/author/Xiaojiang-Liu/3028405', 'https://www.semanticscholar.org/author/Shuming-Shi/34720053', 'https://www.semanticscholar.org/author/Victoria-Bi/51178911', 'https://www.semanticscholar.org/author/Yanpeng-Zhao/49339267', 'https://www.semanticscholar.org/author/Kewei-Tu/40341553']"
Learning Audio Features for Singer Identification and Embedding,30 January 2018,['https://www.semanticscholar.org/paper/Learning-Audio-Features-for-Singer-Identification-Wang-Tzanetakis/36d031424ebe4c9420220ea3a6acb50421a99a09'],"['https://www.semanticscholar.org/author/Cheng-i-Wang/2705231', 'https://www.semanticscholar.org/author/George-Tzanetakis/1693065']"
Multitask learning of Multilingual Sentence Representations,29 January 2018,"['https://www.semanticscholar.org/paper/Multitask-learning-of-Multilingual-Sentence-Singla-Can/ad1bd3a25275e7ee28ef7bf6518deffb41ee7cae', 'https://www.semanticscholar.org/paper/A-Multi-task-Approach-to-Learning-Multilingual-Singla-Can/0b43f66d99f43017db3e2975d38f1d86d1bde1ca']","['https://www.semanticscholar.org/author/Dogan-Can/2913858', 'https://www.semanticscholar.org/author/Shrikanth-S.-Narayanan/145254843', 'https://www.semanticscholar.org/author/Do%C4%9Fan-Can/46690501', 'https://www.semanticscholar.org/author/Karan-Singla/3471353']"
Melody Generation for Pop Music via Word Representation of Musical Properties,31 October 2017,['https://www.semanticscholar.org/paper/Melody-Generation-for-Pop-Music-via-Word-of-Musical-Shin-Crestel/3d5c189f522f68de8a5f5e2e1f498de392a5e0b1'],"['https://www.semanticscholar.org/author/Hiroharu-Kato/47192865', 'https://www.semanticscholar.org/author/Tatsuya-Harada/1790553', 'https://www.semanticscholar.org/author/Masataka-Yamaguchi/3369734', 'https://www.semanticscholar.org/author/Katsunori-Ohnishi/8197937', 'https://www.semanticscholar.org/author/Masahiro-Nakawaki/27656384', 'https://www.semanticscholar.org/author/Andrew-Shin/145568592', 'https://www.semanticscholar.org/author/Kuniaki-Saito/2652444', 'https://www.semanticscholar.org/author/L%C3%A9opold-Crestel/3468368', 'https://www.semanticscholar.org/author/Yoshitaka-Ushiku/3250559']"
Spatial Variational Auto-Encoding via Matrix-Variate Normal Distributions,18 May 2017,['https://www.semanticscholar.org/paper/Spatial-Variational-Auto-Encoding-via-Normal-Wang-Yuan/f67afec4226aba674e786698b39b85b124945ddd'],"['https://www.semanticscholar.org/author/Shuiwang-Ji/1743600', 'https://www.semanticscholar.org/author/Hao-Yuan/145784241', 'https://www.semanticscholar.org/author/Zhengyang-Wang/8492168']"
Dense Transformer Networks,24 May 2017,"['https://www.semanticscholar.org/paper/Dense-Transformer-Networks-for-Brain-Electron-Image-Li-Chen/a55ed39239b34653edc8d3a9b17554967e38a503', 'https://www.semanticscholar.org/paper/Dense-Transformer-Networks-Li-Chen/e430d6df0f31c1e2882f2a60795abae9d3f954ab', 'https://www.semanticscholar.org/paper/Dense-Transformer-Networks-Li/cb406838c479bb94f7659a63110ec43e104f193a']","['https://www.semanticscholar.org/author/Lei-Cai/50258385', 'https://www.semanticscholar.org/author/Yongjun-Chen/49070069', 'https://www.semanticscholar.org/author/Shuiwang-Ji/1743600', 'https://www.semanticscholar.org/author/Ian-Davidson/143763341', 'https://www.semanticscholar.org/author/Jun-Li/37397865', 'https://www.semanticscholar.org/author/Jun-Yu-Li/46276037', 'https://www.semanticscholar.org/author/Lei-Cai/31694365', 'https://www.semanticscholar.org/author/Jun-Li/49298752', 'https://www.semanticscholar.org/author/Yongjun-Chen/29515359']"
Self-Organization adds application robustness to deep learners,25 December 2017,['https://www.semanticscholar.org/paper/Self-Organization-adds-application-robustness-to-Hartono-Trappenberg/4d3f2735ccfcb27069033dadcfcc15ee5f0d813f'],"['https://www.semanticscholar.org/author/Thomas-P.-Trappenberg/1741671', 'https://www.semanticscholar.org/author/Pitoyo-Hartono/144806973']"
Information Theoretic Co-Training,5 January 2018,['https://www.semanticscholar.org/paper/Information-Theoretic-Co-Training-McAllester/bc2660e9fb1ffc6a816851a664ea807652533fef'],['https://www.semanticscholar.org/author/David-McAllester/93591671']
The Multilinear Structure of ReLU Networks,3 November 2017,['https://www.semanticscholar.org/paper/The-Multilinear-Structure-of-ReLU-Networks-Laurent-Brecht/8ac7b00f5add45b460f6a801faca4a84221b1014'],"['https://www.semanticscholar.org/author/James-von-Brecht/2252504', 'https://www.semanticscholar.org/author/Thomas-Laurent/81634721']"
Towards Quantum Inspired Convolution Networks,2 December 2017,['https://www.semanticscholar.org/paper/Towards-Quantum-Inspired-Convolution-Networks-Geiger-Kedem/73eadd49d7cb73424140f3f95788290a064a6463'],"['https://www.semanticscholar.org/author/Davi-Geiger/14489533', 'https://www.semanticscholar.org/author/Zvi-M.-Kedem/1682592']"
Deep Epitome for Unravelling Generalized Hamming Network: A Fuzzy Logic Interpretation of Deep Learning,15 November 2017,['https://www.semanticscholar.org/paper/Deep-Epitome-for-Unravelling-Generalized-Hamming-A-Fan/0a4bcef481e76ac2b48533ccd099fa8dd52b2fcf'],['https://www.semanticscholar.org/author/Lixin-Fan/2034793']
Interactive Boosting of Neural Networks for Small-sample Image Classification,2 January 2018,['https://www.semanticscholar.org/paper/Interactive-Boosting-of-Neural-Networks-for-Image-Li-Chang/087c369513bebcde063c17ff0edc88eb1262d291'],"['https://www.semanticscholar.org/author/Jun-Guo/143983162', 'https://www.semanticscholar.org/author/Dongliang-Chang/67146777', 'https://www.semanticscholar.org/author/Jie-Cao/144473268', 'https://www.semanticscholar.org/author/Zhanyu-Ma/1755773', 'https://www.semanticscholar.org/author/Xiaoxu-Li/1876419', 'https://www.semanticscholar.org/author/Zheng-Hua-Tan/1709835']"
Tensor-Based Preposition Representation,12 December 2017,['https://www.semanticscholar.org/paper/Tensor-Based-Preposition-Representation-Gong-Bhat/f70b5cc799e4d1bf4bfdfc29087eda84828f2a51'],"['https://www.semanticscholar.org/author/Suma-Bhat/145355558', 'https://www.semanticscholar.org/author/Pramod-Viswanath/144768649', 'https://www.semanticscholar.org/author/Hongyu-Gong/2008458']"
Tactical Decision Making for Lane Changing with Deep Reinforcement Learning,13 December 2017,['https://www.semanticscholar.org/paper/Tactical-Decision-Making-for-Lane-Changing-with-Mukadam-Cosgun/a15b2393c3ce3473b859f9fd1892daec67588b66'],"['https://www.semanticscholar.org/author/Alireza-Nakhaei/2148583', 'https://www.semanticscholar.org/author/Mustafa-Mukadam/2874057', 'https://www.semanticscholar.org/author/Akansel-Cosgun/3216610', 'https://www.semanticscholar.org/author/Kikuo-Fujimura/35047644']"
 A Matrix Approximation View of NCE that Justifies Self-Normalization,14 December 2017,['https://www.semanticscholar.org/paper/A-Matrix-Approximation-View-of-NCE-that-Justifies-Goldberger-Melamud/4e0fab2acb195d9af4824febe0ab2989812cfcf2'],"['https://www.semanticscholar.org/author/Jacob-Goldberger/34508613', 'https://www.semanticscholar.org/author/Oren-Melamud/2298649']"
Detecting Anomalies in Communication Packet Streams based on  Generative Adversarial Networks,24 June 2019,['https://www.semanticscholar.org/paper/Detecting-Anomalies-in-Communication-Packet-Streams-Zhang-Niu/03e532b37ce12c7eb9afc50d43b68dc63bb557f6'],"['https://www.semanticscholar.org/author/Xingbao-Qiu/50829863', 'https://www.semanticscholar.org/author/Di-Zhang/145549377', 'https://www.semanticscholar.org/author/Qiang-Niu/144700069']"
Distributional Inclusion Vector Embedding for Unsupervised Hypernymy Detection,2 October 2017,['https://www.semanticscholar.org/paper/Distributional-Inclusion-Vector-Embedding-for-Chang-Wang/005a5ac1c06c1d6c4f7cb162a84d786c376133c1'],"['https://www.semanticscholar.org/author/ZiYun-Wang/39747646', 'https://www.semanticscholar.org/author/Haw-Shiuan-Chang/144827671', 'https://www.semanticscholar.org/author/Luke-Vilnis/2546951', 'https://www.semanticscholar.org/author/Andrew-McCallum/143753639']"
Embedding Multimodal Relational Data,13 December 2017,['https://www.semanticscholar.org/paper/Embedding-Multimodal-Relational-Data-Pezeshkpour-Chen/094ff8202b541b9067af0d5dbdfc1930c1bce281'],"['https://www.semanticscholar.org/author/Liyan-Chen/46307991', 'https://www.semanticscholar.org/author/Pouya-Pezeshkpour/1713436', 'https://www.semanticscholar.org/author/Sameer-Singh/34650964']"
Automatic Measurement on Etched Structure in Semiconductor Using Deep Learning Approach,,['https://www.semanticscholar.org/paper/Simulation-of-semiconductor-processes-and-devices%2C-Meyer-Biesemans/81943e73aed3b0244aeff2ddbc4d138c91be97a5'],"['https://www.semanticscholar.org/author/Kristin-De-Meyer/2155111', 'https://www.semanticscholar.org/author/Serge-Biesemans/1715439', 'https://www.semanticscholar.org/author/Processes/65836745']"
pix2code: Generating Code from a Graphical User Interface Screenshot,22 May 2017,['https://www.semanticscholar.org/paper/pix2code%3A-Generating-Code-from-a-Graphical-User-Beltramelli/9858b40d23d329151f202b76aac7ca515dee5913'],['https://www.semanticscholar.org/author/Tony-Beltramelli/2796188']
Word Mover's Embedding: From Word2Vec to Document Embedding,31 October 2017,"[""https://www.semanticscholar.org/paper/Word-Mover's-Embedding%3A-From-Word2Vec-to-Document-Wu-Yen/ef56afa4cefb90e263b1434dd3ca650904f54c6e""]","['https://www.semanticscholar.org/author/Lingfei-Wu/3008832', 'https://www.semanticscholar.org/author/Michael-J.-Witbrock/2819135', 'https://www.semanticscholar.org/author/Kun-Xu/151485141', 'https://www.semanticscholar.org/author/Pradeep-Ravikumar/145969795', 'https://www.semanticscholar.org/author/Fangli-Xu/2392383', 'https://www.semanticscholar.org/author/Pin-Yu-Chen/153191489', 'https://www.semanticscholar.org/author/Avinash-Balakrishnan/49858381', 'https://www.semanticscholar.org/author/Ian-En-Hsu-Yen/2527556']"
Confidence Scoring Using Whitebox Meta-models with Linear Classifier Probes,2 November 2017,['https://www.semanticscholar.org/paper/Confidence-Scoring-Using-Whitebox-Meta-models-with-Chen-Navratil/cd0d9b33724eed8aabf13d7fcbc61d9b500afac9'],"['https://www.semanticscholar.org/author/Vijay-Iyengar/20544883', 'https://www.semanticscholar.org/author/Tongfei-Chen/40364920', 'https://www.semanticscholar.org/author/Karthikeyan-Shanmugam/145455859', 'https://www.semanticscholar.org/author/Ji%C5%99%C3%AD-Navratil/39939986']"
Improved Learning in Convolutional Neural Networks with Shifted Exponential Linear Units (ShELUs),1 August 2018,"['https://www.semanticscholar.org/paper/Improved-Learning-in-Convolutional-Neural-Networks-Grelsson-Felsberg/9a629b5a530cadfd3e5209603b3150866557b564', 'https://www.semanticscholar.org/paper/Improved-Learning-in-Convolutional-Neural-Grelsson-Felsberg/75949df7c5a54bb2ef7053285c7eb747b4d33a6d']","['https://www.semanticscholar.org/author/Bertil-Grelsson/2945030', 'https://www.semanticscholar.org/author/Michael-Felsberg/2228323']"
Robust Task Clustering for Deep and Diverse Multi-Task and Few-Shot Learning,14 December 2017,['https://www.semanticscholar.org/paper/Robust-Task-Clustering-for-Deep-and-Diverse-and-Yu-Guo/65c3e38d5c461ac8e1efb4b335469b0e862ad94d'],"['https://www.semanticscholar.org/author/Xiaoxiao-Guo/1955964', 'https://www.semanticscholar.org/author/Mo-Yu/2482533', 'https://www.semanticscholar.org/author/Jinfeng-Yi/2882166']"
Pseudo sequence based deep neural network compression,1 July 2019,['https://www.semanticscholar.org/paper/Weight-Normalization-based-Quantization-for-Deep-Cai-Li/b146eb380d820a001634d3e476377b5817589aee'],"['https://www.semanticscholar.org/author/Wen-Pu-Cai/150336404', 'https://www.semanticscholar.org/author/Wu-Jun-Li/7878359']"
Per-Weight Class-Based Learning Rates via Analytical Continuation,2 December 2017,['https://www.semanticscholar.org/paper/Per-Weight-Class-Based-Learning-Rates-via-Rotman-Wolf/a8451b0b1e0be0a0b17d3f8ee97ffeecf7c37356'],"['https://www.semanticscholar.org/author/Michael-Rotman/32576006', 'https://www.semanticscholar.org/author/Lior-Wolf/145128145']"
VSE++: Improving Visual-Semantic Embeddings with Hard Negatives,18 July 2017,['https://www.semanticscholar.org/paper/VSE%2B%2B%3A-Improving-Visual-Semantic-Embeddings-with-Faghri-Fleet/f7ab6c52be9351ac3f6cf8fe6ad5efba1c1595e8'],"['https://www.semanticscholar.org/author/David-J.-Fleet/1793739', 'https://www.semanticscholar.org/author/Jamie-Ryan-Kiros/51131802', 'https://www.semanticscholar.org/author/Fartash-Faghri/2978170', 'https://www.semanticscholar.org/author/Sanja-Fidler/37895334']"
Dynamically Learning the Learning Rates:  Online Hyperparameter Optimization,3 January 2018,['https://www.semanticscholar.org/paper/Dynamically-Learning-the-Learning-Rates%3A-Online-Sarkar-Anandkumar/9fbc07d9588a302778cbcaac08dc6382eb6b5062'],"['https://www.semanticscholar.org/author/Anima-Anandkumar/2047844', 'https://www.semanticscholar.org/author/Tuhin-Subhra-Sarkar/3196815', 'https://www.semanticscholar.org/author/Leo-Dirac/67174746']"
MULTI-MODAL GEOLOCATION ESTIMATION USING DEEP NEURAL NETWORKS,26 December 2017,['https://www.semanticscholar.org/paper/Multi-modal-Geolocation-Estimation-Using-Deep-Johns-Rounds/1fd2655fd69a44bd9ca0d855521247d5620d3f82'],"['https://www.semanticscholar.org/author/Jesse-M.-Johns/14621350', 'https://www.semanticscholar.org/author/Jeremiah-Rounds/4155554', 'https://www.semanticscholar.org/author/Michael-J.-Henry/11947551']"
Accelerating Convolutional Neural Networks using Iterative Two-Pass Decomposition,5 January 2018,['https://www.semanticscholar.org/paper/Accelerating-Convolutional-Neural-Networks-using-Lin-Wu/99175ee6f86d4d0021d1453e2a2d8be77ee35e0c'],"['https://www.semanticscholar.org/author/Chih-Tsun-Huang/1962730', 'https://www.semanticscholar.org/author/Wei-Shiang-Lin/46639807']"
Adaptive Weight Sparsity for Training Deep Neural Networks,20 January 2018,['https://www.semanticscholar.org/paper/Adaptive-Weight-Sparsity-for-Training-Deep-Neural-James-Lindsey/accb6788cd2d83451b8ed597b18eae68e05ee03c'],"['https://www.semanticscholar.org/author/Jack-Lindsey/19131047', 'https://www.semanticscholar.org/author/Ilya-Sharapov/143627441', 'https://www.semanticscholar.org/author/Michael-James/143660108']"
Deep Net Triage: Assessing The Criticality of Network Layers by Structural Compression,6 January 2018,['https://www.semanticscholar.org/paper/Deep-Net-Triage%3A-Assessing-the-Criticality-of-by-Nowak-Corso/e9f5bb1f7ca4bb7d6fee35b1d1acd26a597b9945'],"['https://www.semanticscholar.org/author/Jason-J.-Corso/3587688', 'https://www.semanticscholar.org/author/Theodore-S.-Nowak/31127992']"
Deep Active Learning over the Long Tail,2 November 2017,['https://www.semanticscholar.org/paper/Deep-Active-Learning-over-the-Long-Tail-Geifman-El-Yaniv/41ed3608eae64fd181ca8b5e6d0eb63b210b588b'],"['https://www.semanticscholar.org/author/Ran-El-Yaniv/1387872181', 'https://www.semanticscholar.org/author/Yonatan-Geifman/16082116']"
THE LOCAL DIMENSION OF DEEP MANIFOLD,5 November 2017,['https://www.semanticscholar.org/paper/The-Local-Dimension-of-Deep-Manifold-Zhang-Wu/e1a54256d23c15385409f4fd6152d273bd562abb'],"['https://www.semanticscholar.org/author/Yanren-Zhang/25472733', 'https://www.semanticscholar.org/author/Mengxiao-Zhang/4727261', 'https://www.semanticscholar.org/author/Wangquan-Wu/153038259', 'https://www.semanticscholar.org/author/Kun-He/1702188', 'https://www.semanticscholar.org/author/Huan-Long/39007850', 'https://www.semanticscholar.org/author/Tao-Yu/40418746', 'https://www.semanticscholar.org/author/John-E.-Hopcroft/1706504']"
Learning to Imagine Manipulation Goals for Robot Task Planning,8 November 2017,['https://www.semanticscholar.org/paper/Learning-to-Imagine-Manipulation-Goals-for-Robot-Paxton-Katyal/778f8258bad0620b996666d883ce261216558ddd'],"['https://www.semanticscholar.org/author/Christian-Rupprecht/2714036', 'https://www.semanticscholar.org/author/Chris-Paxton/1977464', 'https://www.semanticscholar.org/author/Raman-Arora/144365054', 'https://www.semanticscholar.org/author/Gregory-D.-Hager/1678633', 'https://www.semanticscholar.org/author/Kapil-D.-Katyal/2788711']"
Human-like Clustering with Deep Convolutional Neural Networks,4 December 2017,['https://www.semanticscholar.org/paper/Human-like-Clustering-with-Deep-Convolutional-Borji-Dundar/ddb561cbdc1e8d76e88679c115f277effde4db8d'],"['https://www.semanticscholar.org/author/Ali-Borji/3177797', 'https://www.semanticscholar.org/author/Aysegul-Dundar/2130620']"
Attribute-aware Collaborative Filtering: Survey and Classification,11 December 2017,"['https://www.semanticscholar.org/paper/Attribute-aware-Collaborative-Filtering%3A-Survey-and-Chen-Hsu/296831a95aa306e3d3409d482439d7827c19cc46', 'https://www.semanticscholar.org/paper/Attribute-Aware-Recommender-System-Based-on-Survey-Chen-Hsu/a8b34545935013dac51e9f1012c5df07257e9dcd']","['https://www.semanticscholar.org/author/Vincent-Liu/144237796', 'https://www.semanticscholar.org/author/Shou-de-Lin/2818798', 'https://www.semanticscholar.org/author/Wen-Hao-Chen/3716488', 'https://www.semanticscholar.org/author/Wenhao-Chen/47482645', 'https://www.semanticscholar.org/author/Mi-Yen-Yeh/39907129', 'https://www.semanticscholar.org/author/Chin-Chi-Hsu/2081791', 'https://www.semanticscholar.org/author/Yi-An-Lai/2117866']"
Continuous Propagation: Layer-Parallel Training,19 January 2018,['https://www.semanticscholar.org/paper/Continuous-Propagation%3A-Layer-Parallel-Training-James-Arpit/2d4ab29826f9cc2dcc6608ddab6a7e2e05391adc'],"['https://www.semanticscholar.org/author/Ilya-Sharapov/143627441', 'https://www.semanticscholar.org/author/Herman-Sahota/47366436', 'https://www.semanticscholar.org/author/Devansh-Arpit/2309967', 'https://www.semanticscholar.org/author/Michael-James/143660108']"
Learning Topics using Semantic Locality,24 January 2018,['https://www.semanticscholar.org/paper/Learning-Topics-Using-Semantic-Locality-Zhao-Pugdeethosapol/fd9d16f44f7677e7fbaaaec6826fabea63b7ae55'],"['https://www.semanticscholar.org/author/Caiwen-Ding/2881873', 'https://www.semanticscholar.org/author/Sheng-Lin/144225675', 'https://www.semanticscholar.org/author/Yanzhi-Wang/46395036', 'https://www.semanticscholar.org/author/Zhe-Li/38315753', 'https://www.semanticscholar.org/author/Qinru-Qiu/1862322', 'https://www.semanticscholar.org/author/Krittaphat-Pugdeethosapol/9091383', 'https://www.semanticscholar.org/author/Ziyi-Zhao/47122744']"
