Learning Adversarial Grammars for Future Prediction,25 September 2019,['https://www.semanticscholar.org/paper/Learning-Adversarial-Grammars-for-Future-Prediction-Piergiovanni-Toshev/31b2675cb72716b61605f7deae678ee87a50a1f7'],"['https://www.semanticscholar.org/author/Alexander-Toshev/1726415', 'https://www.semanticscholar.org/author/Anelia-Angelova/2148510', 'https://www.semanticscholar.org/author/A.-J.-Piergiovanni/8797855', 'https://www.semanticscholar.org/author/Michael-S.-Ryoo/1766489']"
Dual-Component Deep Domain Adaptation: A New Approach for Cross Project Software Vulnerability Detection,17 April 2020,['https://www.semanticscholar.org/paper/Dual-Component-Deep-Domain-Adaptation%3A-A-New-for-Nguyen-L%C3%AA/29980f37967e5bb6c34016a6c100672241c91a82'],"['https://www.semanticscholar.org/author/Paul-Montague/48215891', 'https://www.semanticscholar.org/author/Trung-Tha%CC%80nh-L%C3%AA/48778246', 'https://www.semanticscholar.org/author/Van-Duc-Nguyen/143631040', 'https://www.semanticscholar.org/author/Olivier-Y.-de-Vel/1790642', 'https://www.semanticscholar.org/author/Dinh-Q.-Phung/1749657', 'https://www.semanticscholar.org/author/John-C.-Grundy/1687239']"
FAN: Focused Attention Networks,1 June 2004,['https://www.semanticscholar.org/paper/A-symbolic-model-of-human-attentional-networks-Wang-Fan/618dc053ebba6d4b143b29bf862fde50725c366f'],"['https://www.semanticscholar.org/author/Todd-R.-Johnson/34619563', 'https://www.semanticscholar.org/author/Jin-Fan/145508058', 'https://www.semanticscholar.org/author/Hongbin-Wang/1687478']"
State2vec: Off-Policy Successor Feature Approximators,22 October 2019,['https://www.semanticscholar.org/paper/State2vec%3A-Off-Policy-Successor-Features-Madjiheurem-Toni/4c183f06ec7cc4fcadc9a4439f8d2f2a28bf0849'],"['https://www.semanticscholar.org/author/Sephora-Madjiheurem/3468131', 'https://www.semanticscholar.org/author/Laura-Toni/144228516']"
Semi-supervised Autoencoding Projective Dependency Parsing,25 September 2019,['https://www.semanticscholar.org/paper/Semi-supervised-Autoencoding-Projective-Dependency-Zhang-Goldwasser/6a90f05c4e047caffc508dd8469611e2c1d59c3d'],"['https://www.semanticscholar.org/author/Xinqi-Zhang/47957797', 'https://www.semanticscholar.org/author/Dan-Goldwasser/2877164']"
Progressive Knowledge Distillation For Generative Modeling,25 September 2019,['https://www.semanticscholar.org/paper/Progressive-Knowledge-Distillation-For-Generative-Wang-Bardes/704fceb0f6e8a8236db2f58168a295080a996740'],"['https://www.semanticscholar.org/author/Adrien-Bardes/1453740540', 'https://www.semanticscholar.org/author/Ruslan-Salakhutdinov/145124475', 'https://www.semanticscholar.org/author/Martial-Hebert/33615817']"
Lyceum: An efficient and scalable ecosystem for robot learning,25 September 2019,['https://www.semanticscholar.org/paper/Lyceum%3A-An-efficient-and-scalable-ecosystem-for-Summers-Lowrey/8c6ef902207d1e9404b182ef0f3f2706d950f934'],"['https://www.semanticscholar.org/author/Emanuel-Todorov/49596719', 'https://www.semanticscholar.org/author/Kendall-Lowrey/33557393', 'https://www.semanticscholar.org/author/Colin-Summers/39820945', 'https://www.semanticscholar.org/author/Aravind-Rajeswaran/19275599', 'https://www.semanticscholar.org/author/Siddhartha-Srinivasa/82211564']"
Adversarial Attribute Learning by  Exploiting negative correlated attributes,25 September 2019,['https://www.semanticscholar.org/paper/Adversarial-Attribute-Learning-by-Exploiting-Tsutsui-Fu/ceb154771ec4067b61fcc0cd2ae2f1adea0b5729'],"['https://www.semanticscholar.org/author/David-J.-Crandall/2821130', 'https://www.semanticscholar.org/author/Satoshi-Tsutsui/3727644', 'https://www.semanticscholar.org/author/Yanwei-Fu/35782003']"
VISUALIZING POINT CLOUD CLASSIFIERS BY MORPHING POINT CLOUDS INTO POTATOES,25 September 2019,['https://www.semanticscholar.org/paper/VISUALIZING-POINT-CLOUD-CLASSIFIERS-BY-MORPHING-Chen-Wu/b66b34229b9187b899f74c6dbc117c6bb867f663'],"['https://www.semanticscholar.org/author/Zhongang-Qi/2539841', 'https://www.semanticscholar.org/author/Fuxin-Li/3141988', 'https://www.semanticscholar.org/author/Ziwen-Chen/150356082', 'https://www.semanticscholar.org/author/Wenxuan-Wu/48714700']"
Learning Multi-Agent Communication Through Structured Attentive Reasoning,12 February 2020,['https://www.semanticscholar.org/paper/Learning-Multi-Agent-Coordination-through-Pesce-Montana/585bc8684c3cdc34f3fb4803bec595a3b5ca4456'],"['https://www.semanticscholar.org/author/Giovanni-Montana/1443789324', 'https://www.semanticscholar.org/author/Emanuele-Pesce/6844247']"
The Power of  Semantic Similarity based Soft-Labeling for Generalized Zero-Shot Learning,25 September 2019,['https://www.semanticscholar.org/paper/The-Power-of-Semantic-Similarity-based-for-Learning-Daghaghi-Medini/d58b7f4134393be7e51317a260dd9f9713d77520'],"['https://www.semanticscholar.org/author/Tharun-Medini/51491077', 'https://www.semanticscholar.org/author/Anshumali-Shrivastava/4260659', 'https://www.semanticscholar.org/author/Shabnam-Daghaghi/1388018319']"
Spline Templated Based Handwriting Generation,25 September 2019,['https://www.semanticscholar.org/paper/Spline-Templated-Based-Handwriting-Generation-Clothiaux-Starzl/5894834606a5a3eb6bfa2dfd4caecbcb3dd4fd4f'],"['https://www.semanticscholar.org/author/Ravi-Starzl/5000465', 'https://www.semanticscholar.org/author/Daniel-Clothiaux/7197436']"
Improving the robustness of ImageNet classifiers using elements of human visual cognition,20 June 2019,['https://www.semanticscholar.org/paper/Improving-the-robustness-of-ImageNet-classifiers-of-Orhan-Lake/61583cc2f186d4a2a14699d6a06364c2894358d3'],"['https://www.semanticscholar.org/author/Brenden-M.-Lake/2373318', 'https://www.semanticscholar.org/author/A.-Emin-Orhan/145267176']"
Going Deeper with Lean Point Networks,1 July 2019,"['https://www.semanticscholar.org/paper/Going-Deeper-with-Lean-Point-Networks-Le-Kokkinos/201b9d85fcb5ec70c39790664b403c40661f6bc3', 'https://www.semanticscholar.org/paper/Going-Deeper-with-Point-Networks-Le-Kokkinos/51e3fbba3f69c8c7d406b4137a9b2e14efa0a51f']","['https://www.semanticscholar.org/author/Eric-Tuan-Le/150091764', 'https://www.semanticscholar.org/author/Iasonas-Kokkinos/2010660', 'https://www.semanticscholar.org/author/Niloy-Jyoti-Mitra/1710455']"
Newton Residual Learning,25 September 2019,['https://www.semanticscholar.org/paper/Newton-Residual-Learning-Chrysos-Deng/149f81c70971ad0fcbabda15f599fcc53869856e'],"['https://www.semanticscholar.org/author/Yannis-Panagakis/1780393', 'https://www.semanticscholar.org/author/Stefanos-Zafeiriou/1379747201', 'https://www.semanticscholar.org/author/Grigorios-G.-Chrysos/34586458', 'https://www.semanticscholar.org/author/Jiankang-Deng/3234063']"
Training-Free Uncertainty Estimation for Neural Networks,25 September 2019,['https://www.semanticscholar.org/paper/Training-Free-Uncertainty-Estimation-for-Neural-Mi-Wang/963af13517d4ae5abacce3da93e0b23abd130964'],"['https://www.semanticscholar.org/author/Nir-Shavit/2613669', 'https://www.semanticscholar.org/author/Lu-Mi/3454023', 'https://www.semanticscholar.org/author/Haihui-Wang/48017428', 'https://www.semanticscholar.org/author/Yonglong-Tian/2476765']"
AMUSED: A Multi-Stream Vector Representation Method for Use In Natural Dialogue,25 September 2019,['https://www.semanticscholar.org/paper/AMUSED%3A-A-Multi-Stream-Vector-Representation-Method-Kumar-Joshi/fb785f1b8a958ffdba4288369b93365aa3b1d477'],"['https://www.semanticscholar.org/author/Rishabh-Joshi/51468278', 'https://www.semanticscholar.org/author/Promod-Yenigalla/31024864', 'https://www.semanticscholar.org/author/Jaspreet-Singh/48404964', 'https://www.semanticscholar.org/author/Gaurav-Kumar/143662207']"
Posterior Sampling: Make Reinforcement Learning Sample Efficient Again,25 September 2019,['https://www.semanticscholar.org/paper/Posterior-Sampling%3A-Make-Reinforcement-Learning-Seward-Bergmann/e52b0f99c0170506c938ca4a967f4790594fc504'],"['https://www.semanticscholar.org/author/Calvin-Seward/49972304', 'https://www.semanticscholar.org/author/Roland-Vollgraf/2742129', 'https://www.semanticscholar.org/author/Sepp-Hochreiter/3308557', 'https://www.semanticscholar.org/author/Urs-Bergmann/35959543']"
Unifying Part Detection And Association For Multi-person Pose Estimation,25 September 2019,['https://www.semanticscholar.org/paper/Unifying-Part-Detection-And-Association-For-Pose-Briq-D%C3%B6ring/b4be65c0cdfe8d8a8985af68425d0d3002a1d376'],"['https://www.semanticscholar.org/author/Andreas-D%C3%B6ring/29677625', 'https://www.semanticscholar.org/author/Juergen-Gall/145689714', 'https://www.semanticscholar.org/author/Rania-Briq/117638983']"
Slow Thinking Enables Task-Uncertain Lifelong and Sequential Few-Shot Learning,25 September 2019,['https://www.semanticscholar.org/paper/Slow-Thinking-Enables-Task-Uncertain-Lifelong-and-Dolor-Chu/7fe6e8011058bf2146a68d925ce3073bb00fa626'],"['https://www.semanticscholar.org/author/Shan-Hung-Wu/1743036', 'https://www.semanticscholar.org/author/Rosalie-Dolor/1581574553', 'https://www.semanticscholar.org/author/Hsin-Chi-Chu/1576409329']"
How Aggressive Can Adversarial Attacks Be: Learning Ordered Top-k Attacks,25 September 2019,"['https://www.semanticscholar.org/paper/How-Aggressive-Can-Adversarial-Attacks-Be%3A-Learning-Zhang-Wu/4034a67fe072c2cd20be405b9657cd0c33746abe', 'https://www.semanticscholar.org/paper/Learning-Ordered-Top-k-Adversarial-Attacks-via-Zhang-Wu/d4d43809027fa009887435875c5e1f671fd55528']","['https://www.semanticscholar.org/author/Tianfu-Wu/47353858', 'https://www.semanticscholar.org/author/Zekun-Zhang/2194511']"
PolyGAN: High-Order Polynomial Generators,19 August 2019,['https://www.semanticscholar.org/paper/PolyGAN%3A-High-Order-Polynomial-Generators-Chrysos-Moschoglou/5e088e188bd67f902ac28aef98dc433fc334ecb8'],"['https://www.semanticscholar.org/author/Stefanos-Zafeiriou/1379747201', 'https://www.semanticscholar.org/author/Stylianos-Moschoglou/24278037', 'https://www.semanticscholar.org/author/Grigorios-Chrysos/1688922', 'https://www.semanticscholar.org/author/Yannis-Panagakis/1780393']"
Generative Multi Source Domain Adaptation,4 December 2018,['https://www.semanticscholar.org/paper/Moment-Matching-for-Multi-Source-Domain-Adaptation-Peng-Bai/3217278e346fefbd34f0727321059c7ea5792612'],"['https://www.semanticscholar.org/author/Xide-Xia/3302135', 'https://www.semanticscholar.org/author/Kate-Saenko/2903226', 'https://www.semanticscholar.org/author/Bo-Wang/49292319', 'https://www.semanticscholar.org/author/Zijun-Huang/10128682', 'https://www.semanticscholar.org/author/Xingchao-Peng/2960713', 'https://www.semanticscholar.org/author/Qinxun-Bai/2132890']"
Semi-Supervised Named Entity Recognition with CRF-VAEs,25 September 2019,['https://www.semanticscholar.org/paper/Semi-Supervised-Named-Entity-Recognition-with-Effland-Collins/da632dfcb604d89179518acaaeaed696cc99dae0'],"['https://www.semanticscholar.org/author/Thomas-Effland/3149900', 'https://www.semanticscholar.org/author/Michael-Collins/152365891']"
Understanding the (Un)interpretability of Natural Image Distributions Using Generative Models,6 January 2019,['https://www.semanticscholar.org/paper/Understanding-the-(un)interpretability-of-natural-Krusinga-Shah/ceb5e51c800e1d243f406da5d004bb39e7f4b6be'],"['https://www.semanticscholar.org/author/Sohil-Shah/144208571', 'https://www.semanticscholar.org/author/Tom-Goldstein/1962083', 'https://www.semanticscholar.org/author/David-W.-Jacobs/34734622', 'https://www.semanticscholar.org/author/Ryen-Krusinga/66333632', 'https://www.semanticscholar.org/author/Matthias-Zwicker/1796846']"
Strong Baseline Defenses Against Clean-Label Poisoning Attacks,25 September 2019,['https://www.semanticscholar.org/paper/Strong-Baseline-Defenses-Against-Clean-Label-Gupta-Huang/ffc19585a0770fd2d7cb051ea3f84f1786348e4f'],"['https://www.semanticscholar.org/author/Liam-Fowl/120165773', 'https://www.semanticscholar.org/author/John-P.-Dickerson/1718974', 'https://www.semanticscholar.org/author/Chen-Zhu/144469722', 'https://www.semanticscholar.org/author/W.-Ronny-Huang/145677189', 'https://www.semanticscholar.org/author/Tom-Goldstein/69486855', 'https://www.semanticscholar.org/author/Soheil-Feizi/144806410', 'https://www.semanticscholar.org/author/Neal-Gupta/13898824']"
Domain-Relevant Embeddings for Question Similarity,9 October 2019,['https://www.semanticscholar.org/paper/Domain-Relevant-Embeddings-for-Medical-Question-McCreery-Katariya/0138a624b0b074bc6f5eb54e86c0a9e0615a7e1d'],"['https://www.semanticscholar.org/author/Clara-McCreery/12656126', 'https://www.semanticscholar.org/author/Namit-Katariya/2426278', 'https://www.semanticscholar.org/author/Anitha-Kannan/143957267', 'https://www.semanticscholar.org/author/Xavier-Amatriain/2478897', 'https://www.semanticscholar.org/author/Manish-Chablani/51930519']"
Divide-and-Conquer Adversarial Learning for High-Resolution Image Enhancement,25 September 2019,['https://www.semanticscholar.org/paper/Divide-and-Conquer-Adversarial-Learning-for-Image-Huang-Paudel/6d49d1d8c1a4d6812f9625adcf2d9b65e98da0f9'],"['https://www.semanticscholar.org/author/Guanju-Li/1390810340', 'https://www.semanticscholar.org/author/Jiqing-Wu/1839268', 'https://www.semanticscholar.org/author/Luc-Van-Gool/1681236', 'https://www.semanticscholar.org/author/Danda-Pani-Paudel/35268081', 'https://www.semanticscholar.org/author/Zhiwu-Huang/145314891', 'https://www.semanticscholar.org/author/Radu-Timofte/1732855']"
Learning Out-of-distribution Detection without Out-of-distribution Data,25 September 2019,['https://www.semanticscholar.org/paper/Learning-Out-of-distribution-Detection-without-Data-Hsu-Shen/2a6fdf7200d21d16bb6aeb7c5432354c2e528e1f'],"['https://www.semanticscholar.org/author/Yilin-Shen/1774780', 'https://www.semanticscholar.org/author/Hongxia-Jin/1705713', 'https://www.semanticscholar.org/author/Yen-Chang-Hsu/1912720', 'https://www.semanticscholar.org/author/Zsolt-Kira/145276578']"
Domain Adaptation Through Label Propagation: Learning Clustered and Aligned Features,15 July 2017,['https://www.semanticscholar.org/paper/Automated-pattern-identification-and-anomaly-case-Goss-Nitschke/739bc2b65eb471c9c260a8ef326555826d7800bf'],"['https://www.semanticscholar.org/author/Ryan-G.-Goss/1853023', 'https://www.semanticscholar.org/author/Geoff-S.-Nitschke/1865866']"
ManiGAN: Text-Guided Image Manipulation,25 September 2019,['https://www.semanticscholar.org/paper/ManiGAN%3A-Text-Guided-Image-Manipulation-Li-Qi/953667588e089ae99f049e8574d013bb70aa8517'],"['https://www.semanticscholar.org/author/Xiaojuan-Qi/50844674', 'https://www.semanticscholar.org/author/Philip-Hilaire-Sean-Torr/1730268', 'https://www.semanticscholar.org/author/Thomas-Lukasiewicz/1690572', 'https://www.semanticscholar.org/author/Bowen-Li/49730060']"
Empirical observations pertaining to learned priors for deep latent variable models,25 September 2019,['https://www.semanticscholar.org/paper/Empirical-observations-pertaining-to-learned-priors-Morrow-Chiu/0d2933a6072c3dab01cebec28f60c5f1f04d12ed'],"['https://www.semanticscholar.org/author/Rogan-Morrow/1576853075', 'https://www.semanticscholar.org/author/Wei-Chen-Chiu/37811787']"
Variational inference of latent hierarchical dynamical systems in neuroscience: an application to calcium imaging data,25 September 2019,['https://www.semanticscholar.org/paper/Variational-inference-of-latent-hierarchical-in-an-Prince-Richards/d658f060f00a7f7c1dbb3adad1eb8ea25f264424'],"['https://www.semanticscholar.org/author/Luke-Y.-Prince/3424829', 'https://www.semanticscholar.org/author/Blake-A.-Richards/38498866']"
Characterizing convolutional neural networks with one-pixel signature,25 September 2019,['https://www.semanticscholar.org/paper/Characterizing-convolutional-neural-networks-with-Huang-Peng/35f3dba6fc75aa0ddc979dd3b49e14b0b17ed5f4'],"['https://www.semanticscholar.org/author/Shanjiaoyang-Huang/1736534508', 'https://www.semanticscholar.org/author/Zhuowen-Tu/103955652', 'https://www.semanticscholar.org/author/Wei-Qi-Peng/49161566']"
Increasing batch size through instance repetition improves generalization,25 September 2019,['https://www.semanticscholar.org/paper/Increasing-batch-size-through-instance-repetition-Hoffer-Ben-Nun/283ac18e120b435b666e1132812386270a2e4cfb'],"['https://www.semanticscholar.org/author/Elad-Hoffer/40555034', 'https://www.semanticscholar.org/author/Daniel-Soudry/1912398', 'https://www.semanticscholar.org/author/Torsten-Hoefler/1713648', 'https://www.semanticscholar.org/author/Niv-Giladi/67166430', 'https://www.semanticscholar.org/author/Tal-Ben-Nun/30602705', 'https://www.semanticscholar.org/author/Itay-Hubara/2477463']"
"Mix & Match: training convnets with mixed image sizes for improved accuracy, speed and scale resiliency",1 April 2000,['https://www.semanticscholar.org/paper/An-examination-of-selected-marketing-mix-elements-Yoo-Donthu/f448a3d93c31fcc66ae620a24db3a1c6f3ab6298'],"['https://www.semanticscholar.org/author/Boonghee-Yoo/81830587', 'https://www.semanticscholar.org/author/Sungho-Lee/1730383', 'https://www.semanticscholar.org/author/Naveen-Donthu/2096672']"
Revisit Knowledge Distillation: a Teacher-free Framework,25 September 2019,"['https://www.semanticscholar.org/paper/Revisit-Knowledge-Distillation%3A-a-Teacher-free-Yuan-Tay/8d2b23f77b10db21d00a5da926cb20ca0d7f907e', 'https://www.semanticscholar.org/paper/Revisiting-Knowledge-Distillation-via-Label-Yuan-Tay/7ea2a78a8d8a6327bd13aa4f2d9ace9231bd9662']","['https://www.semanticscholar.org/author/Li-Yuan/2142172', 'https://www.semanticscholar.org/author/Francis-E.-H.-Tay/40983412', 'https://www.semanticscholar.org/author/Guilin-Li/153185016', 'https://www.semanticscholar.org/author/Tsaiying-Wang/98137313', 'https://www.semanticscholar.org/author/Li-Yuan/1390761611', 'https://www.semanticscholar.org/author/Guilin-Li/47949267', 'https://www.semanticscholar.org/author/Jiashi-Feng/33221685', 'https://www.semanticscholar.org/author/Tao-Wang/1514738707']"
On learning visual odometry errors,,['https://www.semanticscholar.org/paper/On-learning-visual-odometry-errors-Maio-Lacroix/ea4b8cf2137fa8a1f116f126beeb1c2b2472885b'],"['https://www.semanticscholar.org/author/Andrea-Maio/24390337', 'https://www.semanticscholar.org/author/Simon-Lacroix/1698466']"
Mitigating Posterior Collapse in Strongly Conditioned Variational Autoencoders,25 September 2019,['https://www.semanticscholar.org/paper/Mitigating-Posterior-Collapse-in-Strongly-Aliakbarian-Saleh/71490e6b2dcf97ed1eef164026ffb44014296324'],"['https://www.semanticscholar.org/author/Fatemeh-Sadat-Saleh/9120887', 'https://www.semanticscholar.org/author/Mohammad-Sadegh-Aliakbarian/31906425', 'https://www.semanticscholar.org/author/Lars-G.-Petersson/2370776', 'https://www.semanticscholar.org/author/Mathieu-Salzmann/2862871', 'https://www.semanticscholar.org/author/Stephen-J.-Gould/49384810']"
Unsupervised  Video-to-Video Translation via Self-Supervised Learning,25 September 2019,['https://www.semanticscholar.org/paper/Unsupervised-Video-to-Video-Translation-via-Liu-Gu/c50ebe0d728534fa543cb6101e423181f60149b9'],"['https://www.semanticscholar.org/author/Shuhang-Gu/2476317', 'https://www.semanticscholar.org/author/Radu-Timofte/1732855', 'https://www.semanticscholar.org/author/Kangning-Liu/120448717']"
ROBUST SINGLE-STEP ADVERSARIAL TRAINING,25 September 2019,['https://www.semanticscholar.org/paper/ROBUST-SINGLE-STEP-ADVERSARIAL-TRAINING-Vivek-Babu/ff1a45ecd6fadea5364d09b7a568c345749a4b3f'],"['https://www.semanticscholar.org/author/R.-Venkatesh-Babu/144682140', 'https://www.semanticscholar.org/author/Bindiganavile-S.-Vivek/50748899']"
Attentive Weights Generation for Few Shot Learning via Information Maximization,25 September 2019,['https://www.semanticscholar.org/paper/Attentive-Weights-Generation-for-Few-Shot-Learning-Guo-Cheung/f5003f197aea0bfae680559da9462aa396b07a1d'],"['https://www.semanticscholar.org/author/Yiluan-Guo/9207644', 'https://www.semanticscholar.org/author/Ngai-Man-Cheung/143770929']"
DropGrad: Gradient Dropout Regularization for Meta-Learning,25 September 2019,['https://www.semanticscholar.org/paper/DropGrad%3A-Gradient-Dropout-Regularization-for-Tseng-Chen/8d17834bb323a96fe638a5ace0895f6ae54caaa9'],"['https://www.semanticscholar.org/author/Ming-Hsuan-Yang/37144787', 'https://www.semanticscholar.org/author/Yung-Wei-Chen/47558904', 'https://www.semanticscholar.org/author/Sifei-Liu/2391885', 'https://www.semanticscholar.org/author/Yi-Hsuan-Tsai/2580349', 'https://www.semanticscholar.org/author/Yen-Yu-Lin/47905461', 'https://www.semanticscholar.org/author/Hung-Yu-Tseng/143963461']"
Hierarchical Image-to-image Translation with Nested Distributions Modeling,25 September 2019,['https://www.semanticscholar.org/paper/Hierarchical-Image-to-image-Translation-with-Nested-Qiao-Wang/47dcbcbd20020aab4496be499252112d32e9cc70'],"['https://www.semanticscholar.org/author/Xilin-Chen/1710220', 'https://www.semanticscholar.org/author/Ruiping-Wang/3373117', 'https://www.semanticscholar.org/author/Shishi-Qiao/9648345', 'https://www.semanticscholar.org/author/Shiguang-Shan/144481158']"
Deep Neural Forests: An Architecture for Tabular Data,25 September 2019,['https://www.semanticscholar.org/paper/Deep-Neural-Forests%3A-An-Architecture-for-Tabular-Abutbul-Elidan/ea5fd088fbe888908215280350ee69f3996d6542'],"['https://www.semanticscholar.org/author/Ran-El-Yaniv/1397664558', 'https://www.semanticscholar.org/author/Gal-Elidan/1684677', 'https://www.semanticscholar.org/author/Liran-Katzir/2365417', 'https://www.semanticscholar.org/author/Ami-Abutbul/1581334499']"
Is my Deep Learning Model Learning more than I want it to?,25 September 2019,['https://www.semanticscholar.org/paper/Is-my-Deep-Learning-Model-Learning-more-than-I-want-Panwar-Tater/960464dde002f17fb12fbdcb911f1ac6f8f07c56'],"['https://www.semanticscholar.org/author/Tarun-Tater/51915835', 'https://www.semanticscholar.org/author/Naveen-Panwar/34065547', 'https://www.semanticscholar.org/author/Anush-Sankaran/2473935', 'https://www.semanticscholar.org/author/Senthil-Kumar-Mani/3250300']"
ADASAMPLE: ADAPTIVE SAMPLING OF HARD POSITIVES FOR DESCRIPTOR LEARNING,25 September 2019,['https://www.semanticscholar.org/paper/AdaSample%3A-Adaptive-Sampling-of-Hard-Positives-for-Zhang-Zhang/3f22f112443b9028cd0c183474fa1ab27580e816'],"['https://www.semanticscholar.org/author/Zao-Yi-Zheng/1432233153', 'https://www.semanticscholar.org/author/Jiawang-Bian/3459992', 'https://www.semanticscholar.org/author/Xinyu-Zhang/50812963', 'https://www.semanticscholar.org/author/Ming-Ming-Cheng/37535930', 'https://www.semanticscholar.org/author/Le-Zhang/50081274', 'https://www.semanticscholar.org/author/Yunlong-Liu/49420738']"
Better Optimization for Neural Architecture Search with Mixed-Level Reformulation,25 September 2019,['https://www.semanticscholar.org/paper/Better-Optimization-for-Neural-Architecture-Search-He-Ye/72ef3ee98a7ab73a48406e1a3b5205bc98dec20d'],"['https://www.semanticscholar.org/author/Chaoyang-He/31927890', 'https://www.semanticscholar.org/author/Haishan-Ye/2729522', 'https://www.semanticscholar.org/author/Tong-Zhang/50728655']"
Amharic Light Stemmer,1 November 2013,['https://www.semanticscholar.org/paper/An-improved-Arabic-light-stemmer-Elrajubi/aa9b43317dd197a7153a84975e1fbea8da0139af'],['https://www.semanticscholar.org/author/Osama-Mohamed-Elrajubi/9339263']
Neural Reverse Engineering of Stripped Binaries,25 February 2019,['https://www.semanticscholar.org/paper/Neural-Reverse-Engineering-of-Stripped-Binaries-David-Alon/030672cf53c11800602dbb66217b3cd1bf4b95e9'],"['https://www.semanticscholar.org/author/Uri-Alon/47051926', 'https://www.semanticscholar.org/author/Eran-Yahav/1743232', 'https://www.semanticscholar.org/author/Yaniv-David/1974088']"
Cost-Effective Interactive Neural Attention Learning,9 June 2020,['https://www.semanticscholar.org/paper/Cost-effective-Interactive-Attention-Learning-with-Heo-Park/23269ee8c2c1f11cb6f298aad3ab7df4f57ffb0f'],"['https://www.semanticscholar.org/author/Hyewon-Jeong/2089710', 'https://www.semanticscholar.org/author/Eunho-Yang/1720494', 'https://www.semanticscholar.org/author/Kwang-Joon-Kim/79394954', 'https://www.semanticscholar.org/author/Junhyeon-Park/51194683', 'https://www.semanticscholar.org/author/Jay-Heo/46227349', 'https://www.semanticscholar.org/author/Sung-Ju-Hwang/35788904', 'https://www.semanticscholar.org/author/Juho-Lee/48174830']"
Gated Channel Transformation for Visual Recognition,25 September 2019,['https://www.semanticscholar.org/paper/Gated-Channel-Transformation-for-Visual-Recognition-Yang-Zhu/6a6fa3e3a37b6eebc382a59de8cbc3c6c6eb710d'],"['https://www.semanticscholar.org/author/Yezhou-Yang/7607499', 'https://www.semanticscholar.org/author/Zongxin-Yang/15556978', 'https://www.semanticscholar.org/author/Linchao-Zhu/2948393']"
Masked Translation Model,25 September 2019,['https://www.semanticscholar.org/paper/Masked-Translation-Model-Nix-Kim/93800f8d7dd7647167d2a41bc479fa8cab7b24f3'],"['https://www.semanticscholar.org/author/Arne-Nix/120981230', 'https://www.semanticscholar.org/author/Yunsu-Kim/3179080', 'https://www.semanticscholar.org/author/Shahram-Khadivi/2490162', 'https://www.semanticscholar.org/author/Jan-Rosendahl/24905818', 'https://www.semanticscholar.org/author/Hermann-Ney/145322333']"
Target-directed Atomic Importance Estimation via Reverse Self-attention,25 September 2019,['https://www.semanticscholar.org/paper/Target-directed-Atomic-Importance-Estimation-via-Na-Kim/6c832804b7789bc13ac445b7bfd602c7477d04c7'],"['https://www.semanticscholar.org/author/Hyunwoo-Kim/8186013', 'https://www.semanticscholar.org/author/Gyoung-S.-Na/51113624']"
ProxNet: End-to-End Learning of  Structured Representation by Proximal Mapping,25 September 2019,['https://www.semanticscholar.org/paper/ProxNet%3A-End-to-End-Learning-of-Structured-by-Li-Ma/a8368181d2e325fcc397dc535db16946fe5f1e13'],"['https://www.semanticscholar.org/author/Mengting-Li/8392935', 'https://www.semanticscholar.org/author/Yingyi-Ma/121720851', 'https://www.semanticscholar.org/author/Xin-hua-Zhang/49469336']"
Measure by Measure: Automatic Music Composition with Traditional Western Music Notation,25 September 2019,['https://www.semanticscholar.org/paper/Measure-by-Measure%3A-Automatic-Music-Composition-Yan-Duan/2f4187476c51a95572dd021474d280c0a060a8d5'],"['https://www.semanticscholar.org/author/Yujia-Yan/47971027', 'https://www.semanticscholar.org/author/Zhiyao-Duan/72028302']"
When Do Variational Autoencoders Know  What They Don't Know?,25 September 2019,['https://www.semanticscholar.org/paper/When-Do-Variational-Autoencoders-Know-What-They-Dai-Wipf/8b789780ae556042b338f8c9af82586843f01a0a'],"['https://www.semanticscholar.org/author/David-Wipf/46794011', 'https://www.semanticscholar.org/author/Bin-Dai/144065729']"
Irrationality can help reward inference,25 September 2019,['https://www.semanticscholar.org/paper/Irrationality-can-help-reward-inference-Chan-Critch/c5602e898f9f84d3eb41e00281a6d2463d8196ce'],"['https://www.semanticscholar.org/author/L.-Chan/1679211', 'https://www.semanticscholar.org/author/Andrew-Critch/2651789', 'https://www.semanticscholar.org/author/Anca-D.-Dragan/2745001']"
Teaching GAN to generate per-pixel annotation,18 April 2018,['https://www.semanticscholar.org/paper/Falling-Things%3A-A-Synthetic-Dataset-for-3D-Object-Tremblay-To/ae5eed242ffec87c5fb82cd2b112304f76410d41'],"['https://www.semanticscholar.org/author/Jonathan-Tremblay/31943350', 'https://www.semanticscholar.org/author/Thang-To/40929818', 'https://www.semanticscholar.org/author/Stanley-T.-Birchfield/2238841']"
One Generation Knowledge Distillation by Utilizing Peer Samples,25 September 2019,['https://www.semanticscholar.org/paper/One-Generation-Knowledge-Distillation-by-Utilizing-Li-An/389472818b300b55ed6c6e67235d9a602498f7ef'],"['https://www.semanticscholar.org/author/Haoyi-Xiong/40518823', 'https://www.semanticscholar.org/author/Jun-Huan/144733837', 'https://www.semanticscholar.org/author/Haozhe-An/1576552123', 'https://www.semanticscholar.org/author/Dejing-Dou/1721158', 'https://www.semanticscholar.org/author/Xingjian-Li/48568352', 'https://www.semanticscholar.org/author/Chengzhong-Xu/38623820']"
