year,title,date,paper_links,author_links
2018,Assessing the scalability of biologically-motivated deep learning algorithms and architectures,1/13/18,['https://www.semanticscholar.org/paper/Assessing-the-Scalability-of-Biologically-Motivated-Bartunov-Santoro/c898161e3691625bcef780b78100f70e8bb94154'],"['https://www.semanticscholar.org/author/Timothy-P.-Lillicrap/2542999', 'https://www.semanticscholar.org/author/Geoffrey-E.-Hinton/1695689', 'https://www.semanticscholar.org/author/Blake-A.-Richards/38498866', 'https://www.semanticscholar.org/author/Adam-Santoro/35030998', 'https://www.semanticscholar.org/author/Sergey-Bartunov/2258504']"
2018,Neural Variational Sparse Topic Model,1/21/18,['https://www.semanticscholar.org/paper/Neural-Variational-Sparse-Topic-Model-Xie/67a397d0dd3d2162c16e98a03b4794824fd643b4'],['https://www.semanticscholar.org/author/Qianqian-Xie/3406298']
2018,Melody Generation for Pop Music via Word Representation of Musical Properties,10/31/17,['https://www.semanticscholar.org/paper/Melody-Generation-for-Pop-Music-via-Word-of-Musical-Shin-Crestel/3d5c189f522f68de8a5f5e2e1f498de392a5e0b1'],"['https://www.semanticscholar.org/author/Hiroharu-Kato/47192865', 'https://www.semanticscholar.org/author/Tatsuya-Harada/1790553', 'https://www.semanticscholar.org/author/Masataka-Yamaguchi/3369734', 'https://www.semanticscholar.org/author/Katsunori-Ohnishi/8197937', 'https://www.semanticscholar.org/author/Masahiro-Nakawaki/27656384', 'https://www.semanticscholar.org/author/Andrew-Shin/145568592', 'https://www.semanticscholar.org/author/Kuniaki-Saito/2652444', 'https://www.semanticscholar.org/author/L%C3%A9opold-Crestel/3468368', 'https://www.semanticscholar.org/author/Yoshitaka-Ushiku/3250559']"
2018,Spatial Variational Auto-Encoding via Matrix-Variate Normal Distributions,5/18/17,['https://www.semanticscholar.org/paper/Spatial-Variational-Auto-Encoding-via-Normal-Wang-Yuan/f67afec4226aba674e786698b39b85b124945ddd'],"['https://www.semanticscholar.org/author/Shuiwang-Ji/1743600', 'https://www.semanticscholar.org/author/Hao-Yuan/145784241', 'https://www.semanticscholar.org/author/Zhengyang-Wang/8492168']"
2018,Dense Transformer Networks,5/24/17,"['https://www.semanticscholar.org/paper/Dense-Transformer-Networks-for-Brain-Electron-Image-Li-Chen/a55ed39239b34653edc8d3a9b17554967e38a503', 'https://www.semanticscholar.org/paper/Dense-Transformer-Networks-Li-Chen/e430d6df0f31c1e2882f2a60795abae9d3f954ab', 'https://www.semanticscholar.org/paper/Dense-Transformer-Networks-Li/cb406838c479bb94f7659a63110ec43e104f193a']","['https://www.semanticscholar.org/author/Lei-Cai/50258385', 'https://www.semanticscholar.org/author/Yongjun-Chen/49070069', 'https://www.semanticscholar.org/author/Shuiwang-Ji/1743600', 'https://www.semanticscholar.org/author/Ian-Davidson/143763341', 'https://www.semanticscholar.org/author/Jun-Li/37397865', 'https://www.semanticscholar.org/author/Jun-Yu-Li/46276037', 'https://www.semanticscholar.org/author/Lei-Cai/31694365', 'https://www.semanticscholar.org/author/Jun-Li/49298752', 'https://www.semanticscholar.org/author/Yongjun-Chen/29515359']"
2018,Self-Organization adds application robustness to deep learners,12/25/17,['https://www.semanticscholar.org/paper/Self-Organization-adds-application-robustness-to-Hartono-Trappenberg/4d3f2735ccfcb27069033dadcfcc15ee5f0d813f'],"['https://www.semanticscholar.org/author/Thomas-P.-Trappenberg/1741671', 'https://www.semanticscholar.org/author/Pitoyo-Hartono/144806973']"
2018,Information Theoretic Co-Training,1/5/18,['https://www.semanticscholar.org/paper/Information-Theoretic-Co-Training-McAllester/bc2660e9fb1ffc6a816851a664ea807652533fef'],['https://www.semanticscholar.org/author/David-McAllester/93591671']
2018,Towards Quantum Inspired Convolution Networks,12/2/17,['https://www.semanticscholar.org/paper/Towards-Quantum-Inspired-Convolution-Networks-Geiger-Kedem/73eadd49d7cb73424140f3f95788290a064a6463'],"['https://www.semanticscholar.org/author/Davi-Geiger/14489533', 'https://www.semanticscholar.org/author/Zvi-M.-Kedem/1682592']"
2018,Deep Epitome for Unravelling Generalized Hamming Network: A Fuzzy Logic Interpretation of Deep Learning,11/15/17,['https://www.semanticscholar.org/paper/Deep-Epitome-for-Unravelling-Generalized-Hamming-A-Fan/0a4bcef481e76ac2b48533ccd099fa8dd52b2fcf'],['https://www.semanticscholar.org/author/Lixin-Fan/2034793']
2018,Interactive Boosting of Neural Networks for Small-sample Image Classification,1/2/18,['https://www.semanticscholar.org/paper/Interactive-Boosting-of-Neural-Networks-for-Image-Li-Chang/087c369513bebcde063c17ff0edc88eb1262d291'],"['https://www.semanticscholar.org/author/Jun-Guo/143983162', 'https://www.semanticscholar.org/author/Dongliang-Chang/67146777', 'https://www.semanticscholar.org/author/Jie-Cao/144473268', 'https://www.semanticscholar.org/author/Zhanyu-Ma/1755773', 'https://www.semanticscholar.org/author/Xiaoxu-Li/1876419', 'https://www.semanticscholar.org/author/Zheng-Hua-Tan/1709835']"
2018,Tensor-Based Preposition Representation,12/12/17,['https://www.semanticscholar.org/paper/Tensor-Based-Preposition-Representation-Gong-Bhat/f70b5cc799e4d1bf4bfdfc29087eda84828f2a51'],"['https://www.semanticscholar.org/author/Suma-Bhat/145355558', 'https://www.semanticscholar.org/author/Pramod-Viswanath/144768649', 'https://www.semanticscholar.org/author/Hongyu-Gong/2008458']"
2018,Tactical Decision Making for Lane Changing with Deep Reinforcement Learning,12/13/17,['https://www.semanticscholar.org/paper/Tactical-Decision-Making-for-Lane-Changing-with-Mukadam-Cosgun/a15b2393c3ce3473b859f9fd1892daec67588b66'],"['https://www.semanticscholar.org/author/Alireza-Nakhaei/2148583', 'https://www.semanticscholar.org/author/Mustafa-Mukadam/2874057', 'https://www.semanticscholar.org/author/Akansel-Cosgun/3216610', 'https://www.semanticscholar.org/author/Kikuo-Fujimura/35047644']"
2018, A Matrix Approximation View of NCE that Justifies Self-Normalization,12/14/17,['https://www.semanticscholar.org/paper/A-Matrix-Approximation-View-of-NCE-that-Justifies-Goldberger-Melamud/4e0fab2acb195d9af4824febe0ab2989812cfcf2'],"['https://www.semanticscholar.org/author/Jacob-Goldberger/34508613', 'https://www.semanticscholar.org/author/Oren-Melamud/2298649']"
2018,Detecting Anomalies in Communication Packet Streams based on  Generative Adversarial Networks,6/24/19,['https://www.semanticscholar.org/paper/Detecting-Anomalies-in-Communication-Packet-Streams-Zhang-Niu/03e532b37ce12c7eb9afc50d43b68dc63bb557f6'],"['https://www.semanticscholar.org/author/Xingbao-Qiu/50829863', 'https://www.semanticscholar.org/author/Di-Zhang/145549377', 'https://www.semanticscholar.org/author/Qiang-Niu/144700069']"
2018,Distributional Inclusion Vector Embedding for Unsupervised Hypernymy Detection,10/2/17,['https://www.semanticscholar.org/paper/Distributional-Inclusion-Vector-Embedding-for-Chang-Wang/005a5ac1c06c1d6c4f7cb162a84d786c376133c1'],"['https://www.semanticscholar.org/author/ZiYun-Wang/39747646', 'https://www.semanticscholar.org/author/Haw-Shiuan-Chang/144827671', 'https://www.semanticscholar.org/author/Luke-Vilnis/2546951', 'https://www.semanticscholar.org/author/Andrew-McCallum/143753639']"
2018,Embedding Multimodal Relational Data,12/13/17,['https://www.semanticscholar.org/paper/Embedding-Multimodal-Relational-Data-Pezeshkpour-Chen/094ff8202b541b9067af0d5dbdfc1930c1bce281'],"['https://www.semanticscholar.org/author/Liyan-Chen/46307991', 'https://www.semanticscholar.org/author/Pouya-Pezeshkpour/1713436', 'https://www.semanticscholar.org/author/Sameer-Singh/34650964']"
2018,pix2code: Generating Code from a Graphical User Interface Screenshot,5/22/17,['https://www.semanticscholar.org/paper/pix2code%3A-Generating-Code-from-a-Graphical-User-Beltramelli/9858b40d23d329151f202b76aac7ca515dee5913'],['https://www.semanticscholar.org/author/Tony-Beltramelli/2796188']
2018,Improved Learning in Convolutional Neural Networks with Shifted Exponential Linear Units (ShELUs),8/1/18,"['https://www.semanticscholar.org/paper/Improved-Learning-in-Convolutional-Neural-Networks-Grelsson-Felsberg/9a629b5a530cadfd3e5209603b3150866557b564', 'https://www.semanticscholar.org/paper/Improved-Learning-in-Convolutional-Neural-Grelsson-Felsberg/75949df7c5a54bb2ef7053285c7eb747b4d33a6d']","['https://www.semanticscholar.org/author/Bertil-Grelsson/2945030', 'https://www.semanticscholar.org/author/Michael-Felsberg/2228323']"
2018,Robust Task Clustering for Deep and Diverse Multi-Task and Few-Shot Learning,12/14/17,['https://www.semanticscholar.org/paper/Robust-Task-Clustering-for-Deep-and-Diverse-and-Yu-Guo/65c3e38d5c461ac8e1efb4b335469b0e862ad94d'],"['https://www.semanticscholar.org/author/Xiaoxiao-Guo/1955964', 'https://www.semanticscholar.org/author/Mo-Yu/2482533', 'https://www.semanticscholar.org/author/Jinfeng-Yi/2882166']"
2018,Per-Weight Class-Based Learning Rates via Analytical Continuation,12/2/17,['https://www.semanticscholar.org/paper/Per-Weight-Class-Based-Learning-Rates-via-Rotman-Wolf/a8451b0b1e0be0a0b17d3f8ee97ffeecf7c37356'],"['https://www.semanticscholar.org/author/Michael-Rotman/32576006', 'https://www.semanticscholar.org/author/Lior-Wolf/145128145']"
2018,VSE++: Improving Visual-Semantic Embeddings with Hard Negatives,7/18/17,['https://www.semanticscholar.org/paper/VSE%2B%2B%3A-Improving-Visual-Semantic-Embeddings-with-Faghri-Fleet/f7ab6c52be9351ac3f6cf8fe6ad5efba1c1595e8'],"['https://www.semanticscholar.org/author/David-J.-Fleet/1793739', 'https://www.semanticscholar.org/author/Jamie-Ryan-Kiros/51131802', 'https://www.semanticscholar.org/author/Fartash-Faghri/2978170', 'https://www.semanticscholar.org/author/Sanja-Fidler/37895334']"
2018,Dynamically Learning the Learning Rates:  Online Hyperparameter Optimization,1/3/18,['https://www.semanticscholar.org/paper/Dynamically-Learning-the-Learning-Rates%3A-Online-Sarkar-Anandkumar/9fbc07d9588a302778cbcaac08dc6382eb6b5062'],"['https://www.semanticscholar.org/author/Anima-Anandkumar/2047844', 'https://www.semanticscholar.org/author/Tuhin-Subhra-Sarkar/3196815', 'https://www.semanticscholar.org/author/Leo-Dirac/67174746']"
2018,MULTI-MODAL GEOLOCATION ESTIMATION USING DEEP NEURAL NETWORKS,12/26/17,['https://www.semanticscholar.org/paper/Multi-modal-Geolocation-Estimation-Using-Deep-Johns-Rounds/1fd2655fd69a44bd9ca0d855521247d5620d3f82'],"['https://www.semanticscholar.org/author/Jesse-M.-Johns/14621350', 'https://www.semanticscholar.org/author/Jeremiah-Rounds/4155554', 'https://www.semanticscholar.org/author/Michael-J.-Henry/11947551']"
2018,Accelerating Convolutional Neural Networks using Iterative Two-Pass Decomposition,1/5/18,['https://www.semanticscholar.org/paper/Accelerating-Convolutional-Neural-Networks-using-Lin-Wu/99175ee6f86d4d0021d1453e2a2d8be77ee35e0c'],"['https://www.semanticscholar.org/author/Chih-Tsun-Huang/1962730', 'https://www.semanticscholar.org/author/Wei-Shiang-Lin/46639807']"
2018,Adaptive Weight Sparsity for Training Deep Neural Networks,1/20/18,['https://www.semanticscholar.org/paper/Adaptive-Weight-Sparsity-for-Training-Deep-Neural-James-Lindsey/accb6788cd2d83451b8ed597b18eae68e05ee03c'],"['https://www.semanticscholar.org/author/Jack-Lindsey/19131047', 'https://www.semanticscholar.org/author/Ilya-Sharapov/143627441', 'https://www.semanticscholar.org/author/Michael-James/143660108']"
2018,Deep Net Triage: Assessing The Criticality of Network Layers by Structural Compression,1/6/18,['https://www.semanticscholar.org/paper/Deep-Net-Triage%3A-Assessing-the-Criticality-of-by-Nowak-Corso/e9f5bb1f7ca4bb7d6fee35b1d1acd26a597b9945'],"['https://www.semanticscholar.org/author/Jason-J.-Corso/3587688', 'https://www.semanticscholar.org/author/Theodore-S.-Nowak/31127992']"
2018,Deep Active Learning over the Long Tail,11/2/17,['https://www.semanticscholar.org/paper/Deep-Active-Learning-over-the-Long-Tail-Geifman-El-Yaniv/41ed3608eae64fd181ca8b5e6d0eb63b210b588b'],"['https://www.semanticscholar.org/author/Ran-El-Yaniv/1387872181', 'https://www.semanticscholar.org/author/Yonatan-Geifman/16082116']"
2018,THE LOCAL DIMENSION OF DEEP MANIFOLD,11/5/17,['https://www.semanticscholar.org/paper/The-Local-Dimension-of-Deep-Manifold-Zhang-Wu/e1a54256d23c15385409f4fd6152d273bd562abb'],"['https://www.semanticscholar.org/author/Yanren-Zhang/25472733', 'https://www.semanticscholar.org/author/Mengxiao-Zhang/4727261', 'https://www.semanticscholar.org/author/Wangquan-Wu/153038259', 'https://www.semanticscholar.org/author/Kun-He/1702188', 'https://www.semanticscholar.org/author/Huan-Long/39007850', 'https://www.semanticscholar.org/author/Tao-Yu/40418746', 'https://www.semanticscholar.org/author/John-E.-Hopcroft/1706504']"
2018,Learning to Imagine Manipulation Goals for Robot Task Planning,11/8/17,['https://www.semanticscholar.org/paper/Learning-to-Imagine-Manipulation-Goals-for-Robot-Paxton-Katyal/778f8258bad0620b996666d883ce261216558ddd'],"['https://www.semanticscholar.org/author/Christian-Rupprecht/2714036', 'https://www.semanticscholar.org/author/Chris-Paxton/1977464', 'https://www.semanticscholar.org/author/Raman-Arora/144365054', 'https://www.semanticscholar.org/author/Gregory-D.-Hager/1678633', 'https://www.semanticscholar.org/author/Kapil-D.-Katyal/2788711']"
2018,Human-like Clustering with Deep Convolutional Neural Networks,12/4/17,['https://www.semanticscholar.org/paper/Human-like-Clustering-with-Deep-Convolutional-Borji-Dundar/ddb561cbdc1e8d76e88679c115f277effde4db8d'],"['https://www.semanticscholar.org/author/Ali-Borji/3177797', 'https://www.semanticscholar.org/author/Aysegul-Dundar/2130620']"
2018,Attribute-aware Collaborative Filtering: Survey and Classification,12/11/17,"['https://www.semanticscholar.org/paper/Attribute-aware-Collaborative-Filtering%3A-Survey-and-Chen-Hsu/296831a95aa306e3d3409d482439d7827c19cc46', 'https://www.semanticscholar.org/paper/Attribute-Aware-Recommender-System-Based-on-Survey-Chen-Hsu/a8b34545935013dac51e9f1012c5df07257e9dcd']","['https://www.semanticscholar.org/author/Vincent-Liu/144237796', 'https://www.semanticscholar.org/author/Shou-de-Lin/2818798', 'https://www.semanticscholar.org/author/Wen-Hao-Chen/3716488', 'https://www.semanticscholar.org/author/Wenhao-Chen/47482645', 'https://www.semanticscholar.org/author/Mi-Yen-Yeh/39907129', 'https://www.semanticscholar.org/author/Chin-Chi-Hsu/2081791', 'https://www.semanticscholar.org/author/Yi-An-Lai/2117866']"
2018,Continuous Propagation: Layer-Parallel Training,1/19/18,['https://www.semanticscholar.org/paper/Continuous-Propagation%3A-Layer-Parallel-Training-James-Arpit/2d4ab29826f9cc2dcc6608ddab6a7e2e05391adc'],"['https://www.semanticscholar.org/author/Ilya-Sharapov/143627441', 'https://www.semanticscholar.org/author/Herman-Sahota/47366436', 'https://www.semanticscholar.org/author/Devansh-Arpit/2309967', 'https://www.semanticscholar.org/author/Michael-James/143660108']"
2018,Learning Topics using Semantic Locality,1/24/18,['https://www.semanticscholar.org/paper/Learning-Topics-Using-Semantic-Locality-Zhao-Pugdeethosapol/fd9d16f44f7677e7fbaaaec6826fabea63b7ae55'],"['https://www.semanticscholar.org/author/Caiwen-Ding/2881873', 'https://www.semanticscholar.org/author/Sheng-Lin/144225675', 'https://www.semanticscholar.org/author/Yanzhi-Wang/46395036', 'https://www.semanticscholar.org/author/Zhe-Li/38315753', 'https://www.semanticscholar.org/author/Qinru-Qiu/1862322', 'https://www.semanticscholar.org/author/Krittaphat-Pugdeethosapol/9091383', 'https://www.semanticscholar.org/author/Ziyi-Zhao/47122744']"
2018,Anticipatory Asynchronous Advantage Actor-Critic (A4C): The power of Anticipation in Deep Reinforcement Learning,1/13/18,['https://www.semanticscholar.org/paper/Anticipatory-Asynchronous-Advantage-Actor-Critic-of-Luan-Medini/588cf6ff7cc952c2e90079c6d96bb7839bbcd7f4'],"['https://www.semanticscholar.org/author/Xun-Luan/71204944', 'https://www.semanticscholar.org/author/Anshumali-Shrivastava/4260659', 'https://www.semanticscholar.org/author/Tharun-Medini/51491077']"
2018,Sparse Deep Scattering Croisé Network,11/25/17,['https://www.semanticscholar.org/paper/Sparse-Deep-Scattering-Crois%C3%A9-Network-Cosentino-Balestriero/60aaf40b70d4a38c4546d8601b0143b94547b9d9'],"['https://www.semanticscholar.org/author/Randall-Balestriero/3201463', 'https://www.semanticscholar.org/author/Ankit-B.-Patel/46463998', 'https://www.semanticscholar.org/author/Richard-Baraniuk/144908066', 'https://www.semanticscholar.org/author/Romain-Cosentino/40125997']"
2018,Incremental Learning in Deep Convolutional Neural Networks Using Partial Network Sharing,12/7/17,['https://www.semanticscholar.org/paper/Incremental-Learning-in-Deep-Convolutional-Neural-Sarwar-Ankit/59d660d1dc9114a93f906945a65d41d1a4eaa7ec'],"['https://www.semanticscholar.org/author/Syed-Shakib-Sarwar/32830876', 'https://www.semanticscholar.org/author/Kaushik-Roy/143884690', 'https://www.semanticscholar.org/author/Aayush-Ankit/3468125']"
2018,Bayesian Embeddings for Long-Tailed Datasets,1/17/18,['https://www.semanticscholar.org/paper/Bayesian-Embeddings-for-Long-Tailed-Datasets-Fragoso-Ramanan/17bece4f871199192d71d35aebe5af154f74872a'],"['https://www.semanticscholar.org/author/Victor-Fragoso/2245862', 'https://www.semanticscholar.org/author/Deva-Ramanan/1770537']"
2018,Deep Hyperspherical Defense against Adversarial Perturbations,12/4/17,['https://www.semanticscholar.org/paper/Deep-Hyperspherical-Defense-against-Adversarial-Liu-Liu/0cf93d3b5754148a380a74a97300c341d403d3c3'],"['https://www.semanticscholar.org/author/Bo-Dai/144445933', 'https://www.semanticscholar.org/author/Tuo-Zhao/36345161', 'https://www.semanticscholar.org/author/Le-Song/1779453', 'https://www.semanticscholar.org/author/Zhehui-Chen/9545488', 'https://www.semanticscholar.org/author/Zhen-Liu/46271093', 'https://www.semanticscholar.org/author/Weiyang-Liu/36326884']"
2018,FastNorm: Improving Numerical Stability of Deep Network Training with Efficient Normalization,1/20/18,['https://www.semanticscholar.org/paper/FastNorm%3A-Improving-Numerical-Stability-of-Deep-Malladi-Sharapov/8b916d298deb20be66d82c960c9c8e7346367f34'],"['https://www.semanticscholar.org/author/Sadhika-Malladi/34132695', 'https://www.semanticscholar.org/author/Ilya-Sharapov/143627441']"
2018,Do Convolutional Neural Networks act  as Compositional Nearest Neighbors?,11/29/17,['https://www.semanticscholar.org/paper/Do-Convolutional-Neural-Networks-act-as-Nearest-Liu-Bansal/d80a794320836120bab46b467118c65fd6693f57'],"['https://www.semanticscholar.org/author/Deva-Ramanan/1770537', 'https://www.semanticscholar.org/author/Aayush-Bansal/3294630', 'https://www.semanticscholar.org/author/Chunhui-Liu/50557221', 'https://www.semanticscholar.org/author/Victor-Fragoso/2245862']"
2018,DETECTING ADVERSARIAL PERTURBATIONS WITH SALIENCY,3/23/18,"['https://www.semanticscholar.org/paper/Detecting-Adversarial-Perturbations-with-Saliency-Zhang-Yang/8d2db5dd735829bc119d136e4e66a2988853b0ce', 'https://www.semanticscholar.org/paper/Detecting-Adversarial-Perturbations-with-Saliency-Zhang-Ye/8ee5ae716558980c3fb60002b2dc0f7270836e9c']","['https://www.semanticscholar.org/author/Zhimou-Yang/48598757', 'https://www.semanticscholar.org/author/Zuochang-Ye/39197645', 'https://www.semanticscholar.org/author/Chiliang-Zhang/40900301']"
2018,Complex- and Real-Valued Neural Network Architectures,1/3/18,['https://www.semanticscholar.org/paper/Complex-and-Real-Valued-Neural-Network-M%C3%B6nning-Manandhar/f6ee5f19af1208b60b484b1186d8d521fdaf52cc'],"['https://www.semanticscholar.org/author/Suresh-Manandhar/52022374', 'https://www.semanticscholar.org/author/Nils-M%C3%B6nning/72020141']"
2018,HyperNetworks with statistical filtering for defending adversarial examples,11/6/17,['https://www.semanticscholar.org/paper/HyperNetworks-with-statistical-filtering-for-Sun-Ozay/6fc8da70c2cf197b19290d002797313877cbc755'],"['https://www.semanticscholar.org/author/Takayuki-Okatani/1718872', 'https://www.semanticscholar.org/author/Mete-Ozay/2159942', 'https://www.semanticscholar.org/author/Zhun-Sun/3458345']"
2019,Exponentially Decaying Flows for Optimization in Deep Learning,9/27/18,['https://www.semanticscholar.org/paper/Exponentially-Decaying-Flows-for-Optimization-in-Takeori-Nakamura/afa06ca67b339948a6fd2e676e0e8f72c419f6ca'],"['https://www.semanticscholar.org/author/Kenta-Nakamura/2057298', 'https://www.semanticscholar.org/author/Mitsuharu-Takeori/2286398']"
2019,In search of theoretically grounded pruning,9/27/18,['https://www.semanticscholar.org/paper/In-search-of-theoretically-grounded-pruning-Svoboda-Liberis/1605b76942db973594117496f7512f76797612d9'],"['https://www.semanticscholar.org/author/Filip-Svoboda/32423477', 'https://www.semanticscholar.org/author/Nicholas-D.-Lane/144948031', 'https://www.semanticscholar.org/author/Edgar-Liberis/25674299']"
2019,Structured Content Preservation for Unsupervised Text Style Transfer,9/27/18,['https://www.semanticscholar.org/paper/Structured-Content-Preservation-for-Unsupervised-Tian-Hu/701c3c112f54ab392deeb97e3fc2af84b8723f07'],"['https://www.semanticscholar.org/author/Youzhi-Tian/80281511', 'https://www.semanticscholar.org/author/Zhiting-Hu/2749311', 'https://www.semanticscholar.org/author/Zhou-Yu/144007938']"
2019,Advanced Neuroevolution: A gradient-free algorithm to train Deep Neural Networks,9/27/18,['https://www.semanticscholar.org/paper/Advanced-Neuroevolution%3A-A-gradient-free-algorithm-Aly-Weikersdorfer/583d3a443e13b4065cfef6361b40f5a10cdc3934'],"['https://www.semanticscholar.org/author/Ahmed-Aly/145501912', 'https://www.semanticscholar.org/author/David-Weikersdorfer/1711006', 'https://www.semanticscholar.org/author/Claire-Delaunay/66447342']"
2019,Bridging HMMs and RNNs through Architectural Transformations,9/27/18,['https://www.semanticscholar.org/paper/Bridging-HMMs-and-RNNs-through-Architectural-Buys-Bisk/694c0c5a4d0176e29bb85e1b9ca8ea84075fbbbb'],"['https://www.semanticscholar.org/author/Yonatan-Bisk/3312309', 'https://www.semanticscholar.org/author/Yejin-Choi/1699545', 'https://www.semanticscholar.org/author/Jan-Buys/144685020']"
2019,Learning with Little Data: Evaluation of Deep Learning Algorithms,9/27/18,['https://www.semanticscholar.org/paper/Learning-with-Little-Data%3A-Evaluation-of-Deep-Look-Riedelbauch/c7fd64405d0fb3a9061da97c175ca7e9cb609593'],"['https://www.semanticscholar.org/author/Stefan-Riedelbauch/3391026', 'https://www.semanticscholar.org/author/Andreas-Look/41178340']"
2019,Hierarchical Deep Reinforcement Learning Agent with Counter Self-play  on Competitive Games ,9/27/18,['https://www.semanticscholar.org/paper/Hierarchical-Deep-Reinforcement-Learning-Agent-with-Xu-Paster/af804e726d7e34391b3b5f32c4a0d2dbbe76b22a'],"['https://www.semanticscholar.org/author/Trevor-Darrell/1753210', 'https://www.semanticscholar.org/author/Keiran-Paster/73775191', 'https://www.semanticscholar.org/author/Sergey-Levine/1736651', 'https://www.semanticscholar.org/author/Qibin-Chen/50282546', 'https://www.semanticscholar.org/author/Pieter-Abbeel/1689992', 'https://www.semanticscholar.org/author/Haoran-Tang/4990833', 'https://www.semanticscholar.org/author/Huazhe-Xu/3286703']"
2019,Label Smoothing and Logit Squeezing: A Replacement for Adversarial Training?,10/25/19,['https://www.semanticscholar.org/paper/Label-Smoothing-and-Logit-Squeezing%3A-A-Replacement-Shafahi-Ghiasi/176875a416ff1b1a259e0efc7a03c5e2fa43126f'],"['https://www.semanticscholar.org/author/Furong-Huang/40070055', 'https://www.semanticscholar.org/author/Amin-Ghiasi/115752784', 'https://www.semanticscholar.org/author/Ali-Shafahi/3246287', 'https://www.semanticscholar.org/author/Tom-Goldstein/1962083']"
2019,Rotation Equivariant Networks via Conic Convolution and the DFT,9/27/18,['https://www.semanticscholar.org/paper/Rotation-Equivariant-Networks-via-Conic-Convolution-Chidester-Do/4325888c67f8d94f421ada3d79c1cdf1a03e3948'],"['https://www.semanticscholar.org/author/M.-N.-Do/144075307', 'https://www.semanticscholar.org/author/Jian-Ma/145608501', 'https://www.semanticscholar.org/author/Benjamin-Chidester/2252364']"
2019,GradMix: Multi-source Transfer across Domains and Tasks,2/9/20,['https://www.semanticscholar.org/paper/GradMix%3A-Multi-source-Transfer-across-Domains-and-Li-Xu/623664c5079d3f5060952ade2fb1d56dd1286fc3'],"['https://www.semanticscholar.org/author/Ziwei-Xu/2649420', 'https://www.semanticscholar.org/author/Junnan-Li/47786521', 'https://www.semanticscholar.org/author/Mohan-S.-Kankanhalli/1744045', 'https://www.semanticscholar.org/author/Yongkang-Wong/3026404', 'https://www.semanticscholar.org/author/Qi-Zhao/47521917']"
2019,Understanding and Improving Sequence-Labeling NER with Self-Attentive LSTMs,9/27/18,['https://www.semanticscholar.org/paper/Understanding-and-Improving-Sequence-Labeling-NER-Li-Ma/bb1faff615bb91700ac20144fec898d67a0ac2dc'],"['https://www.semanticscholar.org/author/Wei-Yun-Ma/1749660', 'https://www.semanticscholar.org/author/Peng-Hsuan-Li/24899768']"
2019,Differentiable Greedy Networks,9/27/18,['https://www.semanticscholar.org/paper/Differentiable-Greedy-Networks-Powers-Fakoor/31f695ffcdab78b69f66f6a4c71c7fdedc0e8f1f'],"['https://www.semanticscholar.org/author/Rasool-Fakoor/2915023', 'https://www.semanticscholar.org/author/Amanjit-Kainth/79923345', 'https://www.semanticscholar.org/author/Abdel-rahman-Mohamed/40360972', 'https://www.semanticscholar.org/author/Siamak-Shakeri/2944868', 'https://www.semanticscholar.org/author/Abhinav-Sethy/3027446', 'https://www.semanticscholar.org/author/Thomas-Powers/143767013', 'https://www.semanticscholar.org/author/Ruhi-Sarikaya/1705701']"
2019,Efficient Federated Learning via Variational Dropout,9/27/18,['https://www.semanticscholar.org/paper/Efficient-Federated-Learning-via-Variational-Du-Zeng/38cc015343d2ff2c903b0cba7a12ba8bbb35dd13'],"['https://www.semanticscholar.org/author/Xiao-Zeng/143955551', 'https://www.semanticscholar.org/author/Mi-Zhang/144315664', 'https://www.semanticscholar.org/author/Wei-Du/47049513', 'https://www.semanticscholar.org/author/Ming-Yan/143689941']"
2019,Applications of Gaussian Processes in Finance,9/27/18,['https://www.semanticscholar.org/paper/Applications-of-Gaussian-Processes-in-Finance-Nirwan-Bertschinger/d15045c1bff51fc0d7eb716537c7c6b394f22704'],"['https://www.semanticscholar.org/author/Nils-Bertschinger/1750120', 'https://www.semanticscholar.org/author/Rajbir-S.-Nirwan/90230698']"
2019,An Attention-Based Model for Learning Dynamic Interaction Networks,7/14/19,['https://www.semanticscholar.org/paper/An-Attention-Based-Model-for-Learning-Dynamic-Cavallari-Poria/285e29a16e3b58d70bc8ad5547edc3675f51fc39'],"['https://www.semanticscholar.org/author/HongYun-Cai/143754377', 'https://www.semanticscholar.org/author/Vincent-Wenchen-Zheng/3113725', 'https://www.semanticscholar.org/author/Sandro-Cavallari/8381543', 'https://www.semanticscholar.org/author/Soujanya-Poria/1382302885', 'https://www.semanticscholar.org/author/Erik-Cambria/49943757']"
2019,Modeling Evolution of Language Through Time with Neural Networks,9/27/18,['https://www.semanticscholar.org/paper/Modeling-Evolution-of-Language-Through-Time-with-Delasalles-Lamprier/71cb06ef74af98a53953f9e92e1c883c18bbba50'],"['https://www.semanticscholar.org/author/Ludovic-Denoyer/8905591', 'https://www.semanticscholar.org/author/Sylvain-Lamprier/1782552', 'https://www.semanticscholar.org/author/Edouard-Delasalles/32278921']"
