year,title,date,paper_links,author_links
2020,Strong Baseline Defenses Against Clean-Label Poisoning Attacks,9/25/19,['https://www.semanticscholar.org/paper/Strong-Baseline-Defenses-Against-Clean-Label-Gupta-Huang/ffc19585a0770fd2d7cb051ea3f84f1786348e4f'],"['https://www.semanticscholar.org/author/Liam-Fowl/120165773', 'https://www.semanticscholar.org/author/John-P.-Dickerson/1718974', 'https://www.semanticscholar.org/author/Chen-Zhu/144469722', 'https://www.semanticscholar.org/author/W.-Ronny-Huang/145677189', 'https://www.semanticscholar.org/author/Tom-Goldstein/69486855', 'https://www.semanticscholar.org/author/Soheil-Feizi/144806410', 'https://www.semanticscholar.org/author/Neal-Gupta/13898824']"
2020,Domain-Relevant Embeddings for Question Similarity,10/9/19,['https://www.semanticscholar.org/paper/Domain-Relevant-Embeddings-for-Medical-Question-McCreery-Katariya/0138a624b0b074bc6f5eb54e86c0a9e0615a7e1d'],"['https://www.semanticscholar.org/author/Clara-McCreery/12656126', 'https://www.semanticscholar.org/author/Namit-Katariya/2426278', 'https://www.semanticscholar.org/author/Anitha-Kannan/143957267', 'https://www.semanticscholar.org/author/Xavier-Amatriain/2478897', 'https://www.semanticscholar.org/author/Manish-Chablani/51930519']"
2020,Divide-and-Conquer Adversarial Learning for High-Resolution Image Enhancement,9/25/19,['https://www.semanticscholar.org/paper/Divide-and-Conquer-Adversarial-Learning-for-Image-Huang-Paudel/6d49d1d8c1a4d6812f9625adcf2d9b65e98da0f9'],"['https://www.semanticscholar.org/author/Guanju-Li/1390810340', 'https://www.semanticscholar.org/author/Jiqing-Wu/1839268', 'https://www.semanticscholar.org/author/Luc-Van-Gool/1681236', 'https://www.semanticscholar.org/author/Danda-Pani-Paudel/35268081', 'https://www.semanticscholar.org/author/Zhiwu-Huang/145314891', 'https://www.semanticscholar.org/author/Radu-Timofte/1732855']"
2020,Learning Out-of-distribution Detection without Out-of-distribution Data,9/25/19,['https://www.semanticscholar.org/paper/Learning-Out-of-distribution-Detection-without-Data-Hsu-Shen/2a6fdf7200d21d16bb6aeb7c5432354c2e528e1f'],"['https://www.semanticscholar.org/author/Yilin-Shen/1774780', 'https://www.semanticscholar.org/author/Hongxia-Jin/1705713', 'https://www.semanticscholar.org/author/Yen-Chang-Hsu/1912720', 'https://www.semanticscholar.org/author/Zsolt-Kira/145276578']"
2020,ManiGAN: Text-Guided Image Manipulation,9/25/19,['https://www.semanticscholar.org/paper/ManiGAN%3A-Text-Guided-Image-Manipulation-Li-Qi/953667588e089ae99f049e8574d013bb70aa8517'],"['https://www.semanticscholar.org/author/Xiaojuan-Qi/50844674', 'https://www.semanticscholar.org/author/Philip-Hilaire-Sean-Torr/1730268', 'https://www.semanticscholar.org/author/Thomas-Lukasiewicz/1690572', 'https://www.semanticscholar.org/author/Bowen-Li/49730060']"
2020,Empirical observations pertaining to learned priors for deep latent variable models,9/25/19,['https://www.semanticscholar.org/paper/Empirical-observations-pertaining-to-learned-priors-Morrow-Chiu/0d2933a6072c3dab01cebec28f60c5f1f04d12ed'],"['https://www.semanticscholar.org/author/Rogan-Morrow/1576853075', 'https://www.semanticscholar.org/author/Wei-Chen-Chiu/37811787']"
2020,Variational inference of latent hierarchical dynamical systems in neuroscience: an application to calcium imaging data,9/25/19,['https://www.semanticscholar.org/paper/Variational-inference-of-latent-hierarchical-in-an-Prince-Richards/d658f060f00a7f7c1dbb3adad1eb8ea25f264424'],"['https://www.semanticscholar.org/author/Luke-Y.-Prince/3424829', 'https://www.semanticscholar.org/author/Blake-A.-Richards/38498866']"
2020,Characterizing convolutional neural networks with one-pixel signature,9/25/19,['https://www.semanticscholar.org/paper/Characterizing-convolutional-neural-networks-with-Huang-Peng/35f3dba6fc75aa0ddc979dd3b49e14b0b17ed5f4'],"['https://www.semanticscholar.org/author/Shanjiaoyang-Huang/1736534508', 'https://www.semanticscholar.org/author/Zhuowen-Tu/103955652', 'https://www.semanticscholar.org/author/Wei-Qi-Peng/49161566']"
2020,Increasing batch size through instance repetition improves generalization,9/25/19,['https://www.semanticscholar.org/paper/Increasing-batch-size-through-instance-repetition-Hoffer-Ben-Nun/283ac18e120b435b666e1132812386270a2e4cfb'],"['https://www.semanticscholar.org/author/Elad-Hoffer/40555034', 'https://www.semanticscholar.org/author/Daniel-Soudry/1912398', 'https://www.semanticscholar.org/author/Torsten-Hoefler/1713648', 'https://www.semanticscholar.org/author/Niv-Giladi/67166430', 'https://www.semanticscholar.org/author/Tal-Ben-Nun/30602705', 'https://www.semanticscholar.org/author/Itay-Hubara/2477463']"
2020,"Mix & Match: training convnets with mixed image sizes for improved accuracy, speed and scale resiliency",8/12/19,['https://www.semanticscholar.org/paper/An-examination-of-selected-marketing-mix-elements-Yoo-Donthu/f448a3d93c31fcc66ae620a24db3a1c6f3ab6298'],"['https://www.semanticscholar.org/author/Boonghee-Yoo/81830587', 'https://www.semanticscholar.org/author/Sungho-Lee/1730383', 'https://www.semanticscholar.org/author/Naveen-Donthu/2096672']"
2020,Revisit Knowledge Distillation: a Teacher-free Framework,9/25/19,"['https://www.semanticscholar.org/paper/Revisit-Knowledge-Distillation%3A-a-Teacher-free-Yuan-Tay/8d2b23f77b10db21d00a5da926cb20ca0d7f907e', 'https://www.semanticscholar.org/paper/Revisiting-Knowledge-Distillation-via-Label-Yuan-Tay/7ea2a78a8d8a6327bd13aa4f2d9ace9231bd9662']","['https://www.semanticscholar.org/author/Li-Yuan/2142172', 'https://www.semanticscholar.org/author/Francis-E.-H.-Tay/40983412', 'https://www.semanticscholar.org/author/Guilin-Li/153185016', 'https://www.semanticscholar.org/author/Tsaiying-Wang/98137313', 'https://www.semanticscholar.org/author/Li-Yuan/1390761611', 'https://www.semanticscholar.org/author/Guilin-Li/47949267', 'https://www.semanticscholar.org/author/Jiashi-Feng/33221685', 'https://www.semanticscholar.org/author/Tao-Wang/1514738707']"
2020,On learning visual odometry errors,,['https://www.semanticscholar.org/paper/On-learning-visual-odometry-errors-Maio-Lacroix/ea4b8cf2137fa8a1f116f126beeb1c2b2472885b'],"['https://www.semanticscholar.org/author/Andrea-Maio/24390337', 'https://www.semanticscholar.org/author/Simon-Lacroix/1698466']"
2020,Mitigating Posterior Collapse in Strongly Conditioned Variational Autoencoders,9/25/19,['https://www.semanticscholar.org/paper/Mitigating-Posterior-Collapse-in-Strongly-Aliakbarian-Saleh/71490e6b2dcf97ed1eef164026ffb44014296324'],"['https://www.semanticscholar.org/author/Fatemeh-Sadat-Saleh/9120887', 'https://www.semanticscholar.org/author/Mohammad-Sadegh-Aliakbarian/31906425', 'https://www.semanticscholar.org/author/Lars-G.-Petersson/2370776', 'https://www.semanticscholar.org/author/Mathieu-Salzmann/2862871', 'https://www.semanticscholar.org/author/Stephen-J.-Gould/49384810']"
2020,Unsupervised  Video-to-Video Translation via Self-Supervised Learning,9/25/19,['https://www.semanticscholar.org/paper/Unsupervised-Video-to-Video-Translation-via-Liu-Gu/c50ebe0d728534fa543cb6101e423181f60149b9'],"['https://www.semanticscholar.org/author/Shuhang-Gu/2476317', 'https://www.semanticscholar.org/author/Radu-Timofte/1732855', 'https://www.semanticscholar.org/author/Kangning-Liu/120448717']"
2020,ROBUST SINGLE-STEP ADVERSARIAL TRAINING,9/25/19,['https://www.semanticscholar.org/paper/ROBUST-SINGLE-STEP-ADVERSARIAL-TRAINING-Vivek-Babu/ff1a45ecd6fadea5364d09b7a568c345749a4b3f'],"['https://www.semanticscholar.org/author/R.-Venkatesh-Babu/144682140', 'https://www.semanticscholar.org/author/Bindiganavile-S.-Vivek/50748899']"
2020,Attentive Weights Generation for Few Shot Learning via Information Maximization,9/25/19,['https://www.semanticscholar.org/paper/Attentive-Weights-Generation-for-Few-Shot-Learning-Guo-Cheung/f5003f197aea0bfae680559da9462aa396b07a1d'],"['https://www.semanticscholar.org/author/Yiluan-Guo/9207644', 'https://www.semanticscholar.org/author/Ngai-Man-Cheung/143770929']"
2020,DropGrad: Gradient Dropout Regularization for Meta-Learning,9/25/19,['https://www.semanticscholar.org/paper/DropGrad%3A-Gradient-Dropout-Regularization-for-Tseng-Chen/8d17834bb323a96fe638a5ace0895f6ae54caaa9'],"['https://www.semanticscholar.org/author/Ming-Hsuan-Yang/37144787', 'https://www.semanticscholar.org/author/Yung-Wei-Chen/47558904', 'https://www.semanticscholar.org/author/Sifei-Liu/2391885', 'https://www.semanticscholar.org/author/Yi-Hsuan-Tsai/2580349', 'https://www.semanticscholar.org/author/Yen-Yu-Lin/47905461', 'https://www.semanticscholar.org/author/Hung-Yu-Tseng/143963461']"
2020,Hierarchical Image-to-image Translation with Nested Distributions Modeling,9/25/19,['https://www.semanticscholar.org/paper/Hierarchical-Image-to-image-Translation-with-Nested-Qiao-Wang/47dcbcbd20020aab4496be499252112d32e9cc70'],"['https://www.semanticscholar.org/author/Xilin-Chen/1710220', 'https://www.semanticscholar.org/author/Ruiping-Wang/3373117', 'https://www.semanticscholar.org/author/Shishi-Qiao/9648345', 'https://www.semanticscholar.org/author/Shiguang-Shan/144481158']"
2020,Deep Neural Forests: An Architecture for Tabular Data,9/25/19,['https://www.semanticscholar.org/paper/Deep-Neural-Forests%3A-An-Architecture-for-Tabular-Abutbul-Elidan/ea5fd088fbe888908215280350ee69f3996d6542'],"['https://www.semanticscholar.org/author/Ran-El-Yaniv/1397664558', 'https://www.semanticscholar.org/author/Gal-Elidan/1684677', 'https://www.semanticscholar.org/author/Liran-Katzir/2365417', 'https://www.semanticscholar.org/author/Ami-Abutbul/1581334499']"
2020,Is my Deep Learning Model Learning more than I want it to?,9/25/19,['https://www.semanticscholar.org/paper/Is-my-Deep-Learning-Model-Learning-more-than-I-want-Panwar-Tater/960464dde002f17fb12fbdcb911f1ac6f8f07c56'],"['https://www.semanticscholar.org/author/Tarun-Tater/51915835', 'https://www.semanticscholar.org/author/Naveen-Panwar/34065547', 'https://www.semanticscholar.org/author/Anush-Sankaran/2473935', 'https://www.semanticscholar.org/author/Senthil-Kumar-Mani/3250300']"
2020,ADASAMPLE: ADAPTIVE SAMPLING OF HARD POSITIVES FOR DESCRIPTOR LEARNING,9/25/19,['https://www.semanticscholar.org/paper/AdaSample%3A-Adaptive-Sampling-of-Hard-Positives-for-Zhang-Zhang/3f22f112443b9028cd0c183474fa1ab27580e816'],"['https://www.semanticscholar.org/author/Zao-Yi-Zheng/1432233153', 'https://www.semanticscholar.org/author/Jiawang-Bian/3459992', 'https://www.semanticscholar.org/author/Xinyu-Zhang/50812963', 'https://www.semanticscholar.org/author/Ming-Ming-Cheng/37535930', 'https://www.semanticscholar.org/author/Le-Zhang/50081274', 'https://www.semanticscholar.org/author/Yunlong-Liu/49420738']"
2020,Better Optimization for Neural Architecture Search with Mixed-Level Reformulation,9/25/19,['https://www.semanticscholar.org/paper/Better-Optimization-for-Neural-Architecture-Search-He-Ye/72ef3ee98a7ab73a48406e1a3b5205bc98dec20d'],"['https://www.semanticscholar.org/author/Chaoyang-He/31927890', 'https://www.semanticscholar.org/author/Haishan-Ye/2729522', 'https://www.semanticscholar.org/author/Tong-Zhang/50728655']"
2020,Neural Reverse Engineering of Stripped Binaries,2/25/19,['https://www.semanticscholar.org/paper/Neural-Reverse-Engineering-of-Stripped-Binaries-David-Alon/030672cf53c11800602dbb66217b3cd1bf4b95e9'],"['https://www.semanticscholar.org/author/Uri-Alon/47051926', 'https://www.semanticscholar.org/author/Eran-Yahav/1743232', 'https://www.semanticscholar.org/author/Yaniv-David/1974088']"
2020,Cost-Effective Interactive Neural Attention Learning,6/9/20,['https://www.semanticscholar.org/paper/Cost-effective-Interactive-Attention-Learning-with-Heo-Park/23269ee8c2c1f11cb6f298aad3ab7df4f57ffb0f'],"['https://www.semanticscholar.org/author/Hyewon-Jeong/2089710', 'https://www.semanticscholar.org/author/Eunho-Yang/1720494', 'https://www.semanticscholar.org/author/Kwang-Joon-Kim/79394954', 'https://www.semanticscholar.org/author/Junhyeon-Park/51194683', 'https://www.semanticscholar.org/author/Jay-Heo/46227349', 'https://www.semanticscholar.org/author/Sung-Ju-Hwang/35788904', 'https://www.semanticscholar.org/author/Juho-Lee/48174830']"
2020,Gated Channel Transformation for Visual Recognition,9/25/19,['https://www.semanticscholar.org/paper/Gated-Channel-Transformation-for-Visual-Recognition-Yang-Zhu/6a6fa3e3a37b6eebc382a59de8cbc3c6c6eb710d'],"['https://www.semanticscholar.org/author/Yezhou-Yang/7607499', 'https://www.semanticscholar.org/author/Zongxin-Yang/15556978', 'https://www.semanticscholar.org/author/Linchao-Zhu/2948393']"
2020,Masked Translation Model,9/25/19,['https://www.semanticscholar.org/paper/Masked-Translation-Model-Nix-Kim/93800f8d7dd7647167d2a41bc479fa8cab7b24f3'],"['https://www.semanticscholar.org/author/Arne-Nix/120981230', 'https://www.semanticscholar.org/author/Yunsu-Kim/3179080', 'https://www.semanticscholar.org/author/Shahram-Khadivi/2490162', 'https://www.semanticscholar.org/author/Jan-Rosendahl/24905818', 'https://www.semanticscholar.org/author/Hermann-Ney/145322333']"
2020,Target-directed Atomic Importance Estimation via Reverse Self-attention,9/25/19,['https://www.semanticscholar.org/paper/Target-directed-Atomic-Importance-Estimation-via-Na-Kim/6c832804b7789bc13ac445b7bfd602c7477d04c7'],"['https://www.semanticscholar.org/author/Hyunwoo-Kim/8186013', 'https://www.semanticscholar.org/author/Gyoung-S.-Na/51113624']"
2020,ProxNet: End-to-End Learning of  Structured Representation by Proximal Mapping,9/25/19,['https://www.semanticscholar.org/paper/ProxNet%3A-End-to-End-Learning-of-Structured-by-Li-Ma/a8368181d2e325fcc397dc535db16946fe5f1e13'],"['https://www.semanticscholar.org/author/Mengting-Li/8392935', 'https://www.semanticscholar.org/author/Yingyi-Ma/121720851', 'https://www.semanticscholar.org/author/Xin-hua-Zhang/49469336']"
2020,Measure by Measure: Automatic Music Composition with Traditional Western Music Notation,9/25/19,['https://www.semanticscholar.org/paper/Measure-by-Measure%3A-Automatic-Music-Composition-Yan-Duan/2f4187476c51a95572dd021474d280c0a060a8d5'],"['https://www.semanticscholar.org/author/Yujia-Yan/47971027', 'https://www.semanticscholar.org/author/Zhiyao-Duan/72028302']"
2020,When Do Variational Autoencoders Know  What They Don't Know?,9/25/19,['https://www.semanticscholar.org/paper/When-Do-Variational-Autoencoders-Know-What-They-Dai-Wipf/8b789780ae556042b338f8c9af82586843f01a0a'],"['https://www.semanticscholar.org/author/David-Wipf/46794011', 'https://www.semanticscholar.org/author/Bin-Dai/144065729']"
2020,Irrationality can help reward inference,9/25/19,['https://www.semanticscholar.org/paper/Irrationality-can-help-reward-inference-Chan-Critch/c5602e898f9f84d3eb41e00281a6d2463d8196ce'],"['https://www.semanticscholar.org/author/L.-Chan/1679211', 'https://www.semanticscholar.org/author/Andrew-Critch/2651789', 'https://www.semanticscholar.org/author/Anca-D.-Dragan/2745001']"
2020,One Generation Knowledge Distillation by Utilizing Peer Samples,9/25/19,['https://www.semanticscholar.org/paper/One-Generation-Knowledge-Distillation-by-Utilizing-Li-An/389472818b300b55ed6c6e67235d9a602498f7ef'],"['https://www.semanticscholar.org/author/Haoyi-Xiong/40518823', 'https://www.semanticscholar.org/author/Jun-Huan/144733837', 'https://www.semanticscholar.org/author/Haozhe-An/1576552123', 'https://www.semanticscholar.org/author/Dejing-Dou/1721158', 'https://www.semanticscholar.org/author/Xingjian-Li/48568352', 'https://www.semanticscholar.org/author/Chengzhong-Xu/38623820']"
2020,Guided variational autoencoder for disentanglement learning,4/2/20,['https://www.semanticscholar.org/paper/Guided-Variational-Autoencoder-for-Disentanglement-Ding-Xu/5f4cc3ca463b9b384b6981f2892261239ef25fc0'],"['https://www.semanticscholar.org/author/Zheng-Ding/143910044', 'https://www.semanticscholar.org/author/M.-Welling/144026434', 'https://www.semanticscholar.org/author/Zhuowen-Tu/103955652', 'https://www.semanticscholar.org/author/Yifan-Xu/40399533', 'https://www.semanticscholar.org/author/Yang-Yang/46285717', 'https://www.semanticscholar.org/author/Weijian-Xu/50232043']"
2020,Learning Sparsity and Quantization Jointly and Automatically for Neural Network Compression via Constrained Optimization,9/25/19,['https://www.semanticscholar.org/paper/Learning-Sparsity-and-Quantization-Jointly-and-for-Yang-Gui/72ecdebd7b6b2dfe277810b8a9ea92079d03f06a'],"['https://www.semanticscholar.org/author/Ji-Liu/102551205', 'https://www.semanticscholar.org/author/Shupeng-Gui/3631339', 'https://www.semanticscholar.org/author/Yuhao-Zhu/2124167', 'https://www.semanticscholar.org/author/Haichuan-Yang/3274411']"
2020,FairFace: A Novel Face Attribute Dataset for Bias Measurement and Mitigation,9/25/19,['https://www.semanticscholar.org/paper/FairFace%3A-A-Novel-Face-Attribute-Dataset-for-Bias-K%C3%A4rkk%C3%A4inen-Joo/600aa904746afc41d4d321b23c901da5cdfd1538'],"['https://www.semanticscholar.org/author/Kimmo-K%C3%A4rkk%C3%A4inen/66908398', 'https://www.semanticscholar.org/author/Jungseock-Joo/1834047']"
2020,Pruning Depthwise Separable Convolutions for Extra Efficiency Gain of Lightweight Models,9/25/19,['https://www.semanticscholar.org/paper/Pruning-Depthwise-Separable-Convolutions-for-Extra-Tu-Lee/222109e41b77438474600053b4989528facc39d5'],"['https://www.semanticscholar.org/author/Chu-Song-Chen/1720473', 'https://www.semanticscholar.org/author/Jia-Hong-Lee/1781429', 'https://www.semanticscholar.org/author/Yi-Ming-Chan/2679814', 'https://www.semanticscholar.org/author/Cheng-Hao-Tu/51294406']"
2020,Benchmarking Adversarial Robustness,12/26/19,['https://www.semanticscholar.org/paper/Benchmarking-Adversarial-Robustness-Dong-Fu/7d0c27d1c71056ae5de054b876aaba429d83dee1'],"['https://www.semanticscholar.org/author/Qi-An-Fu/122796274', 'https://www.semanticscholar.org/author/Yinpeng-Dong/3431029', 'https://www.semanticscholar.org/author/Xiao-Yang/46402311', 'https://www.semanticscholar.org/author/Jun-Zhu/145254056', 'https://www.semanticscholar.org/author/Tianyu-Pang/19201674', 'https://www.semanticscholar.org/author/Zihao-Xiao/9381483']"
2020,Unsupervised Learning from Video with Deep Neural Embeddings,5/28/19,['https://www.semanticscholar.org/paper/Unsupervised-Learning-from-Video-with-Deep-Neural-Zhuang-Andonian/02cd7e1a888fedd25337a4598f332c5203091e71'],"['https://www.semanticscholar.org/author/Alex-Andonian/50112310', 'https://www.semanticscholar.org/author/Daniel-L.-K.-Yamins/40657572', 'https://www.semanticscholar.org/author/Chengxu-Zhuang/2117357']"
2020,Towards Unifying Neural Architecture Space Exploration and Generalization,9/25/19,['https://www.semanticscholar.org/paper/Towards-Unifying-Neural-Architecture-Space-and-Bhardwaj-Marculescu/c0a3c49c56ef482b507c82e80f20e5277f8a4766'],"['https://www.semanticscholar.org/author/Kartikeya-Bhardwaj/38632603', 'https://www.semanticscholar.org/author/Radu-Marculescu/1702532']"
2020,IEG: Robust neural net training with severe label noises,9/25/19,['https://www.semanticscholar.org/paper/IEG%3A-Robust-neural-net-training-with-severe-label-Zhang-Zhang/783917ae29961bb04c5e680e6fef204c9e64c703'],"['https://www.semanticscholar.org/author/Zizhao-Zhang/2476328', 'https://www.semanticscholar.org/author/Sercan-%C3%96.-Arik/2676352', 'https://www.semanticscholar.org/author/Honglak-Lee/1697141', 'https://www.semanticscholar.org/author/Tomas-Pfister/1945962', 'https://www.semanticscholar.org/author/Han-Zhang/120811666']"
2020,Stochastic Geodesic Optimization for Neural Networks,9/25/19,['https://www.semanticscholar.org/paper/Stochastic-Geodesic-Optimization-for-Neural-Rashidi-An/a854e7140885795accafbddfd83441d1c4bc7e06'],"['https://www.semanticscholar.org/author/Aijun-An/144081368', 'https://www.semanticscholar.org/author/Xiaogang-Wang/48631549', 'https://www.semanticscholar.org/author/Zana-Rashidi/71425610']"
2020,WEEGNET: an wavelet based Convnet for Brain-computer interfaces,9/25/19,['https://www.semanticscholar.org/paper/WEEGNET%3A-an-wavelet-based-Convnet-for-interfaces-Riyad-Khalil/44d107c32c7c3c691306f18cdc90084ebd489d41'],"['https://www.semanticscholar.org/author/Abdellah-Adib/2486666', 'https://www.semanticscholar.org/author/Mouad-Riyad/147582370', 'https://www.semanticscholar.org/author/Mohammed-Khalil/144243070']"
2020,Classification as Decoder: Trading Flexibility for Control in Multi Domain Dialogue,9/25/19,['https://www.semanticscholar.org/paper/Classification-as-Decoder%3A-Trading-Flexibility-for-Shleifer-Chablani/7b9a99ac52650aed1ae01bb0b129a8c76581169e'],"['https://www.semanticscholar.org/author/Anitha-Kannan/143957267', 'https://www.semanticscholar.org/author/Xavier-Amatriain/69036053', 'https://www.semanticscholar.org/author/Namit-Katariya/2426278', 'https://www.semanticscholar.org/author/Manish-Chablani/51930519', 'https://www.semanticscholar.org/author/Sam-Shleifer/88728159']"
2020,Anomaly Detection and Localization in Images using Guided Attention,9/25/19,['https://www.semanticscholar.org/paper/Anomaly-Detection-and-Localization-in-Images-using-Venkataramanan-Singh/c1806c7b341f1e1e4b8e0f8a5520e50c21351e40'],"['https://www.semanticscholar.org/author/Rajat-Vikram-Singh/117937623', 'https://www.semanticscholar.org/author/Kuan-Chuan-Peng/2692770', 'https://www.semanticscholar.org/author/Shashanka-Venkataramanan/39863130']"
2020,In-training Matrix Factorization for Parameter-frugal Neural Machine Translation,9/25/19,"['https://www.semanticscholar.org/paper/In-training-Matrix-Factorization-for-Neural-Machine-Kaden-Scao/c78dfdc3b9ed7d869b67e22fcba68d7df7800d27', 'https://www.semanticscholar.org/paper/PARAMETER-FRUGAL-NEURAL-MACHINE-TRANS-LATION-Kaden-Scao/97802cb64260c6b80e64e032c3c6d2fa7f482598']","['https://www.semanticscholar.org/author/Teven-Le-Scao/1379806208', 'https://www.semanticscholar.org/author/Zachary-Kaden/51010350', 'https://www.semanticscholar.org/author/Raphael-Olivier/51236314']"
2020,Spatial Information is Overrated for Image Classification,9/25/19,['https://www.semanticscholar.org/paper/Spatial-Information-is-Overrated-for-Image-Fan-Xian/d6ddda8666a054726d40c365794a94666632a30e'],"['https://www.semanticscholar.org/author/Yongqin-Xian/3370667', 'https://www.semanticscholar.org/author/Bernt-Schiele/48920094', 'https://www.semanticscholar.org/author/Yue-Fan/91960435', 'https://www.semanticscholar.org/author/Max-Maria-Losch/50048935']"
2020,GMM-UNIT: Unsupervised Multi-Domain and Multi-Modal Image-to-Image Translation via Attribute Gaussian Mixture Modelling,3/15/20,['https://www.semanticscholar.org/paper/GMM-UNIT%3A-Unsupervised-Multi-Domain-and-Multi-Modal-Liu-Nadai/30282087b90d9103c8b428a4a6d5ebf4cc84794b'],"['https://www.semanticscholar.org/author/Bruno-Lepri/49305855', 'https://www.semanticscholar.org/author/Yahui-Liu/40566312', 'https://www.semanticscholar.org/author/Xavier-Alameda-Pineda/1382657362', 'https://www.semanticscholar.org/author/Nicu-Sebe/1703601', 'https://www.semanticscholar.org/author/Marco-De-Nadai/7405787', 'https://www.semanticscholar.org/author/Jian-Yao/114689671']"
2020,Information lies in the eye of the beholder: The effect of representations on observed mutual information,9/25/19,['https://www.semanticscholar.org/paper/Information-lies-in-the-eye-of-the-beholder%3A-The-of-Zilly-Hetzel/01d22e58e721474fb3ccc7f284d944ae7ee33b8c'],"['https://www.semanticscholar.org/author/Lorenz-Hetzel/1469448040', 'https://www.semanticscholar.org/author/Andrea-Censi/47986594', 'https://www.semanticscholar.org/author/Emilio-Frazzoli/1777799', 'https://www.semanticscholar.org/author/Julian-G.-Zilly/2360589']"
2020,Quantitatively Disentangling and Understanding Part Information in CNNs,9/25/19,['https://www.semanticscholar.org/paper/Quantitatively-Disentangling-and-Understanding-Part-Zhang-Yang/e4bd1dd7edb0be2e6dbb3ac0a7852e2d8e2e8ccd'],"['https://www.semanticscholar.org/author/Haotian-Ma/79492173', 'https://www.semanticscholar.org/author/Quanshi-Zhang/22063226', 'https://www.semanticscholar.org/author/Ying-Nian-Wu/39092098', 'https://www.semanticscholar.org/author/Yefeng-Yang/91893892']"
2020,Graph-based motion planning networks,9/25/19,['https://www.semanticscholar.org/paper/Graph-based-motion-planning-networks-Hoang-Vien/49b46f21834ece8c0fcab1ab9174fa81e885418b'],"['https://www.semanticscholar.org/author/Ngo-Anh-Vien/2452570', 'https://www.semanticscholar.org/author/Tai-Hoang/50852271']"
2020,Bridging ELBO objective and MMD,10/29/19,['https://www.semanticscholar.org/paper/Bridging-the-ELBO-and-MMD-Ucar/f840a46204c3a5922a34850cfc67478f719e91a0'],['https://www.semanticscholar.org/author/Talip-Ucar/9378939']
2020,Deep 3D-Zoom Net: Unsupervised Learning of Photo-Realistic 3D-Zoom,9/20/19,['https://www.semanticscholar.org/paper/Deep-3D-Zoom-Net%3A-Unsupervised-Learning-of-3D-Zoom-Bello-Kim/6104cf7304a6ee90eb3b2850ff6c2e06f298710b'],"['https://www.semanticscholar.org/author/Munchurl-Kim/123446757', 'https://www.semanticscholar.org/author/Juan-Luis-Gonzalez-Bello/88677858']"
2020,Hierarchical Complement Objective Training,9/25/19,['https://www.semanticscholar.org/paper/Hierarchical-Complement-Objective-Training-Chen-Tsai/67dc968aeb309e5c7137df4133d828fd385a8d2f'],"['https://www.semanticscholar.org/author/Li-Huang-Tsai/1410724079', 'https://www.semanticscholar.org/author/Shih-Chieh-Chang/144893148', 'https://www.semanticscholar.org/author/Yuting-Chen/101612282', 'https://www.semanticscholar.org/author/Wei-Wei/145673161', 'https://www.semanticscholar.org/author/Jiayu-Pan/7588888', 'https://www.semanticscholar.org/author/Da-Cheng-Juan/50270386', 'https://www.semanticscholar.org/author/Hao-Yun-Chen/47666268']"
2020,Anomalous Pattern Detection in Activations and Reconstruction Error of Autoencoders,9/25/19,['https://www.semanticscholar.org/paper/Anomalous-Pattern-Detection-in-Activations-and-of-Cintas-Speakman/ebe2c4743c2c96ef1d84b0f7316c01b8398924a7'],"['https://www.semanticscholar.org/author/Celia-Cintas/1414041728', 'https://www.semanticscholar.org/author/Skyler-Speakman/40205485', 'https://www.semanticscholar.org/author/Edward-McFowland/1993988', 'https://www.semanticscholar.org/author/Srihari-Sridharan/47844807', 'https://www.semanticscholar.org/author/William-Ogallo/1423725451', 'https://www.semanticscholar.org/author/Victor-Akinwande/32662204']"
2020,Dynamically Balanced Value Estimates for Actor-Critic Methods,9/25/19,['https://www.semanticscholar.org/paper/Dynamically-Balanced-Value-Estimates-for-Methods-Dorka-Boedecker/ac36fb5e781f4664484088525a4009da4edfcfc8'],"['https://www.semanticscholar.org/author/Wolfram-Burgard/1725973', 'https://www.semanticscholar.org/author/Joschka-Boedecker/145581493', 'https://www.semanticscholar.org/author/Nicolai-Dorka/40796223']"
2020,MultiGrain: a unified image embedding for classes and instances,2/14/19,['https://www.semanticscholar.org/paper/MultiGrain%3A-a-unified-image-embedding-for-classes-Berman-J%C3%A9gou/1e7678467b1807777dcd9be557b79328ce9419a8'],"['https://www.semanticscholar.org/author/Iasonas-Kokkinos/2010660', 'https://www.semanticscholar.org/author/Herv%C3%A9-J%C3%A9gou/1681054', 'https://www.semanticscholar.org/author/Andrea-Vedaldi/1687524', 'https://www.semanticscholar.org/author/Matthijs-Douze/3271933', 'https://www.semanticscholar.org/author/Maxim-Berman/9907891']"
2020,A Simple Geometric Proof for the Benefit of Depth in ReLU Networks,9/25/19,['https://www.semanticscholar.org/paper/A-Simple-Geometric-Proof-for-the-Benefit-of-Depth-Amrami-Goldberg/b9184a2006d1aa19d9d60626a0d196c57d6e6617'],"['https://www.semanticscholar.org/author/Asaf-Amrami/51230905', 'https://www.semanticscholar.org/author/Yoav-Goldberg/79775260']"
