year,title,first_appearance_date,papers,authors
2017,Generative Models and Model Criticism via Optimized Maximum Mean Discrepancy,11/14/2016,['https://www.semanticscholar.org/paper/Generative-Models-and-Model-Criticism-via-Optimized-Sutherland-Tung/d772a21f2f687985b41bec2dc47bc2760c57ed2f'],"['https://www.semanticscholar.org/author/Alexander-J.-Smola/1691629', 'https://www.semanticscholar.org/author/Heiko-Strathmann/1679743', 'https://www.semanticscholar.org/author/Dougal-J.-Sutherland/36326783', 'https://www.semanticscholar.org/author/Aaditya-Ramdas/2556942', 'https://www.semanticscholar.org/author/Soumyajit-De/25740168', 'https://www.semanticscholar.org/author/Arthur-Gretton/1708497', 'https://www.semanticscholar.org/author/Hsiao-Yu-Fish-Tung/1693704']"
2017,A Simple but Tough-to-Beat Baseline for Sentence Embeddings,4/24/2017,['https://www.semanticscholar.org/paper/A-Simple-but-Tough-to-Beat-Baseline-for-Sentence-Arora-Liang/3f1802d3f4f5f6d66875dac09112f978f12e1e1e'],"['https://www.semanticscholar.org/author/Tengyu-Ma/1901958', 'https://www.semanticscholar.org/author/Yingyu-Liang/40609253', 'https://www.semanticscholar.org/author/Sanjeev-Arora/145563465']"
2017,A Baseline for Detecting Misclassified and Out-of-Distribution Examples in Neural Networks,10/7/2016,['https://www.semanticscholar.org/paper/A-Baseline-for-Detecting-Misclassified-and-Examples-Hendrycks-Gimpel/6ff2a434578ff2746b9283e45abf296887f48a2d'],"['https://www.semanticscholar.org/author/Kevin-Gimpel/1700980', 'https://www.semanticscholar.org/author/Dan-Hendrycks/3422872']"
2017,MS MARCO: A Human-Generated MAchine Reading COmprehension Dataset,11/28/2016,['https://www.semanticscholar.org/paper/MS-MARCO%3A-A-Human-Generated-MAchine-Reading-Dataset-Campos-Nguyen/a69cf45d44a9d806d2487a1ffb9eca71ee73c2ee'],"['https://www.semanticscholar.org/author/Xia-Song/50706785', 'https://www.semanticscholar.org/author/Mir-Rosenberg/40319105', 'https://www.semanticscholar.org/author/Li-Deng/144718788', 'https://www.semanticscholar.org/author/Tri-Nguyen/145662791', 'https://www.semanticscholar.org/author/Saurabh-Tiwary/40070335', 'https://www.semanticscholar.org/author/Jianfeng-Gao/1800422', 'https://www.semanticscholar.org/author/Rangan-Majumder/32431940']"
2017,Dynamic Steerable Frame Networks,4/24/2017,['https://www.semanticscholar.org/paper/Dynamic-Steerable-Frame-Networks-Jacobsen-Brabandere/be368d10c632531400b85a526ece0d4787d577b7'],"['https://www.semanticscholar.org/author/J%C3%B6rn-Henrik-Jacobsen/51919565', 'https://www.semanticscholar.org/author/Bert-De-Brabandere/3384995', 'https://www.semanticscholar.org/author/Arnold-W.-M.-Smeulders/144638781']"
2017,FILTER SHAPING FOR CONVOLUTIONAL NEURAL NETWORKS,4/24/2017,['https://www.semanticscholar.org/paper/Filter-shaping-for-Convolutional-Neural-Networks-Li-Li/0ef8ba551c025747333382bb627f305b540543dc'],"['https://www.semanticscholar.org/author/Raviv-Raich/1911921', 'https://www.semanticscholar.org/author/Xingyi-Li/47057584', 'https://www.semanticscholar.org/author/Fuxin-Li/3141988', 'https://www.semanticscholar.org/author/Xiaoli-Z.-Fern/1694273']"
2017, A Theoretical Framework for Robustness of (Deep) Classifiers against Adversarial Samples,12/1/2016,['https://www.semanticscholar.org/paper/A-Theoretical-Framework-for-Robustness-of-(Deep)-Wang-Gao/3d8b23e18d74eef633ce03ef73d7df588245a698'],"['https://www.semanticscholar.org/author/Beilun-Wang/3407212', 'https://www.semanticscholar.org/author/Yanjun-Qi/1791105', 'https://www.semanticscholar.org/author/Ji-Gao/144029129']"
2017,Efficient Vector Representation for Documents through Corruption,4/24/2017,['https://www.semanticscholar.org/paper/Efficient-Vector-Representation-for-Documents-Chen/67b60c720e9691c0d98dbd0b9004e99e6da3fc47'],['https://www.semanticscholar.org/author/Minmin-Chen/1743082']
2017,Adversarial Training Methods for Semi-Supervised Text Classification,5/25/2016,"['https://www.semanticscholar.org/paper/Adversarial-Training-Methods-for-Semi-Supervised-Miyato-Dai/2cd55ded95d5d13430edfa223ba591b514ebe8a5', 'https://www.semanticscholar.org/paper/Virtual-Adversarial-Training-for-Semi-Supervised-Miyato-Dai/93d8d45fe8101545ae6d9fab3dbb38f904ff7b4e']","['https://www.semanticscholar.org/author/Takeru-Miyato/3213400', 'https://www.semanticscholar.org/author/Ian-J.-Goodfellow/153440022', 'https://www.semanticscholar.org/author/Andrew-M.-Dai/2555924']"
2017,Neural Architecture Search with Reinforcement Learning,11/5/2016,['https://www.semanticscholar.org/paper/Neural-Architecture-Search-with-Reinforcement-Zoph-Le/67d968c7450878190e45ac7886746de867bf673d'],"['https://www.semanticscholar.org/author/Barret-Zoph/2368067', 'https://www.semanticscholar.org/author/Quoc-V.-Le/2827616']"
2017,Decomposing Motion and Content for Natural Video Sequence Prediction,4/24/2017,['https://www.semanticscholar.org/paper/Decomposing-Motion-and-Content-for-Natural-Video-Villegas-Yang/b8375ff50b8a6f1a10dd809129a18df96888ac8b'],"['https://www.semanticscholar.org/author/Seunghoon-Hong/2241528', 'https://www.semanticscholar.org/author/Jimei-Yang/1768964', 'https://www.semanticscholar.org/author/Xunyu-Lin/10668384', 'https://www.semanticscholar.org/author/Honglak-Lee/1697141', 'https://www.semanticscholar.org/author/Ruben-Villegas/144543406']"
2017,Maximum Entropy Flow Networks,1/12/2017,['https://www.semanticscholar.org/paper/Maximum-Entropy-Flow-Networks-Loaiza-Ganem-Gao/b88e7d3ecbc62baaf3959fb62702e68790e2bfa6'],"['https://www.semanticscholar.org/author/John-P.-Cunningham/2575774', 'https://www.semanticscholar.org/author/Yuanjun-Gao/3378078', 'https://www.semanticscholar.org/author/Gabriel-Loaiza-Ganem/1417035074']"
2017,beta-VAE: Learning Basic Visual Concepts with a Constrained Variational Framework,4/24/2017,['https://www.semanticscholar.org/paper/beta-VAE%3A-Learning-Basic-Visual-Concepts-with-a-Higgins-Matthey/a90226c41b79f8b06007609f39f82757073641e2'],"['https://www.semanticscholar.org/author/Alexander-Lerchner/2289726', 'https://www.semanticscholar.org/author/Xavier-Glorot/3119801', 'https://www.semanticscholar.org/author/Shakir-Mohamed/14594344', 'https://www.semanticscholar.org/author/Matthew-M-Botvinick/46378362', 'https://www.semanticscholar.org/author/Arka-Pal/3422676', 'https://www.semanticscholar.org/author/Irina-Higgins/39051054', 'https://www.semanticscholar.org/author/Christopher-Burgess/143641906', 'https://www.semanticscholar.org/author/Lo%C3%AFc-Matthey/2367480']"
2017,Soft Weight-Sharing for Neural Network Compression,2/13/2017,['https://www.semanticscholar.org/paper/Soft-Weight-Sharing-for-Neural-Network-Compression-Ullrich-Meeds/6c018075720da00d81938bec1c1d2cde42f19d7d'],"['https://www.semanticscholar.org/author/Edward-Meeds/2848132', 'https://www.semanticscholar.org/author/Max-Welling/1678311', 'https://www.semanticscholar.org/author/Karen-Ullrich/39677614']"
2017,Support Regularized Sparse Coding and Its Fast Encoder,4/24/2017,"['https://www.semanticscholar.org/paper/Support-Regularized-Sparse-Coding-and-Its-Fast-Yang-Yu/d580cf2cf9493b67d08fa8b2300f3bbc9ed864b7', 'https://www.semanticscholar.org/paper/PARSE-C-ODING-AND-I-TS-F-AST-E-NCODER-Yang-Yu/4a37272cf779184386badd2debca8ed0538a3cdf']","['https://www.semanticscholar.org/author/Jianchao-Yang/1706007', 'https://www.semanticscholar.org/author/Thomas-S.-Huang/1739208', 'https://www.semanticscholar.org/author/Jiahui-Yu/46380478', 'https://www.semanticscholar.org/author/Yingzhen-Yang/2680237', 'https://www.semanticscholar.org/author/Pushmeet-Kohli/143967473']"
2017,Stochastic Neural Networks for Hierarchical Reinforcement Learning,4/10/2017,['https://www.semanticscholar.org/paper/Stochastic-Neural-Networks-for-Hierarchical-Florensa-Duan/3deecaee4ec1a37de3cb10420eaabff067669e17'],"['https://www.semanticscholar.org/author/Carlos-Florensa/10104623', 'https://www.semanticscholar.org/author/Pieter-Abbeel/1689992', 'https://www.semanticscholar.org/author/Yan-Duan/144581158']"
2017,Combining policy gradient and Q-learning,11/5/2016,"[""https://www.semanticscholar.org/paper/PGQ%3A-Combining-policy-gradient-and-Q-learning-O'Donoghue-Munos/c40dd8f235aabe6efbb93c59c0536adf491f9ead"", ""https://www.semanticscholar.org/paper/Combining-policy-gradient-and-Q-learning-O'Donoghue-Munos/5592edb72f1b0dea936ff8baa5ce81fd136b6f59""]","[""https://www.semanticscholar.org/author/Brendan-O'Donoghue/1389654226"", 'https://www.semanticscholar.org/author/R%C3%A9mi-Munos/118538000', 'https://www.semanticscholar.org/author/Volodymyr-Mnih/3255983', 'https://www.semanticscholar.org/author/Koray-Kavukcuoglu/2645384']"
2017,Recurrent Environment Simulators,4/7/2017,['https://www.semanticscholar.org/paper/Recurrent-Environment-Simulators-Chiappa-Racani%C3%A8re/bb430ec2f25e4a1513073a2a4098cbb942c2e3e0'],"['https://www.semanticscholar.org/author/Daan-Wierstra/1688276', 'https://www.semanticscholar.org/author/S%C3%A9bastien-Racani%C3%A8re/2026995', 'https://www.semanticscholar.org/author/Silvia-Chiappa/48880818', 'https://www.semanticscholar.org/author/Shakir-Mohamed/14594344']"
2017,Multi-Agent Cooperation and the Emergence of (Natural) Language,12/21/2016,['https://www.semanticscholar.org/paper/Multi-Agent-Cooperation-and-the-Emergence-of-Lazaridou-Peysakhovich/f91d1db0fa2ac12e0262a8f5e6a371da29a3c100'],"['https://www.semanticscholar.org/author/Angeliki-Lazaridou/2672644', 'https://www.semanticscholar.org/author/Alexander-Peysakhovich/1970752', 'https://www.semanticscholar.org/author/Marco-Baroni/145283199']"
2017,Stick-Breaking Variational Autoencoders,5/20/2016,"['https://www.semanticscholar.org/paper/STICK-BREAKING-VARIATIONAL-AUTOENCODERS-C%C3%B4t%C3%A9/1a8bd59699d8c025fc092a25331ec33f27f4d5ee', 'https://www.semanticscholar.org/paper/Stick-Breaking-Variational-Autoencoders-Nalisnick-Smyth/cdc9b1759ee485e34045dbe8de947967d259d191']","['https://www.semanticscholar.org/author/Padhraic-Smyth/50860274', 'https://www.semanticscholar.org/author/Eric-T.-Nalisnick/2478908']"
2017,Sigma Delta Quantized Networks,11/7/2016,"[""https://www.semanticscholar.org/paper/Sigma-Delta-Quantized-Networks-O'Connor-Welling/6fd4b90193efbd0922554672abb52fa1886f607f""]","['https://www.semanticscholar.org/author/Max-Welling/1678311', ""https://www.semanticscholar.org/author/Peter-O'Connor/1410167474""]"
2017,Semi-supervised deep learning by metric embedding,11/4/2016,['https://www.semanticscholar.org/paper/Semi-supervised-deep-learning-by-metric-embedding-Hoffer-Ailon/f2546d4762610b425bd38a68026a24a517785fd2'],"['https://www.semanticscholar.org/author/Nir-Ailon/2048494', 'https://www.semanticscholar.org/author/Elad-Hoffer/40555034']"
2017,Adversarial Feature Learning,5/31/2016,['https://www.semanticscholar.org/paper/Adversarial-Feature-Learning-Donahue-Kr%C3%A4henb%C3%BChl/1db6e3078597386ac4222ba6c3f4f61b61f53539'],"['https://www.semanticscholar.org/author/Jeff-Donahue/7408951', 'https://www.semanticscholar.org/author/Trevor-Darrell/1753210', 'https://www.semanticscholar.org/author/Philipp-Kr%C3%A4henb%C3%BChl/2562966']"
2017,Learning Visual Servoing with Deep Features and Fitted Q-Iteration,3/31/2017,['https://www.semanticscholar.org/paper/Learning-Visual-Servoing-with-Deep-Features-and-Lee-Levine/a82201136fd3e835fbe240368047feeed62a084e'],"['https://www.semanticscholar.org/author/Alex-X.-Lee/49250083', 'https://www.semanticscholar.org/author/Sergey-Levine/1736651', 'https://www.semanticscholar.org/author/Pieter-Abbeel/1689992']"
2017,Learning End-to-End Goal-Oriented Dialog,5/24/2016,['https://www.semanticscholar.org/paper/Learning-End-to-End-Goal-Oriented-Dialog-Bordes-Weston/f81be44000814e7bcb12ae04b4e2d9c01b6515b3'],"['https://www.semanticscholar.org/author/Antoine-Bordes/1713934', 'https://www.semanticscholar.org/author/Jason-Weston/145183709', 'https://www.semanticscholar.org/author/Y-Lan-Boureau/90841478']"
2017,Learning Graphical State Transitions,4/24/2017,['https://www.semanticscholar.org/paper/Learning-Graphical-State-Transitions-Johnson/edbc873a248768a626ef2bc57b3d1eff30de0e11'],['https://www.semanticscholar.org/author/Daniel-D.-Johnson/143957977']
2017,Revisiting Classifier Two-Sample Tests,10/20/2016,['https://www.semanticscholar.org/paper/Revisiting-Classifier-Two-Sample-Tests-Lopez-Paz-Oquab/cfec1e2e670bc5de1a0621f66eaed7abb56387f3'],"['https://www.semanticscholar.org/author/Maxime-Oquab/2093491', 'https://www.semanticscholar.org/author/David-Lopez-Paz/1401804750']"
2017,Mollifying Networks,8/17/2016,['https://www.semanticscholar.org/paper/Mollifying-Networks-G%C3%BCl%C3%A7ehre-Moczulski/b9728a8279c12f93fff089b6fac96afd2d3bab04'],"['https://www.semanticscholar.org/author/%C3%87aglar-G%C3%BCl%C3%A7ehre/1854385', 'https://www.semanticscholar.org/author/Francesco-Visin/2077146', 'https://www.semanticscholar.org/author/Marcin-Moczulski/3009779', 'https://www.semanticscholar.org/author/Yoshua-Bengio/1751762']"
2017,Introspection:Accelerating Neural Network Training By Learning Weight Evolution,4/17/2017,['https://www.semanticscholar.org/paper/Introspection%3A-Accelerating-Neural-Network-Training-Sinha-Sarkar/9bc3eaa4f816d186b9deac9ba980f278f85a1cd8'],"['https://www.semanticscholar.org/author/Mausoom-Sarkar/39230373', 'https://www.semanticscholar.org/author/Abhishek-Sinha/144318274', 'https://www.semanticscholar.org/author/Balaji-Krishnamurthy/145846953', 'https://www.semanticscholar.org/author/Aahitagni-Mukherjee/17765450']"
2017,Neural Program Lattices,4/24/2017,['https://www.semanticscholar.org/paper/Neural-Program-Lattices-Li-Tarlow/15064b7e47b43a68b6661bc7c3eaaad207493191'],"['https://www.semanticscholar.org/author/Daniel-Tarlow/1725299', 'https://www.semanticscholar.org/author/Chengtao-Li/7430758', 'https://www.semanticscholar.org/author/Alexander-L.-Gaunt/35058304', 'https://www.semanticscholar.org/author/Nate-Kushman/1684887', 'https://www.semanticscholar.org/author/Marc-Brockschmidt/2107692']"
2017,Highway and Residual Networks learn Unrolled Iterative Estimation,12/22/2016,['https://www.semanticscholar.org/paper/Highway-and-Residual-Networks-learn-Unrolled-Greff-Srivastava/535347e07b2ce5ac229349156db1e7bed0486b91'],"['https://www.semanticscholar.org/author/Rupesh-Kumar-Srivastava/2100612', 'https://www.semanticscholar.org/author/J%C3%BCrgen-Schmidhuber/145341374', 'https://www.semanticscholar.org/author/Klaus-Greff/3035541']"
2017,Hadamard Product for Low-rank Bilinear Pooling,,['-1'],['-1']
2017,Machine Comprehension Using Match-LSTM and Answer Pointer,8/29/2016,['https://www.semanticscholar.org/paper/Machine-Comprehension-Using-Match-LSTM-and-Answer-Wang-Jiang/ff1861b71eaedba46cb679bbe2c585dbe18f9b19'],"['https://www.semanticscholar.org/author/Shuohang-Wang/2992833', 'https://www.semanticscholar.org/author/Jing-Jiang/144924150']"
2017,Unsupervised Cross-Domain Image Generation,11/7/2016,['https://www.semanticscholar.org/paper/Unsupervised-Cross-Domain-Image-Generation-Taigman-Polyak/04bd2907111855b9fde9413bb25b9788a4c03f26'],"['https://www.semanticscholar.org/author/Lior-Wolf/145128145', 'https://www.semanticscholar.org/author/Adam-Polyak/33964593', 'https://www.semanticscholar.org/author/Yaniv-Taigman/2188620']"
2017,Tying Word Vectors and Word Classifiers: A Loss Framework for Language Modeling,11/4/2016,['https://www.semanticscholar.org/paper/Tying-Word-Vectors-and-Word-Classifiers%3A-A-Loss-for-Inan-Khosravi/424aef7340ee618132cc3314669400e23ad910ba'],"['https://www.semanticscholar.org/author/Khashayar-Khosravi/2308992', 'https://www.semanticscholar.org/author/Hakan-Inan/2901820', 'https://www.semanticscholar.org/author/Richard-Socher/2166511']"
2017,Making Neural Programming Architectures Generalize via Recursion,4/21/2017,['https://www.semanticscholar.org/paper/Making-Neural-Programming-Architectures-Generalize-Cai-Shin/6b024162f81e8ff7aa34c3a43d601a912d012c78'],"['https://www.semanticscholar.org/author/Richard-Shin/39428234', 'https://www.semanticscholar.org/author/Dawn-Xiaodong-Song/143711382', 'https://www.semanticscholar.org/author/Jonathon-Cai/2350111']"
2017,Generative Multi-Adversarial Networks,11/5/2016,['https://www.semanticscholar.org/paper/Generative-Multi-Adversarial-Networks-Durugkar-Gemp/423fab20c1c39cb6b4d6cf6098f61c092e6d1e3f'],"['https://www.semanticscholar.org/author/Ishan-Durugkar/9571638', 'https://www.semanticscholar.org/author/Ian-Gemp/8616871', 'https://www.semanticscholar.org/author/Sridhar-Mahadevan/1850503']"
2017,Variational Recurrent Adversarial Deep Domain Adaptation,4/24/2017,['https://www.semanticscholar.org/paper/Variational-Recurrent-Adversarial-Deep-Domain-Purushotham-Carvalho/9c4f30fe94ce07a89eb9b1789b338064d5c44811'],"['https://www.semanticscholar.org/author/Sanjay-Purushotham/144735626', 'https://www.semanticscholar.org/author/Yan-Liu/47909587', 'https://www.semanticscholar.org/author/Tanachat-Nilanon/9736486', 'https://www.semanticscholar.org/author/Wilka-Carvalho/51913868']"
2017,Data Noising as Smoothing in Neural Network Language Models,3/7/2017,['https://www.semanticscholar.org/paper/Data-Noising-as-Smoothing-in-Neural-Network-Models-Xie-Wang/2d5069a99bfa0b47c095bbb5cefd6dba974f72a7'],"['https://www.semanticscholar.org/author/Daniel-L%C3%A9vy/153461979', 'https://www.semanticscholar.org/author/Sida-I.-Wang/8729431', 'https://www.semanticscholar.org/author/Ziang-Xie/40548699', 'https://www.semanticscholar.org/author/Jiwei-Li/5183779', 'https://www.semanticscholar.org/author/Dan-Jurafsky/1746807', 'https://www.semanticscholar.org/author/Allen-Nie/21771052', 'https://www.semanticscholar.org/author/Andrew-Y.-Ng/34699434']"
2017,Deep Probabilistic Programming,1/13/2017,['https://www.semanticscholar.org/paper/Deep-Probabilistic-Programming-Tran-Hoffman/8e9532262bb862c62d2d011a93da014da2d97ee9'],"['https://www.semanticscholar.org/author/Dustin-Tran/47497262', 'https://www.semanticscholar.org/author/Matthew-D.-Hoffman/28552618', 'https://www.semanticscholar.org/author/Rif-A.-Saurous/2278009', 'https://www.semanticscholar.org/author/Eugene-Brevdo/2445241', 'https://www.semanticscholar.org/author/Kevin-Murphy/1702318', 'https://www.semanticscholar.org/author/David-M.-Blei/1796335']"
2017,Hierarchical Multiscale Recurrent Neural Networks,9/6/2016,['https://www.semanticscholar.org/paper/Hierarchical-Multiscale-Recurrent-Neural-Networks-Chung-Ahn/65eee67dee969fdf8b44c87c560d66ad4d78e233'],"['https://www.semanticscholar.org/author/Junyoung-Chung/8270717', 'https://www.semanticscholar.org/author/Sungjin-Ahn/3103594', 'https://www.semanticscholar.org/author/Yoshua-Bengio/1751762']"
2017,Programming With a Differentiable Forth Interpreter,5/21/2016,['https://www.semanticscholar.org/paper/Programming-with-a-Differentiable-Forth-Interpreter-Bosnjak-Rockt%C3%A4schel/68647069407a278d4adc343c6d5313dd0904788d'],"['https://www.semanticscholar.org/author/Sebastian-Riedel/145941664', 'https://www.semanticscholar.org/author/Jason-Naradowsky/2300343', 'https://www.semanticscholar.org/author/Matko-Bosnjak/2709802', 'https://www.semanticscholar.org/author/Tim-Rockt%C3%A4schel/2620211']"
2017,Learning to Play in a Day: Faster Deep Reinforcement Learning by Optimality Tightening,11/5/2016,['https://www.semanticscholar.org/paper/Learning-to-Play-in-a-Day%3A-Faster-Deep-Learning-by-He-Liu/85d8b1b3483c7f4db999e7cf6b3e6231954c43dc'],"['https://www.semanticscholar.org/author/Jian-Peng/144439558', 'https://www.semanticscholar.org/author/Alexander-G.-Schwing/2068227', 'https://www.semanticscholar.org/author/Frank-S.-He/46463180', 'https://www.semanticscholar.org/author/Yang-Liu/47909037']"
2017,Energy-based Generative Adversarial Networks,4/24/2017,['https://www.semanticscholar.org/paper/Energy-based-Generative-Adversarial-Networks-Zhao-Mathieu/5717143b3a98ebcbf72e18fb49464d56b0f2ffca'],"['https://www.semanticscholar.org/author/Micha%C3%ABl-Mathieu/143949035', 'https://www.semanticscholar.org/author/Yann-LeCun/1688882', 'https://www.semanticscholar.org/author/Junbo-Jake-Zhao/7818229']"
2017,Normalizing the Normalizers: Comparing and Extending Network Normalization Schemes,11/14/2016,['https://www.semanticscholar.org/paper/Normalizing-the-Normalizers%3A-Comparing-and-Network-Ren-Liao/2a7564039c2eb69073aafe4b2363490de5b8e3c3'],"['https://www.semanticscholar.org/author/Mengye-Ren/2540599', 'https://www.semanticscholar.org/author/Fabian-H-Sinz/50095217', 'https://www.semanticscholar.org/author/Renjie-Liao/2246396', 'https://www.semanticscholar.org/author/Raquel-Urtasun/2422559', 'https://www.semanticscholar.org/author/Richard-S.-Zemel/1804104']"
2017,Learning through Dialogue Interactions by Asking Questions,12/15/2016,"['https://www.semanticscholar.org/paper/Learning-through-Dialogue-Interactions-by-Asking-Li-Miller/2685cab753e4c1e9ac6e68b28ad8e2e1f3673f73', 'https://www.semanticscholar.org/paper/Under-Review-as-a-Conference-Paper-at-Iclr-2017-Miller-Chopra/7448695ffffc1b3b6af7ad545053cc8468feae29']","['https://www.semanticscholar.org/author/Jiwei-Li/5183779', 'https://www.semanticscholar.org/author/Alexander-H.-Miller/143622869', 'https://www.semanticscholar.org/author/Sumit-Chopra/3295092', 'https://www.semanticscholar.org/author/Jason-Weston/145183709', ""https://www.semanticscholar.org/author/Marc'Aurelio-Ranzato/1706809""]"
2017,Third Person Imitation Learning,3/6/2017,['https://www.semanticscholar.org/paper/Third-Person-Imitation-Learning-Stadie-Abbeel/2e1a1b9c2e8feeb31c6855292859bf94101e8382'],"['https://www.semanticscholar.org/author/Pieter-Abbeel/1689992', 'https://www.semanticscholar.org/author/Ilya-Sutskever/1701686', 'https://www.semanticscholar.org/author/Bradly-C.-Stadie/3275284']"
2017,The Concrete Distribution: A Continuous Relaxation of Discrete Random Variables,11/2/2016,['https://www.semanticscholar.org/paper/The-Concrete-Distribution%3A-A-Continuous-Relaxation-Maddison-Mnih/515a21e90117941150923e559729c59f5fdade1c'],"['https://www.semanticscholar.org/author/Yee-Whye-Teh/1725303', 'https://www.semanticscholar.org/author/Chris-J.-Maddison/2772217', 'https://www.semanticscholar.org/author/Andriy-Mnih/1714004']"
2017,Pruning Convolutional Neural Networks for Resource Efficient Inference,11/19/2016,['https://www.semanticscholar.org/paper/Pruning-Convolutional-Neural-Networks-for-Resource-Molchanov-Tyree/3db8730c203f88d7f08a6a99e8c02a077dc9b011'],"['https://www.semanticscholar.org/author/Pavlo-Molchanov/2824500', 'https://www.semanticscholar.org/author/Stephen-Tyree/2342481', 'https://www.semanticscholar.org/author/Jan-Kautz/1690538', 'https://www.semanticscholar.org/author/Tero-Karras/2976930', 'https://www.semanticscholar.org/author/Timo-Aila/1761103']"
2017,Adaptive Feature Abstraction for Translating Video to Language,11/23/2016,"['https://www.semanticscholar.org/paper/Adaptive-Feature-Abstraction-for-Translating-Video-Pu-Min/2d692d14b4277e6ad00b9030ad3b68141b3bbc21', 'https://www.semanticscholar.org/paper/Adaptive-Feature-Abstraction-for-Translating-Video-Pu-Min/4b5c35e70954a05ec4b836f166882982f459eefa']","['https://www.semanticscholar.org/author/Yunchen-Pu/2750075', 'https://www.semanticscholar.org/author/Lawrence-Carin/145006560', 'https://www.semanticscholar.org/author/Zhe-Gan/144702900', 'https://www.semanticscholar.org/author/Martin-Renqiang-Min/5477477']"
2017,Learning Recurrent Representations for Hierarchical Behavior Modeling,11/1/2016,['https://www.semanticscholar.org/paper/Learning-recurrent-representations-for-hierarchical-Eyjolfsdottir-Branson/b530755b7d4e1ce03d96812f5e065c30eab8538c'],"['https://www.semanticscholar.org/author/Eyrun-Eyjolfsdottir/2948199', 'https://www.semanticscholar.org/author/Yisong-Yue/1740159', 'https://www.semanticscholar.org/author/Kristin-Branson/2424812', 'https://www.semanticscholar.org/author/Pietro-Perona/1690922']"
2017,Generalizing Skills with Semi-Supervised Reinforcement Learning,12/1/2016,['https://www.semanticscholar.org/paper/Generalizing-Skills-with-Semi-Supervised-Learning-Finn-Yu/4603f26093d64fc4107d3ec49667003f60210654'],"['https://www.semanticscholar.org/author/Sergey-Levine/1736651', 'https://www.semanticscholar.org/author/Chelsea-Finn/46881670', 'https://www.semanticscholar.org/author/Pieter-Abbeel/1689992', 'https://www.semanticscholar.org/author/Justin-Fu/2550764', 'https://www.semanticscholar.org/author/Tianhe-Yu/10909315']"
2017,Entropy-SGD: Biasing Gradient Descent Into Wide Valleys,11/6/2016,['https://www.semanticscholar.org/paper/Entropy-SGD%3A-Biasing-Gradient-Descent-Into-Wide-Chaudhari-Choromanska/b6583fe9c9dc52bb129aff4cefc60519349f3b4c'],"['https://www.semanticscholar.org/author/Stefano-Soatto/1715959', 'https://www.semanticscholar.org/author/Yann-LeCun/1688882', 'https://www.semanticscholar.org/author/Levent-Sagun/2246570', 'https://www.semanticscholar.org/author/Christian-Borgs/1721812', 'https://www.semanticscholar.org/author/Jennifer-T.-Chayes/1695997', 'https://www.semanticscholar.org/author/Riccardo-Zecchina/1719010', 'https://www.semanticscholar.org/author/Pratik-Chaudhari/143976382', 'https://www.semanticscholar.org/author/Carlo-Baldassi/3066793', 'https://www.semanticscholar.org/author/Anna-Choromanska/3216141']"
2017,Tree-structured decoding with doubly-recurrent neural networks,4/24/2017,"['https://www.semanticscholar.org/paper/Tree-structured-decoding-with-doubly-recurrent-Alvarez-Melis-Jaakkola/9c69926bdb72912725d20a55af7147f86bed01ae', 'https://www.semanticscholar.org/paper/T-REE-STRUCTURED-DECODING-WITH-DOUBLY-RECURRENT-Alvarez-Melis-Jaakkola/e7bd0e7a7ee6b0904d5de6e76e095a6a3b88dd12']","['https://www.semanticscholar.org/author/David-Alvarez-Melis/1390096054', 'https://www.semanticscholar.org/author/Tommi-S.-Jaakkola/35132120']"
2017,A Compositional Object-Based Approach to Learning Physical Dynamics,12/1/2016,"['https://www.semanticscholar.org/paper/A-Compositional-Object-Based-Approach-to-Learning-Chang-Ullman/a1786540a4e15f0757e1b84a02f98ed436a969e0', 'https://www.semanticscholar.org/paper/LEARNING-PHYSICAL-DYNAMICS-Chang-Ullman/3e93e41ccd22596ca478f336727f6340b12e7572']","['https://www.semanticscholar.org/author/Joshua-B.-Tenenbaum/1763295', 'https://www.semanticscholar.org/author/Antonio-Torralba/143805211', 'https://www.semanticscholar.org/author/Tomer-Ullman/37774552', 'https://www.semanticscholar.org/author/Michael-Chang/47235561']"
2017,"Attend, Adapt and Transfer: Attentive Deep Architecture for Adaptive Transfer from multiple sources in the same domain",10/10/2015,['https://www.semanticscholar.org/paper/Attend%2C-Adapt-and-Transfer%3A-Attentive-Deep-for-from-Rajendran-Lakshminarayanan/8bada64d0b04a66165b464a51c29f61e1f474f2a'],"['https://www.semanticscholar.org/author/Janarthanan-Rajendran/10197529', 'https://www.semanticscholar.org/author/P.-Prasanna/145391047', 'https://www.semanticscholar.org/author/Mitesh-M.-Khapra/2361078', 'https://www.semanticscholar.org/author/Balaraman-Ravindran/1723632', 'https://www.semanticscholar.org/author/Aravind-S.-Lakshminarayanan/2943530']"
