year,title,first_appearance_date,papers,authors
2020,Co-Attentive Equivariant Neural Networks: Focusing Equivariance On Transformations Co-Occurring in Data,11/18/2019,['https://www.semanticscholar.org/paper/Co-Attentive-Equivariant-Neural-Networks%3A-Focusing-Romero-Hoogendoorn/1d01105478b8d9ceac4aaa8e08d4792d063c05bb'],"['https://www.semanticscholar.org/author/Mark-Hoogendoorn/7579233', 'https://www.semanticscholar.org/author/David-W.-Romero/143659449']"
2020,Explanation  by Progressive  Exaggeration,11/1/2019,['https://www.semanticscholar.org/paper/Explanation-by-Progressive-Exaggeration-Singla-Pollack/2b03f9d5631ed1757fd6a93ecfb5202ffa68129a'],"['https://www.semanticscholar.org/author/Sumedha-Singla/51163902', 'https://www.semanticscholar.org/author/Brian-Pollack/144616360', 'https://www.semanticscholar.org/author/Junxiang-Chen/1808445', 'https://www.semanticscholar.org/author/Kayhan-Batmanghelich/3443176']"
2020,Principled Weight Initialization for Hypernetworks,4/30/2020,['https://www.semanticscholar.org/paper/Principled-Weight-Initialization-for-Hypernetworks-Chang-Flokas/5f1e85540af411bdaa183557d5d1272a13f982f5'],"['https://www.semanticscholar.org/author/Hod-Lipson/51022452', 'https://www.semanticscholar.org/author/Lampros-Flokas/3451662', 'https://www.semanticscholar.org/author/Oscar-Chang/145913922']"
2020,On the Variance of the Adaptive Learning Rate and Beyond,8/8/2019,['https://www.semanticscholar.org/paper/On-the-Variance-of-the-Adaptive-Learning-Rate-and-Liu-Jiang/5759a53418ae3fe74ce96c531617914e7656e45e'],"['https://www.semanticscholar.org/author/Pengcheng-He/50462546', 'https://www.semanticscholar.org/author/Jiawei-Han/122203801', 'https://www.semanticscholar.org/author/Xiaodong-Liu/46522098', 'https://www.semanticscholar.org/author/Haoming-Jiang/5795999', 'https://www.semanticscholar.org/author/Liyuan-Liu/46458310', 'https://www.semanticscholar.org/author/Weizhu-Chen/7307263', 'https://www.semanticscholar.org/author/Jianfeng-Gao/1800422']"
2020,Curvature Graph Network,4/30/2020,['https://www.semanticscholar.org/paper/Curvature-Graph-Network-Ye-Liu/71c4aa93c40d2f867744c7120342b36540e5f09b'],"['https://www.semanticscholar.org/author/Tengfei-Ma/1488667108', 'https://www.semanticscholar.org/author/Chao-Chen/46729486', 'https://www.semanticscholar.org/author/Ze-Ye/144209942', 'https://www.semanticscholar.org/author/Kin-Sum-Liu/32099982', 'https://www.semanticscholar.org/author/Jie-Gao/1400208694']"
2020,"Deep Batch Active Learning by Diverse, Uncertain Gradient Lower Bounds",6/9/2019,['https://www.semanticscholar.org/paper/Deep-Batch-Active-Learning-by-Diverse%2C-Uncertain-Ash-Zhang/cf5a21684aefb1b8db6e0490167636d245396095'],"['https://www.semanticscholar.org/author/Akshay-Krishnamurthy/144717894', 'https://www.semanticscholar.org/author/Alekh-Agarwal/40333747', 'https://www.semanticscholar.org/author/Chicheng-Zhang/40201729', 'https://www.semanticscholar.org/author/John-Langford/144162125', 'https://www.semanticscholar.org/author/Jordan-T.-Ash/40401847']"
2020,StructPool: Structured Graph Pooling via Conditional Random Fields,4/30/2020,['https://www.semanticscholar.org/paper/StructPool%3A-Structured-Graph-Pooling-via-Random-Yuan-Ji/6c252187647a437b32b163a295d62b65cda6e0fe'],"['https://www.semanticscholar.org/author/Shuiwang-Ji/1743600', 'https://www.semanticscholar.org/author/Hao-Yuan/1491238705']"
2020,Weakly Supervised Clustering by Exploiting Unique Class Count,6/18/2019,['https://www.semanticscholar.org/paper/Weakly-Supervised-Clustering-by-Exploiting-Unique-Oner-Lee/1822e6d798a58e9a87e94d9b3d7579b4c6e43785'],"['https://www.semanticscholar.org/author/Hwee-Kuan-Lee/3149920', 'https://www.semanticscholar.org/author/Mustafa-Umit-Oner/147558147', 'https://www.semanticscholar.org/author/Wing-Kin-Sung/15272914']"
2020,Gradients as Features for Deep Representation Learning,4/12/2020,['https://www.semanticscholar.org/paper/Gradients-as-Features-for-Deep-Representation-Mu-Liang/a48f470434d172f52f6979858e940cac6c979e13'],"['https://www.semanticscholar.org/author/Yingyu-Liang/40609253', 'https://www.semanticscholar.org/author/Fangzhou-Mu/46185973', 'https://www.semanticscholar.org/author/Yanchao-Li/47002659']"
2020,Composition-based Multi-Relational Graph Convolutional Networks,11/8/2019,['https://www.semanticscholar.org/paper/Composition-based-Multi-Relational-Graph-Networks-Vashishth-Sanyal/92dcb65405abe7034593f96fd1e850fc3c946ff9'],"['https://www.semanticscholar.org/author/Shikhar-Vashishth/3404827', 'https://www.semanticscholar.org/author/Vikram-Nitin/80503259', 'https://www.semanticscholar.org/author/Partha-Pratim-Talukdar/2408872', 'https://www.semanticscholar.org/author/Soumya-Sanyal/3313909']"
2020,Behaviour Suite for Reinforcement Learning,8/9/2019,['https://www.semanticscholar.org/paper/Behaviour-Suite-for-Reinforcement-Learning-Osband-Doron/3606c313dccd21f784bedf5759152a3677f5719d'],"['https://www.semanticscholar.org/author/Matteo-Hessel/39357484', 'https://www.semanticscholar.org/author/Richard-S.-Sutton/1699645', 'https://www.semanticscholar.org/author/John-Aslanides/9958912', 'https://www.semanticscholar.org/author/Andre-Saraiva/143914165', 'https://www.semanticscholar.org/author/Satinder-Singh/41065036', 'https://www.semanticscholar.org/author/Katrina-McKinney/152182296', 'https://www.semanticscholar.org/author/Tor-Lattimore/2989692', 'https://www.semanticscholar.org/author/Yotam-Doron/2895238', 'https://www.semanticscholar.org/author/David-Silver/145824029', 'https://www.semanticscholar.org/author/Ian-Osband/2561924', 'https://www.semanticscholar.org/author/Eren-Sezener/1413718981', 'https://www.semanticscholar.org/author/Hado-van-Hasselt/7634925', 'https://www.semanticscholar.org/author/Benjamin-Van-Roy/1731282', 'https://www.semanticscholar.org/author/Csaba-Szepesvari/40868287']"
2020,Identifying through Flows for Recovering Latent Representations,9/27/2019,['https://www.semanticscholar.org/paper/Identifying-through-Flows-for-Recovering-Latent-Li-Hooi/13fbc57af7c12f987d402fa2dc057aadf5b7f5a3'],"['https://www.semanticscholar.org/author/Gim-Hee-Lee/35181410', 'https://www.semanticscholar.org/author/Shen-Li/48830658', 'https://www.semanticscholar.org/author/Bryan-Hooi/2019961']"
2020,Federated Adversarial Domain Adaptation,11/5/2019,['https://www.semanticscholar.org/paper/Federated-Adversarial-Domain-Adaptation-Peng-Huang/d6eb7bf5dc25f045572060872651e7e2c24e48db'],"['https://www.semanticscholar.org/author/Zijun-Huang/24257928', 'https://www.semanticscholar.org/author/Xingchao-Peng/2960713', 'https://www.semanticscholar.org/author/Yizhe-Zhu/10725638', 'https://www.semanticscholar.org/author/Kate-Saenko/2903226']"
2020,High Fidelity Speech Synthesis with Adversarial Networks,9/25/2019,['https://www.semanticscholar.org/paper/High-Fidelity-Speech-Synthesis-with-Adversarial-Binkowski-Donahue/85381e0e89e98ea1ed8bd3dfa533d911263757df'],"['https://www.semanticscholar.org/author/Mikolaj-Binkowski/9961753', 'https://www.semanticscholar.org/author/Karen-Simonyan/34838386', 'https://www.semanticscholar.org/author/Sander-Dieleman/48373216', 'https://www.semanticscholar.org/author/Erich-Elsen/152585800', 'https://www.semanticscholar.org/author/Jeff-Donahue/7408951', 'https://www.semanticscholar.org/author/Luis-C.-Cobo/38712164', 'https://www.semanticscholar.org/author/Aidan-Clark/31993415', 'https://www.semanticscholar.org/author/Norman-Casagrande/2670752']"
2020,Why Not to Use Zero Imputation? Correcting Sparsity Bias in Training Neural Networks,6/1/2019,['https://www.semanticscholar.org/paper/Why-Not-to-Use-Zero-Imputation-Correcting-Sparsity-Yi-Lee/350abb591f6b1be2745cb9c8751ceee983080893'],"['https://www.semanticscholar.org/author/Eunho-Yang/1720494', 'https://www.semanticscholar.org/author/Kwang-Joon-Kim/79394954', 'https://www.semanticscholar.org/author/Joonyoung-Yi/134234025', 'https://www.semanticscholar.org/author/Sung-Ju-Hwang/35788904', 'https://www.semanticscholar.org/author/Juhyuk-Lee/13347882']"
2020,Adversarial Training and Provable Defenses: Bridging the Gap,4/30/2020,['https://www.semanticscholar.org/paper/Adversarial-Training-and-Provable-Defenses%3A-the-Gap-Balunovic-Vechev/71ea8f105803703893b5c2d01f0c9508643b6554'],"['https://www.semanticscholar.org/author/Martin-T.-Vechev/1736447', 'https://www.semanticscholar.org/author/Mislav-Balunovic/52220267']"
2020,Can gradient clipping mitigate label noise?,4/30/2020,['https://www.semanticscholar.org/paper/Can-gradient-clipping-mitigate-label-noise-Menon-Rawat/c5f8eee2d9eb59133c378a0c1014fad585955e67'],"['https://www.semanticscholar.org/author/Sashank-J.-Reddi/1981186', 'https://www.semanticscholar.org/author/Aditya-Krishna-Menon/2844480', 'https://www.semanticscholar.org/author/Ankit-Singh-Rawat/2241094', 'https://www.semanticscholar.org/author/Sanjiv-Kumar/46574622']"
2020,Comparing Rewinding and Fine-tuning in Neural Network Pruning,9/25/2019,['https://www.semanticscholar.org/paper/Comparing-Rewinding-and-Fine-tuning-in-Neural-Renda-Frankle/2c6f83b417e127130703b5b81e42899e0ae3693e'],"['https://www.semanticscholar.org/author/Jonathan-Frankle/25581960', 'https://www.semanticscholar.org/author/Michael-Carbin/1701041', 'https://www.semanticscholar.org/author/Alex-Renda/26433838']"
2020,Meta-learning curiosity algorithms,3/11/2020,['https://www.semanticscholar.org/paper/Meta-learning-curiosity-algorithms-Alet-Schneider/11236ae4f31b428b6313559fb99300643c172cf9'],"['https://www.semanticscholar.org/author/Martin-F.-Schneider/145598811', 'https://www.semanticscholar.org/author/Leslie-Pack-Kaelbling/1709512', 'https://www.semanticscholar.org/author/Ferran-Alet/27587911', 'https://www.semanticscholar.org/author/Tomas-Lozano-Perez/1388700951']"
2020,Lookahead: A Far-sighted Alternative of Magnitude-based Pruning,2/12/2020,['https://www.semanticscholar.org/paper/Lookahead%3A-a-Far-Sighted-Alternative-of-Pruning-Park-Lee/5a6d6640e34e8328a3627200bca9a3d3972a2247'],"['https://www.semanticscholar.org/author/Jung-Hwoi-Lee/82536945', 'https://www.semanticscholar.org/author/Jinwoo-Shin/143720148', 'https://www.semanticscholar.org/author/Sangwoo-Mo/9962692', 'https://www.semanticscholar.org/author/Se-Jun-Park/4608537']"
2020,Fantastic Generalization Measures and Where to Find Them,12/4/2019,"['https://www.semanticscholar.org/paper/Fantastic-Generalization-Measures-and-Where-to-Find-Jiang-Neyshabur/8f18c9da3d1763723c6ef8c3734d74db005d0cff', 'https://www.semanticscholar.org/paper/FANTASTIC-GENERALIZATION-MEASURES-THEM-Jiang/fd2f488c73e1ac7a1a3ac87b6cffce6e1099bee0']","['https://www.semanticscholar.org/author/Hossein-Mobahi/3232655', 'https://www.semanticscholar.org/author/Samy-Bengio/1751569', 'https://www.semanticscholar.org/author/Dilip-Krishnan/1707347', 'https://www.semanticscholar.org/author/Behnam-Neyshabur/3007442', 'https://www.semanticscholar.org/author/Yiding-Jiang/4614137']"
2020,Convergence of Gradient Methods on Bilinear Zero-Sum Games,8/15/2019,"['https://www.semanticscholar.org/paper/Convergence-of-Gradient-Methods-on-Bilinear-Games-Zhang-Yu/33742a517e4181f82937a5296002edeec7d3a9c7', 'https://www.semanticscholar.org/paper/Convergence-Behaviour-of-Some-Gradient-Based-on-Zhang-Yu/ed299b03fedd17911e80151261d4adae5797fa24']","['https://www.semanticscholar.org/author/Guojun-Zhang/47776920', 'https://www.semanticscholar.org/author/Yaoliang-Yu/40508553']"
2020,Multi-Agent Interactions Modeling with Correlated Policies,1/4/2020,['https://www.semanticscholar.org/paper/Multi-Agent-Interactions-Modeling-with-Correlated-Liu-Zhou/6bbfe06461b1ce019a6229298174b445d4dad6ae'],"['https://www.semanticscholar.org/author/Jianfeng-Wang/48094081', 'https://www.semanticscholar.org/author/Minghuan-Liu/7830538', 'https://www.semanticscholar.org/author/Wulong-Liu/2032869', 'https://www.semanticscholar.org/author/Ming-Zhou/92660691', 'https://www.semanticscholar.org/author/Yong-Yu/1811427', 'https://www.semanticscholar.org/author/Yuzheng-Zhuang/8773733', 'https://www.semanticscholar.org/author/Weinan-Zhang/8031058']"
2020,"Real or Not Real, that is the Question",2/12/2020,['https://www.semanticscholar.org/paper/Real-or-Not-Real%2C-that-is-the-Question-Xiangli-Deng/7a2c9cc48062fcfd77a2e6e97aa48119a21c9f7d'],"['https://www.semanticscholar.org/author/Dahua-Lin/1807606', 'https://www.semanticscholar.org/author/Bo-Dai/144445937', 'https://www.semanticscholar.org/author/Yubin-Deng/48362742', 'https://www.semanticscholar.org/author/Yuanbo-Xiangli/3466717', 'https://www.semanticscholar.org/author/Chen-Change-Loy/1717179']"
2020,Structured Object-Aware Physics Prediction for Video Modeling and Planning,10/6/2019,['https://www.semanticscholar.org/paper/Structured-Object-Aware-Physics-Prediction-for-and-Kossen-Stelzner/57e20ac646c87011c5c900a69f4df67e428ec9cc'],"['https://www.semanticscholar.org/author/Karl-Stelzner/51027152', 'https://www.semanticscholar.org/author/Marcel-Hussing/1387979586', 'https://www.semanticscholar.org/author/Jannik-Kossen/1387979582', 'https://www.semanticscholar.org/author/Claas-V%C3%B6lcker/1387979639', 'https://www.semanticscholar.org/author/Kristian-Kersting/1746871']"
2020,Gradient Descent Maximizes the Margin of Homogeneous Neural Networks,6/13/2019,"['https://www.semanticscholar.org/paper/Gradient-Descent-Maximizes-the-Margin-of-Neural-Lyu-Li/3f46ac38812f9f0f99ff1edddd85d71a84da4497', 'https://www.semanticscholar.org/paper/HOMOGENEOUS-NEURAL-NETWORKS-Lyu-Li/46695cf425488d25efe77619186de823a66c6195']","['https://www.semanticscholar.org/author/Jian-Li/66586971', 'https://www.semanticscholar.org/author/Kaifeng-Lyu/41049476']"
2020,Implementing Inductive bias for different navigation tasks through diverse RNN attrractors,2/6/2020,['https://www.semanticscholar.org/paper/Implementing-Inductive-bias-for-different-tasks-RNN-Xu-Barak/44a440d630970086eacf9c651dfe93052028a292'],"['https://www.semanticscholar.org/author/Omri-Barak/34783624', 'https://www.semanticscholar.org/author/Tie-Jun-Xu/33561717']"
2020,End to End Trainable Active Contours via Differentiable Rendering,12/1/2019,['https://www.semanticscholar.org/paper/End-to-End-Trainable-Active-Contours-via-Rendering-Gur-Shaharabany/c0d2a94cf3b23df1e479349c76ca909d4887ab3b'],"['https://www.semanticscholar.org/author/L.-Wolf/48519520', 'https://www.semanticscholar.org/author/Tal-Shaharabany/1438948620', 'https://www.semanticscholar.org/author/Shir-Gur/47509360']"
2020,ReMixMatch: Semi-Supervised Learning with Distribution Matching and Augmentation Anchoring,11/21/2019,"['https://www.semanticscholar.org/paper/ReMixMatch%3A-Semi-Supervised-Learning-with-Matching-Berthelot-Carlini/9c5e6395bee6c46273fec3bde416ca07c7b1ad6a', 'https://www.semanticscholar.org/paper/ReMixMatch%3A-Semi-Supervised-Learning-with-Alignment-Berthelot-Carlini/ab793ace386f381ba3a34722448ad9e1f28c0146']","['https://www.semanticscholar.org/author/Han-Zhang/120811666', 'https://www.semanticscholar.org/author/Ekin-D.-Cubuk/145071362', 'https://www.semanticscholar.org/author/Alex-Kurakin/146108827', 'https://www.semanticscholar.org/author/Kihyuk-Sohn/1729571', 'https://www.semanticscholar.org/author/Colin-Raffel/2402716', 'https://www.semanticscholar.org/author/David-Berthelot/39835551', 'https://www.semanticscholar.org/author/Nicholas-Carlini/39907737']"
2020,DropEdge: Towards Deep Graph Convolutional Networks on Node Classification,7/25/2019,"['https://www.semanticscholar.org/paper/DropEdge%3A-Towards-Deep-Graph-Convolutional-Networks-Rong-Huang/fe625fecf9d84e13b4d72eaa1b1347c237c1bbb2', 'https://www.semanticscholar.org/paper/DROPEDGE%3A-TOWARDS-DEEP-GRAPH-CONVOLU-Rong-Huang/2eada19514709ebb4470332f6261319a7564b9be']","['https://www.semanticscholar.org/author/Yu-Rong/145913039', 'https://www.semanticscholar.org/author/Tingyang-Xu/1754673', 'https://www.semanticscholar.org/author/Junzhou-Huang/50882910', 'https://www.semanticscholar.org/author/Wen-bing-Huang/51026885']"
2020,Neural Tangents: Fast and Easy Infinite Neural Networks in Python,12/5/2019,['https://www.semanticscholar.org/paper/Neural-Tangents%3A-Fast-and-Easy-Infinite-Neural-in-Novak-Xiao/e7f0317b56288b93ac5d2cd6e5ce0455f5a93831'],"['https://www.semanticscholar.org/author/Jiri-Hron/29785199', 'https://www.semanticscholar.org/author/Lechao-Xiao/50819275', 'https://www.semanticscholar.org/author/Alexander-A.-Alemi/3355060', 'https://www.semanticscholar.org/author/Jaehoon-Lee/49685832', 'https://www.semanticscholar.org/author/Samuel-S.-Schoenholz/2601641', 'https://www.semanticscholar.org/author/Jascha-Sohl-Dickstein/1407546430', 'https://www.semanticscholar.org/author/Roman-Novak/39068839']"
2020,FasterSeg: Searching for Faster Real-time Semantic Segmentation,12/23/2019,['https://www.semanticscholar.org/paper/FasterSeg%3A-Searching-for-Faster-Real-time-Semantic-Chen-Gong/a5bb1a662883d502ca3d8ddfa9321e8830860fd2'],"['https://www.semanticscholar.org/author/Qian-Zhang/47332302', 'https://www.semanticscholar.org/author/Xianming-Liu/49543349', 'https://www.semanticscholar.org/author/Zhangyang-Wang/2969311', 'https://www.semanticscholar.org/author/Wuyang-Chen/12564292', 'https://www.semanticscholar.org/author/Yuan-Li/48513975', 'https://www.semanticscholar.org/author/Xinyu-Gong/1382034111']"
2020,Understanding Knowledge Distillation in Non-autoregressive Machine Translation,11/7/2019,"['https://www.semanticscholar.org/paper/Understanding-Knowledge-Distillation-in-Machine-Zhou-Neubig/1e5b826ddf0754f6e93234ba1260bd939c255e7f', 'https://www.semanticscholar.org/paper/NON-AUTOREGRESSIVE-MACHINE-TRANSLATION-Zhou-Gu/dec6bb3c7bb671c86296a2a089e0e38aa3f69279']","['https://www.semanticscholar.org/author/Jiatao-Gu/3016273', 'https://www.semanticscholar.org/author/Graham-Neubig/1700325', 'https://www.semanticscholar.org/author/Chunting-Zhou/2384711']"
2020,Building Deep Equivariant Capsule Networks,8/4/2019,['https://www.semanticscholar.org/paper/Building-Deep%2C-Equivariant-Capsule-Networks-Venkatraman-Balasubramanian/9d8039474b4994ffaa28a698ace4696d7c26dd92'],"['https://www.semanticscholar.org/author/R.-Raghunatha-Sarma/144628848', 'https://www.semanticscholar.org/author/Srinivas-Balasubramanian/3224565', 'https://www.semanticscholar.org/author/Sairaam-Venkatraman/37379215']"
2020,Understanding Architectures Learnt by Cell-based Neural Architecture Search,9/20/2019,['https://www.semanticscholar.org/paper/Understanding-Architectures-Learnt-by-Cell-based-Shu-Wang/5525c7dd8dcb7f892f547804c124de457e8e9419'],"['https://www.semanticscholar.org/author/Wei-Wang/47824688', 'https://www.semanticscholar.org/author/Shaofeng-Cai/51459472', 'https://www.semanticscholar.org/author/Yao-Shu/153212746']"
2020,Dynamically Pruned Message Passing Networks for Large-scale Knowledge Graph Reasoning,9/25/2019,['https://www.semanticscholar.org/paper/Dynamically-Pruned-Message-Passing-Networks-for-Xu-Feng/f63f095de3676b0f3e3c015594ea8af776637e63'],"['https://www.semanticscholar.org/author/Wei-Feng/143612281', 'https://www.semanticscholar.org/author/Yunsheng-Jiang/2713305', 'https://www.semanticscholar.org/author/Xiaoran-Xu/2487154', 'https://www.semanticscholar.org/author/Zhi-Hong-Deng/123580511', 'https://www.semanticscholar.org/author/Xiaohui-Xie/100575838', 'https://www.semanticscholar.org/author/Zhiqing-Sun/48064856']"
2020,Pretrained Encyclopedia: Weakly Supervised Knowledge-Pretrained Language Model,12/20/2019,['https://www.semanticscholar.org/paper/Pretrained-Encyclopedia%3A-Weakly-Supervised-Language-Xiong-Du/c7fc1cac162c0e2a934704184c7554fd6b6253f0'],"['https://www.semanticscholar.org/author/Wenhan-Xiong/22253126', 'https://www.semanticscholar.org/author/Jingfei-Du/3048577', 'https://www.semanticscholar.org/author/William-Yang-Wang/1682479', 'https://www.semanticscholar.org/author/Veselin-Stoyanov/1759422']"
2020,Linear Symmetric Quantization of Neural Networks for Low-precision Integer Hardware,4/30/2020,['https://www.semanticscholar.org/paper/Linear-Symmetric-Quantization-of-Neural-Networks-Zhao-Wang/db1eb78f0f8a138d17f5768720d1b8c5b1980318'],"['https://www.semanticscholar.org/author/Xiandong-Zhao/30969678', 'https://www.semanticscholar.org/author/Lei-Zhang/1452981772', 'https://www.semanticscholar.org/author/Xuyi-Cai/15797936', 'https://www.semanticscholar.org/author/Chuanming-Liu/30324987']"
2020,Consistency Regularization for Generative Adversarial Networks,10/26/2019,['https://www.semanticscholar.org/paper/Consistency-Regularization-for-Generative-Networks-Zhang-Zhang/c340bef1b00bce728f181254317a2e7559e19c9a'],"['https://www.semanticscholar.org/author/Zizhao-Zhang/2476328', 'https://www.semanticscholar.org/author/Augustus-Odena/2624088', 'https://www.semanticscholar.org/author/Honglak-Lee/1697141', 'https://www.semanticscholar.org/author/Han-Ling-Zhang/153504814']"
2020,Short and Sparse Deconvolution --- A Geometric Approach,8/28/2019,['https://www.semanticscholar.org/paper/Short-and-Sparse-Deconvolution-A-Geometric-Approach-Lau-Qu/ad489ff2538147dbfcae0362438a100bab466e9a'],"['https://www.semanticscholar.org/author/Han-Wen-Kuo/2333136', 'https://www.semanticscholar.org/author/Pengcheng-Zhou/49865411', 'https://www.semanticscholar.org/author/John-Wright/66602711', 'https://www.semanticscholar.org/author/Yenson-Lau/28889647', 'https://www.semanticscholar.org/author/Yuqian-Zhang/2580421', 'https://www.semanticscholar.org/author/Qing-Qu/1689634']"
2020,GENESIS: Generative Scene Inference and Sampling with Object-Centric Latent Representations,7/30/2019,['https://www.semanticscholar.org/paper/GENESIS%3A-Generative-Scene-Inference-and-Sampling-Engelcke-Kosiorek/a50b7a45f704f30d7f97dd229d4d53433d5df3b1'],"['https://www.semanticscholar.org/author/Adam-R.-Kosiorek/7497792', 'https://www.semanticscholar.org/author/Martin-Engelcke/3468172', 'https://www.semanticscholar.org/author/Ingmar-Posner/1834086', 'https://www.semanticscholar.org/author/Oiwi-Parker-Jones/39621329']"
2020,BinaryDuo: Reducing Gradient Mismatch in Binary Activation Network by Coupling Binary Activations,2/16/2020,['https://www.semanticscholar.org/paper/BinaryDuo%3A-Reducing-Gradient-Mismatch-in-Binary-by-Kim-Kim/eb27f938ec634b18dddb42ed3f1458fc0df3bb73'],"['https://www.semanticscholar.org/author/HyungJun-Kim/143797999', 'https://www.semanticscholar.org/author/Kyungsu-Kim/97531942', 'https://www.semanticscholar.org/author/Jeounghee-Kim/4959460', 'https://www.semanticscholar.org/author/Jaejoon-Kim/1939164']"
2020,Transformer-XH: Multi-Evidence Reasoning with eXtra Hop Attention,9/25/2019,"['https://www.semanticscholar.org/paper/Transformer-XH%3A-Multi-Evidence-Reasoning-with-eXtra-Zhao-Xiong/8382402fe166df3de499dac182e42baa51335926', 'https://www.semanticscholar.org/paper/Transformer-XH%3A-Multi-hop-question-answering-with-Zhao-Xiong/28b25d4aae2e352a62db71fe9f6637b737d2d53a']","['https://www.semanticscholar.org/author/Xia-Song/50706785', 'https://www.semanticscholar.org/author/Chen-Yan-Xiong/3264651', 'https://www.semanticscholar.org/author/Paul-Bennett/120413704', 'https://www.semanticscholar.org/author/Chen-Zhao/145756130', 'https://www.semanticscholar.org/author/Corby-Rosset/41016119', 'https://www.semanticscholar.org/author/Saurabh-Tiwary/40070335']"
2020,Sub-policy Adaptation for Hierarchical Reinforcement Learning,6/13/2019,['https://www.semanticscholar.org/paper/Sub-policy-Adaptation-for-Hierarchical-Learning-Li-Florensa/2fed116dea9c36914b52b55e0f9688ccf641ee07'],"['https://www.semanticscholar.org/author/Pieter-Abbeel/1689992', 'https://www.semanticscholar.org/author/Alexander-Li/46757388', 'https://www.semanticscholar.org/author/Carlos-Florensa/10104623', 'https://www.semanticscholar.org/author/Ignasi-Clavera/15593386']"
2020,"Watch, Try, Learn: Meta-Learning from Demonstrations and Rewards",6/7/2019,['https://www.semanticscholar.org/paper/Watch%2C-Try%2C-Learn%3A-Meta-Learning-from-and-Reward-Zhou-Jang/00753de4e5553de8a569e951f531bd683d8dcb16'],"['https://www.semanticscholar.org/author/Mrinal-Kalakrishnan/1729262', 'https://www.semanticscholar.org/author/Alex-Herzog/146087563', 'https://www.semanticscholar.org/author/Eric-Jang/145116380', 'https://www.semanticscholar.org/author/Daniel-Kappler/2435984', 'https://www.semanticscholar.org/author/Allan-Zhou/9548984', 'https://www.semanticscholar.org/author/Paul-Wohlhart/3202367', 'https://www.semanticscholar.org/author/Sergey-Levine/1736651', 'https://www.semanticscholar.org/author/Yunfei-Bai/46931507', 'https://www.semanticscholar.org/author/Chelsea-Finn/46881670', 'https://www.semanticscholar.org/author/Mohi-Khansari/30559411']"
2020,Deep Orientation Uncertainty Learning based on a Bingham Loss,4/30/2020,['https://www.semanticscholar.org/paper/Deep-Orientation-Uncertainty-Learning-based-on-a-Gilitschenski-Sahoo/7bbce51c8e25e52f8f19ed9d1420560368fa35f8'],"['https://www.semanticscholar.org/author/Wilko-Schwarting/8158505', 'https://www.semanticscholar.org/author/Igor-Gilitschenski/2072248', 'https://www.semanticscholar.org/author/Daniela-Rus/145944284', 'https://www.semanticscholar.org/author/Alexander-Amini/1491176392', 'https://www.semanticscholar.org/author/Sertac-Karaman/143612761', 'https://www.semanticscholar.org/author/Roshni-Sahoo/1576188786']"
2020,Overlearning Reveals Sensitive Attributes,5/28/2019,['https://www.semanticscholar.org/paper/Overlearning-Reveals-Sensitive-Attributes-Song-Shmatikov/e527f9c52a49b05ab5ccc0c380e46b37b1e80f2b'],"['https://www.semanticscholar.org/author/Congzheng-Song/3469125', 'https://www.semanticscholar.org/author/Vitaly-Shmatikov/1723945']"
2020,Understanding the Limitations of Conditional Generative Models,6/4/2019,['https://www.semanticscholar.org/paper/Understanding-the-Limitations-of-Conditional-Models-Fetaya-Jacobsen/68faeba168b45df7f07862b5b2c4c46272ba997e'],"['https://www.semanticscholar.org/author/Ethan-Fetaya/2645055', 'https://www.semanticscholar.org/author/Will-Grathwohl/7649077', 'https://www.semanticscholar.org/author/Jorn-Henrik-Jacobsen/134172524', 'https://www.semanticscholar.org/author/Richard-S.-Zemel/1804104']"
2020,Learning Disentangled Representations for CounterFactual Regression,4/30/2020,['https://www.semanticscholar.org/paper/Learning-Disentangled-Representations-for-Hassanpour-Greiner/1df4204e14da51b05a14781e2a4dc3e0d7da562d'],"['https://www.semanticscholar.org/author/Negar-Hassanpour/5758317', 'https://www.semanticscholar.org/author/Russell-Greiner/143686063']"
2020,Dynamical Distance Learning for Semi-Supervised and Unsupervised Skill Discovery,7/18/2019,"['https://www.semanticscholar.org/paper/Dynamical-Distance-Learning-for-Semi-Supervised-and-Hartikainen-Geng/1c418b204d1216ff1e80bc6b81ddafff9a500811', 'https://www.semanticscholar.org/paper/Dynamical-Distance-Learning-for-Unsupervised-and-Hartikainen-Geng/4fc4533b33a4131ee287118fe17868992accad3b']","['https://www.semanticscholar.org/author/Xinyang-Geng/3468192', 'https://www.semanticscholar.org/author/Kristian-Hartikainen/41016704', 'https://www.semanticscholar.org/author/Tuomas-Haarnoja/2587648', 'https://www.semanticscholar.org/author/Sergey-Levine/1736651']"
2020,Learning-Augmented Data Stream Algorithms,4/30/2020,['https://www.semanticscholar.org/paper/Learning-Augmented-Data-Stream-Algorithms-Jiang-Li/1c0f34c283c009cb78f86ff55d35d15eb5fc7ded'],"['https://www.semanticscholar.org/author/Yi-Li/46494119', 'https://www.semanticscholar.org/author/David-P.-Woodruff/143982862', 'https://www.semanticscholar.org/author/Tanqiu-Jiang/1571679102', 'https://www.semanticscholar.org/author/Honghao-Lin/48444613', 'https://www.semanticscholar.org/author/Yisong-Ruan/1572230065']"
