authors_review,authors_links,author_stats
Lajanugen Logeswaran;Honglak Lee;Dragomir Radev,"['https://www.semanticscholar.org/author/Lajanugen-Logeswaran/2876316', 'https://www.semanticscholar.org/author/Honglak-Lee/1697141', 'https://www.semanticscholar.org/author/Dragomir-R.-Radev/9215251']","[{'Publications': '12', 'h-index': '6', 'Citations': '1,622', 'Highly Influential Citations': '164'}, {'Publications': '166', 'h-index': '61', 'Citations': '24,193', 'Highly Influential Citations': '2,826'}, {'Publications': '280', 'h-index': '53', 'Citations': '13,144', 'Highly Influential Citations': '1,439'}]"
Ryan Lowe;Michael Noseworthy;Iulian V. Serban;Nicolas Angelard-Gontier;Yoshua Bengio;Joelle Pineau,"['https://www.semanticscholar.org/author/Ryan-Lowe/2054294', 'https://www.semanticscholar.org/author/Michael-Noseworthy/38107789', 'https://www.semanticscholar.org/author/Iulian-Serban/48190457', 'https://www.semanticscholar.org/author/Nicolas-Angelard-Gontier/1411255298', 'https://www.semanticscholar.org/author/Yoshua-Bengio/1751762', 'https://www.semanticscholar.org/author/Joelle-Pineau/145134886']","[{'Publications': '53', 'h-index': '17', 'Citations': '3,322', 'Highly Influential Citations': '516'}, {'Publications': '10', 'h-index': '3', 'Citations': '720', 'Highly Influential Citations': '76'}, {'Publications': '13', 'h-index': '6', 'Citations': '2,004', 'Highly Influential Citations': '163'}, {'Publications': '3', 'h-index': '2', 'Citations': '165', 'Highly Influential Citations': '25'}, {'Publications': '807', 'h-index': '147', 'Citations': '205,096', 'Highly Influential Citations': '24,136'}, {'Publications': '266', 'h-index': '45', 'Citations': '11,249', 'Highly Influential Citations': '1,227'}]"
Rahul G. Krishnan;Matthew Hoffman,"['https://www.semanticscholar.org/author/Rahul-G.-Krishnan/145253891', 'https://www.semanticscholar.org/author/Matthew-D.-Hoffman/28552618']","[{'Publications': '14', 'h-index': '7', 'Citations': '571', 'Highly Influential Citations': '113'}, {'Publications': '94', 'h-index': '29', 'Citations': '8,511', 'Highly Influential Citations': '1,217'}]"
Tao Lin;Tian Guo;Karl Aberer,"['https://www.semanticscholar.org/author/Tao-Lin/144739102', 'https://www.semanticscholar.org/author/Tian-Jie-Guo/98553556', 'https://www.semanticscholar.org/author/Karl-Aberer/1751802']","[{'Publications': '111', 'h-index': '11', 'Citations': '439', 'Highly Influential Citations': '24'}, {'Publications': '8', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '0'}, {'Publications': '631', 'h-index': '53', 'Citations': '12,743', 'Highly Influential Citations': '994'}]"
Robert Gens;Pedro Domingos,"['https://www.semanticscholar.org/author/Robert-Gens/23029324', 'https://www.semanticscholar.org/author/Pedro-M.-Domingos/1740213']","[{'Publications': '19', 'h-index': '6', 'Citations': '583', 'Highly Influential Citations': '85'}, {'Publications': '229', 'h-index': '72', 'Citations': '28,993', 'Highly Influential Citations': '3,260'}]"
Melanie Ducoffe;Frederic Precioso,"['https://www.semanticscholar.org/author/Melanie-Ducoffe/2812151', 'https://www.semanticscholar.org/author/Fr%C3%A9d%C3%A9ric-Precioso/1699175']","[{'Publications': '12', 'h-index': '4', 'Citations': '1,700', 'Highly Influential Citations': '130'}, {'Publications': '81', 'h-index': '14', 'Citations': '714', 'Highly Influential Citations': '41'}]"
Vivek Ramamurthy;Nigel Duffy,"['https://www.semanticscholar.org/author/Vivek-Ramamurthy/34560997', 'https://www.semanticscholar.org/author/Nigel-Duffy/143857271']","[{'Publications': '14', 'h-index': '2', 'Citations': '22', 'Highly Influential Citations': '1'}, {'Publications': '23', 'h-index': '9', 'Citations': '3,390', 'Highly Influential Citations': '328'}]"
Jernej Kos;Ian Fischer;Dawn Song,"['https://www.semanticscholar.org/author/Jernej-Kos/36426383', 'https://www.semanticscholar.org/author/Ian-C-Fischer/144358712', 'https://www.semanticscholar.org/author/Dawn-Xiaodong-Song/143711382']","[{'Publications': '23', 'h-index': '8', 'Citations': '589', 'Highly Influential Citations': '52'}, {'Publications': '25', 'h-index': '8', 'Citations': '370', 'Highly Influential Citations': '23'}, {'Publications': '396', 'h-index': '100', 'Citations': '43,319', 'Highly Influential Citations': '4,323'}]"
Miguel Lazaro-Gredilla;Yi Liu;D. Scott Phoenix;Dileep George,"['https://www.semanticscholar.org/author/Miguel-L%C3%A1zaro-Gredilla/1388666962', 'https://www.semanticscholar.org/author/Yi-Liu/1691635', 'https://www.semanticscholar.org/author/D.-Scott-Phoenix/145350027', 'https://www.semanticscholar.org/author/Dileep-George/1686920']","[{'Publications': '59', 'h-index': '19', 'Citations': '1,833', 'Highly Influential Citations': '202'}, {'Publications': '734', 'h-index': '41', 'Citations': '9,412', 'Highly Influential Citations': '630'}, {'Publications': '10', 'h-index': '6', 'Citations': '292', 'Highly Influential Citations': '26'}, {'Publications': '26', 'h-index': '9', 'Citations': '699', 'Highly Influential Citations': '67'}]"
Pierre Sermanet;Kelvin Xu;Sergey Levine,"['https://www.semanticscholar.org/author/Pierre-Sermanet/3142556', 'https://www.semanticscholar.org/author/Kelvin-Xu/36303818', 'https://www.semanticscholar.org/author/Sergey-Levine/1736651']","[{'Publications': '42', 'h-index': '18', 'Citations': '23,970', 'Highly Influential Citations': '2,964'}, {'Publications': '19', 'h-index': '11', 'Citations': '7,412', 'Highly Influential Citations': '757'}, {'Publications': '310', 'h-index': '73', 'Citations': '24,658', 'Highly Influential Citations': '3,204'}]"
Abram L. Friesen;Pedro Domingos,"['https://www.semanticscholar.org/author/Abram-L.-Friesen/2231947', 'https://www.semanticscholar.org/author/Pedro-M.-Domingos/1740213']","[{'Publications': '20', 'h-index': '7', 'Citations': '233', 'Highly Influential Citations': '17'}, {'Publications': '229', 'h-index': '72', 'Citations': '28,993', 'Highly Influential Citations': '3,260'}]"
Evan Racah;Christopher Beckham;Tegan Maharaj;Prabhat;Christopher Pal,"['https://www.semanticscholar.org/author/Evan-Racah/3159503', 'https://www.semanticscholar.org/author/Christopher-Beckham/12757989', 'https://www.semanticscholar.org/author/Tegan-Maharaj/3422058', 'https://www.semanticscholar.org/author/Prabhat/1764912', 'https://www.semanticscholar.org/author/Christopher-Joseph-Pal/1972076']","[{'Publications': '24', 'h-index': '11', 'Citations': '407', 'Highly Influential Citations': '21'}, {'Publications': '39', 'h-index': '9', 'Citations': '319', 'Highly Influential Citations': '44'}, {'Publications': '18', 'h-index': '7', 'Citations': '719', 'Highly Influential Citations': '77'}, {'Publications': '151', 'h-index': '27', 'Citations': '3,113', 'Highly Influential Citations': '188'}, {'Publications': '120', 'h-index': '33', 'Citations': '8,308', 'Highly Influential Citations': '761'}]"
Paul Hongsuck Seo;Zhe Lin;Scott Cohen;Xiaohui Shen;Bohyung Han,"['https://www.semanticscholar.org/author/Paul-Hongsuck-Seo/14454974', 'https://www.semanticscholar.org/author/Zhe-L.-Lin/145527707', 'https://www.semanticscholar.org/author/Scott-Cohen/145823372', 'https://www.semanticscholar.org/author/Xiaohui-Shen/1720987', 'https://www.semanticscholar.org/author/Bohyung-Han/40030651']","[{'Publications': '13', 'h-index': '8', 'Citations': '456', 'Highly Influential Citations': '48'}, {'Publications': '132', 'h-index': '48', 'Citations': '10,142', 'Highly Influential Citations': '1,553'}, {'Publications': '732', 'h-index': '26', 'Citations': '3,636', 'Highly Influential Citations': '428'}, {'Publications': '159', 'h-index': '40', 'Citations': '6,377', 'Highly Influential Citations': '904'}, {'Publications': '120', 'h-index': '38', 'Citations': '7,015', 'Highly Influential Citations': '861'}]"
Sergey Bartunov;Dmitry P. Vetrov,"['https://www.semanticscholar.org/author/Sergey-Bartunov/2258504', 'https://www.semanticscholar.org/author/Dmitry-P.-Vetrov/2492721']","[{'Publications': '13', 'h-index': '8', 'Citations': '1,131', 'Highly Influential Citations': '122'}, {'Publications': '124', 'h-index': '16', 'Citations': '2,097', 'Highly Influential Citations': '285'}]"
Federico Raue;Sebastian Palacio;Andreas Dengel;Marcus Liwicki,"['https://www.semanticscholar.org/author/Federico-Raue/48258541', 'https://www.semanticscholar.org/author/Sebastian-Palacio/145491338', 'https://www.semanticscholar.org/author/Andreas-Dengel/145279674', 'https://www.semanticscholar.org/author/Marcus-Liwicki/1743758']","[{'Publications': '21', 'h-index': '3', 'Citations': '255', 'Highly Influential Citations': '22'}, {'Publications': '16', 'h-index': '3', 'Citations': '35', 'Highly Influential Citations': '2'}, {'Publications': '442', 'h-index': '33', 'Citations': '4,777', 'Highly Influential Citations': '314'}, {'Publications': '260', 'h-index': '30', 'Citations': '4,619', 'Highly Influential Citations': '372'}]"
Hanjun Dai*;Yichen Wang*;Rakshit Trivedi;Le Song,"['https://www.semanticscholar.org/author/Hanjun-Dai/2791430', 'https://www.semanticscholar.org/author/Yichen-Wang/1709382', 'https://www.semanticscholar.org/author/Rakshit-Trivedi/3439813', 'https://www.semanticscholar.org/author/Le-Song/1779453']","[{'Publications': '57', 'h-index': '17', 'Citations': '1,868', 'Highly Influential Citations': '279'}, {'Publications': '179', 'h-index': '25', 'Citations': '2,197', 'Highly Influential Citations': '124'}, {'Publications': '30', 'h-index': '12', 'Citations': '416', 'Highly Influential Citations': '38'}, {'Publications': '329', 'h-index': '53', 'Citations': '9,393', 'Highly Influential Citations': '1,105'}]"
Antonin Raffin;Sebastian Höfer;Rico Jonschkowski;Oliver Brock;Freek Stulp,"['https://www.semanticscholar.org/author/Antonin-Raffin/51247992', 'https://www.semanticscholar.org/author/Sebastian-H%C3%B6fer/11471002', 'https://www.semanticscholar.org/author/Rico-Jonschkowski/2699042', 'https://www.semanticscholar.org/author/Oliver-Brock/1717724', 'https://www.semanticscholar.org/author/Freek-Stulp/50707365']","[{'Publications': '6', 'h-index': '4', 'Citations': '49', 'Highly Influential Citations': '0'}, {'Publications': '26', 'h-index': '5', 'Citations': '80', 'Highly Influential Citations': '4'}, {'Publications': '30', 'h-index': '11', 'Citations': '484', 'Highly Influential Citations': '49'}, {'Publications': '281', 'h-index': '44', 'Citations': '6,856', 'Highly Influential Citations': '390'}, {'Publications': '97', 'h-index': '22', 'Citations': '1,691', 'Highly Influential Citations': '82'}]"
Rui Luo;Xiaojun Xu;Weinan Zhang;Jun Wang,"['https://www.semanticscholar.org/author/Rui-Luo/48846956', 'https://www.semanticscholar.org/author/Xiaojun-Xu/48669970', 'https://www.semanticscholar.org/author/Weinan-Zhang/8031058', 'https://www.semanticscholar.org/author/Jun-Wang/39811558']","[{'Publications': '82', 'h-index': '14', 'Citations': '1,051', 'Highly Influential Citations': '116'}, {'Publications': '98', 'h-index': '15', 'Citations': '1,156', 'Highly Influential Citations': '101'}, {'Publications': '207', 'h-index': '31', 'Citations': '4,935', 'Highly Influential Citations': '700'}, {'Publications': '106', 'h-index': '27', 'Citations': '5,733', 'Highly Influential Citations': '939'}]"
Nadav Bhonker;Shai Rozenberg;Itay Hubara,"['https://www.semanticscholar.org/author/Nadav-Bhonker/8523974', 'https://www.semanticscholar.org/author/Shai-Rozenberg/40590114', 'https://www.semanticscholar.org/author/Itay-Hubara/2477463']","[{'Publications': '3', 'h-index': '1', 'Citations': '11', 'Highly Influential Citations': '2'}, {'Publications': '9', 'h-index': '6', 'Citations': '116', 'Highly Influential Citations': '17'}, {'Publications': '21', 'h-index': '11', 'Citations': '3,038', 'Highly Influential Citations': '435'}]"
Randall Balestriero;Herve Glotin,"['https://www.semanticscholar.org/author/Randall-Balestriero/3201463', 'https://www.semanticscholar.org/author/Herv%C3%A9-Glotin/1742496']","[{'Publications': '38', 'h-index': '5', 'Citations': '114', 'Highly Influential Citations': '2'}, {'Publications': '280', 'h-index': '25', 'Citations': '1,971', 'Highly Influential Citations': '109'}]"
Ting Yao;Yingwei Pan;Yehao Li;Zhaofan Qiu;Tao Mei,"['https://www.semanticscholar.org/author/Ting-Yao/145690248', 'https://www.semanticscholar.org/author/Yingwei-Pan/3202968', 'https://www.semanticscholar.org/author/Yehao-Li/3431141', 'https://www.semanticscholar.org/author/Zhaofan-Qiu/3430743', 'https://www.semanticscholar.org/author/Tao-Mei/144025741']","[{'Publications': '87', 'h-index': '26', 'Citations': '2,877', 'Highly Influential Citations': '287'}, {'Publications': '41', 'h-index': '16', 'Citations': '1,523', 'Highly Influential Citations': '170'}, {'Publications': '21', 'h-index': '10', 'Citations': '668', 'Highly Influential Citations': '85'}, {'Publications': '25', 'h-index': '14', 'Citations': '1,218', 'Highly Influential Citations': '140'}, {'Publications': '561', 'h-index': '57', 'Citations': '12,210', 'Highly Influential Citations': '1,097'}]"
Vicenç Rubies Royo;Claire Tomlin,"['https://www.semanticscholar.org/author/Vicen%C3%A7-R%C3%Babies-Royo/32679148', 'https://www.semanticscholar.org/author/Claire-J.-Tomlin/1693894']","[{'Publications': '2', 'h-index': '2', 'Citations': '31', 'Highly Influential Citations': '1'}, {'Publications': '535', 'h-index': '58', 'Citations': '15,242', 'Highly Influential Citations': '722'}]"
Nat Dilokthanakul;Pedro A. M. Mediano;Marta Garnelo;Matthew C.H. Lee;Hugh Salimbeni;Kai Arulkumaran;Murray Shanahan,"['https://www.semanticscholar.org/author/Nat-Dilokthanakul/3393828', 'https://www.semanticscholar.org/author/Pedro-A.-M.-Mediano/7486237', 'https://www.semanticscholar.org/author/Marta-Garnelo/3468254', 'https://www.semanticscholar.org/author/Matthew-C.-H.-Lee/47804190', 'https://www.semanticscholar.org/author/Hugh-Salimbeni/8495859', 'https://www.semanticscholar.org/author/Kai-Arulkumaran/68972911', 'https://www.semanticscholar.org/author/Murray-Shanahan/1757629']","[{'Publications': '8', 'h-index': '4', 'Citations': '258', 'Highly Influential Citations': '25'}, {'Publications': '20', 'h-index': '8', 'Citations': '341', 'Highly Influential Citations': '29'}, {'Publications': '23', 'h-index': '11', 'Citations': '941', 'Highly Influential Citations': '113'}, {'Publications': '18', 'h-index': '12', 'Citations': '978', 'Highly Influential Citations': '100'}, {'Publications': '8', 'h-index': '6', 'Citations': '409', 'Highly Influential Citations': '70'}, {'Publications': '20', 'h-index': '9', 'Citations': '1,395', 'Highly Influential Citations': '103'}, {'Publications': '166', 'h-index': '38', 'Citations': '4,866', 'Highly Influential Citations': '461'}]"
Giambattista Parascandolo;Heikki Huttunen;Tuomas Virtanen,"['https://www.semanticscholar.org/author/Giambattista-Parascandolo/50213542', 'https://www.semanticscholar.org/author/Heikki-Huttunen/1847889', 'https://www.semanticscholar.org/author/Tuomas-Virtanen/1684454']","[{'Publications': '15', 'h-index': '12', 'Citations': '926', 'Highly Influential Citations': '95'}, {'Publications': '129', 'h-index': '16', 'Citations': '1,514', 'Highly Influential Citations': '117'}, {'Publications': '219', 'h-index': '44', 'Citations': '7,117', 'Highly Influential Citations': '607'}]"
Shota Horiguchi;Daiki Ikami;Kiyoharu Aizawa,"['https://www.semanticscholar.org/author/Shota-Horiguchi/7180730', 'https://www.semanticscholar.org/author/Daiki-Ikami/11682769', 'https://www.semanticscholar.org/author/Kiyoharu-Aizawa/1712839']","[{'Publications': '20', 'h-index': '8', 'Citations': '147', 'Highly Influential Citations': '5'}, {'Publications': '9', 'h-index': '4', 'Citations': '171', 'Highly Influential Citations': '26'}, {'Publications': '666', 'h-index': '34', 'Citations': '4,729', 'Highly Influential Citations': '318'}]"
Adrian Benton;Huda Khayrallah;Biman Gujral;Drew Reisinger;Sheng Zhang;Raman Arora,"['https://www.semanticscholar.org/author/Adrian-Benton/145583569', 'https://www.semanticscholar.org/author/Huda-Khayrallah/3115181', 'https://www.semanticscholar.org/author/Biman-Gujral/2767999', 'https://www.semanticscholar.org/author/Drew-Reisinger/48560534', 'https://www.semanticscholar.org/author/Sheng-Zhang/72655349', 'https://www.semanticscholar.org/author/Raman-Arora/144365054']","[{'Publications': '24', 'h-index': '10', 'Citations': '593', 'Highly Influential Citations': '44'}, {'Publications': '24', 'h-index': '10', 'Citations': '310', 'Highly Influential Citations': '30'}, {'Publications': '4', 'h-index': '4', 'Citations': '61', 'Highly Influential Citations': '10'}, {'Publications': '10', 'h-index': '3', 'Citations': '158', 'Highly Influential Citations': '20'}, {'Publications': '21', 'h-index': '11', 'Citations': '401', 'Highly Influential Citations': '64'}, {'Publications': '85', 'h-index': '22', 'Citations': '2,691', 'Highly Influential Citations': '443'}]"
